Unnamed: 0,model_id,linear_probe,weight_decay,model_type,use_adam,learning_rate,val_id_acc,val_id_f1,test_acc_art_painting,test_acc_cartoon,test_acc_sketch,train_acc,train_f1,val_AC,val_ANE,val_l2,val_EMD,test_AC_art_painting,test_ANE_art_painting,test_l2_art_painting,test_EMD_art_painting,test_AC_cartoon,test_ANE_cartoon,test_l2_cartoon,test_EMD_cartoon,test_AC_sketch,test_ANE_sketch,test_l2_sketch,test_EMD_sketch,middle_layer_entropy,weighted_shortcut_score,weighted_shortcut_score_normalized,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_diff_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,path_redundancy,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_0,inflow_from_1,inflow_from_10,inflow_from_11,inflow_from_2,inflow_from_3,inflow_from_4,inflow_from_5,inflow_from_6,inflow_from_7,inflow_from_8,inflow_from_9,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0,sharpness,test_ATC_sketch,test_rankme_id,test_alphaReQ_id,test_rankme_sketch,test_alphaReQ_sketch,edge_start_ratio_deep_vs_shallow,edge_start_ratio_deep_vs_shallow_1,edge_start_ratio_deep_vs_shallow_2,edge_start_ratio_deep_vs_shallow_4,edge_start_ratio_deep_vs_shallow_5,shortcut_vs_local_ratio,shortcut_vs_local_ratio_1,shortcut_vs_local_ratio_2,shortcut_vs_local_ratio_4,shortcut_vs_local_ratio_5,shortcut_vs_deep_ratio,shortcut_vs_deep_ratio_1,shortcut_vs_deep_ratio_2,shortcut_vs_deep_ratio_4,shortcut_vs_deep_ratio_5
50,50,True,0.0,ViT-B_16-clip-openai,False,0.01,1.0,1.0,0.6798029541969299,0.7948718070983887,0.8015267252922058,tensor(0.9485),0.938399851322174,0.7611207365989685,-0.8420028686523438,322.442240149584,1.6586947441101074,0.4560193121433258,-1.5125021934509275,322.442240149584,1.683565616607666,0.454643577337265,-1.5326610803604126,322.442240149584,1.705292582511902,0.4403122365474701,-1.5690096616744995,322.442240149584,1.7949930429458618,7.660094979362131,0.072765439748764,37.872806549072266,3.494278098514769e-05,1.4429763555526731,0.3936295265035534,0.0007497444945578,29.98180142296532,29.993376405255145,31.657187834870623,70.86154372201838,125.8939642082162,52.474783648420186,0.0008186279199287,0.0008074555736947,0.0732189987139548,0.420262430720003,0.0002353728050366,0.1882108151912689,1.7998616695404053,22,6.119035929005486e-06,-1.0715189408529972e-06,1.5420824922880628e-06,1265.7769509835148,5.281789340349898,2.827282512175479,0.4553297257705552,2.8888888888888893,0.0321444479106126,89311278.58958335,1.4543775324814622e-05,14963,0.9756639715338288,2.571031188497046,0.012496224705527,0.0008403966326691,0.0072114523237897,0.5941057320803964,0.0005472933846565,-9.583784983814038e-05,0.0123362172426367,998548.3733994056,0.0013008114638645,0.012496224705527,0.0751660125671106,0.7676350474357605,9.923191828420386e-05,4.486310005187988,2.970973253250122,0.640129804611206,1.0,0.0,0.1814451045627527,,,0.0286444276188202,0.8527003414172549,,,,0.0103213609014365,0.0095008889385053,,0.0457407711752307,0.0530922099487522,20,41,0.2157894736842105,1.0,0.6248549962171828,368.5143063565788,0.0004235806066855,0.8393033016653831,24,53,0.1920289855072463,1.0,0.2443319381966693,460.6022934768,0.0003240721135986,1.0028229594001192,0.0789368694672488,0.0410902006356022,0.094050469372179,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.000307583308313,0.0020120199769735,0.0004021871427539,0.0002353728050366,127,0.467795729637146,100.0,83.4190902709961,0.7931064833781931,13.765549659729004,1.4352172057795012,0.2293580404378656,0.1314181183475387,0.2412198334350959,0.2851027277687418,0.401218421769854,13.63196252835783,305.7726592252522,63.87167555940746,7.906583263761147,1.483676425651328,2.1875007781940523,13.476905740127643,6.545783329625212,1.6551759649507307,0.8643010511285711
51,51,True,0.01,ViT-B_16-clip-openai,False,0.01,1.0,1.0,0.7586206793785095,0.8974359035491943,0.8066157698631287,tensor(0.9432),0.932099997997284,0.784879744052887,-0.7639714479446411,322.4422364010098,1.6679669618606567,0.4708220660686493,-1.4995936155319214,322.4422364010098,1.6839693784713743,0.4944606423377991,-1.478744387626648,322.4422364010098,1.708268165588379,0.4627447426319122,-1.5143760442733765,322.4422364010098,1.7933337688446045,7.653469176947055,0.0767498910427093,46.24399566650391,3.087076629526564e-05,1.19001042842865,0.5172857012323874,0.0008215852636478,31.08322421389089,31.09460186774156,32.460177215963014,53.33346996535569,87.11024394577507,291.86325821808737,0.0008861654712717,0.0008830212369019,0.0807614494685142,0.5320447319199878,0.0002442802651785,0.1854991465806961,1.8085464239120483,22,7.781677928801172e-06,-4.883981286333234e-07,1.2092152725813042e-06,1417.4822135413915,4.889443233657069,2.8771321622592696,0.451629431110119,10.666666666666666,0.0292277351535023,76600424.05694306,1.3905260137014733e-05,15186,0.9945333423449726,2.715013428982526,0.0142566782810685,0.0007136531057139,0.0074874811979969,0.571387411352734,0.000709193648004,-4.451080228908759e-05,0.0100435395908113,840503.6332183598,0.0012672745000257,0.0142566782810685,0.0650397329034529,0.7561357021331787,8.683257328812033e-05,4.558586120605469,3.0150933265686035,0.6320978403091431,1.0,0.0,0.180306436348911,,,0.1060953935031911,0.782177110259836,,,0.0174243139407753,0.0143463117204952,0.0133827003594122,,0.0257308892245238,0.040843280991766,25,50,0.1666666666666666,1.0,0.457087591610849,461.8774300542445,0.0002727897983813,0.774699633403372,17,44,0.3235294117647059,1.0,0.3155044663384371,298.3374414778013,0.0010537983567198,1.0258820962331174,0.0997091351817553,0.0524704596689686,0.1287068315028343,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0002762476506177,0.0018865060992538,0.0003594574227463,0.0002442802651785,131,0.4433774948120117,100.0,83.4190902709961,0.7931064833781931,13.765549659729004,1.4352172057795012,0.1985005111901374,0.1033955816603237,0.2021045397307748,0.2507071156216258,0.368792730309557,13.43706125709532,277.9132394995672,65.56540536145793,8.114360556696745,1.4871134218783757,1.968837250641796,10.384231532310139,6.061222242504914,1.5698648092469314,0.8274088693995216
52,52,True,0.0,ViT-B_16-clip-openai,False,0.03,1.0,1.0,0.7486631274223328,0.8770053386688232,0.8288770318031311,tensor(0.9656),0.9587615728378296,0.8850870728492737,-0.4431241750717163,322.4427454160645,1.6951379776000977,0.5820650458335876,-1.231505274772644,322.4427454160645,1.7065038681030271,0.6183977127075195,-1.1680426597595217,322.4427454160645,1.7298938035964966,0.5856559872627258,-1.220189332962036,322.4427454160645,1.80446457862854,7.657814663525866,0.1236289665102958,50.43537139892578,6.12019553045684e-05,1.1665705442428589,0.6222871495866936,0.0013728530563277,38.61881738979257,38.62939496496222,40.044084919964185,65.95999024700228,112.39335013582058,282.38227025396253,0.0014609492040946,0.0014536047525481,0.0976278784321977,0.5930086029738355,0.0004435491282492,0.1810744851827621,1.824680209159851,22,1.0382820406229835e-05,-3.53977244605806e-07,2.966401758909078e-06,1388.8300056038074,4.744473940893884,2.8291690817037174,0.44302726424462,24.666666666666668,0.0208301706780723,71781156.11612858,1.9119290044902227e-05,12891,0.991815169034312,2.673352888732254,0.010676532769556,0.0012496419992013,0.0059313131313131,0.5946351377962661,0.0006938332254714,-2.3654573232210845e-05,0.0132467538476714,1074164.2624949194,0.0012776488598466,0.010676532769556,0.0835074770324604,0.772271454334259,0.0001301247975789,4.667019844055176,3.006555795669556,0.6258249282836914,1.0,0.0,0.1696990037228564,,,0.080103727392646,0.8081752780904107,,,0.0152809737996112,0.0129856125520748,0.0114242363258088,,0.0222931537554648,0.0497370180839834,23,46,0.1818181818181818,1.0,0.4738476199887725,444.5665083770377,0.000299157653973,0.6852213298276401,22,51,0.2207792207792207,1.0,0.3007872891938575,437.2365179153294,0.0003226742032191,1.1276767388222564,0.0935509656750517,0.0490707928671049,0.1365266397918224,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0004702300066128,0.0027871208731085,0.000574760895688,0.0004435491282492,135,0.4777381420135498,100.0,83.4190902709961,0.7931064833781931,13.765549659729004,1.4352172057795012,0.2514975873104063,0.1547151242997958,0.2737667434141396,0.3054127902017833,0.417571949072587,15.231901869230333,319.75658333303903,76.9501412109176,8.884759621463418,1.5527222693568494,2.672939143898513,17.354014272905555,9.208135437229194,1.9766927651552606,0.9307180643544359
53,53,True,0.01,ViT-B_16-clip-openai,False,0.03,1.0,1.0,0.7165775299072266,0.7914438843727112,0.8449198007583618,tensor(0.9597),0.950937032699585,0.8865146040916443,-0.4475460648536682,322.44266284705657,1.6744340658187866,0.5777934193611145,-1.2223330736160278,322.44266284705657,1.7095657587051392,0.6074537634849548,-1.1834150552749634,322.44266284705657,1.725311279296875,0.5966471433639526,-1.1914304494857788,322.44266284705657,1.809880018234253,7.674133725639316,0.1231311112642288,45.90803909301758,6.968489606151707e-05,1.3982781171798706,0.5818052058000889,0.0013506108851188,38.198053043821005,38.20856489101029,39.8908396219788,96.07064005742988,145.14167364310657,71.93127239486768,0.0014479727233656,0.0014366477486369,0.1007760995756732,0.5356379401000906,0.0004691343929152,0.1859283596277237,1.829719066619873,22,8.452367976575144e-06,-1.591037351494692e-06,3.369660452974466e-06,1329.7281656361854,4.941526008871013,2.839303290557213,0.4498204280700043,3.555555555555556,0.0208743280266483,77311023.9751298,1.9390757427738424e-05,22898,1.1655782701428743,2.715053465369246,0.0139582690924041,0.0013773792985633,0.0077187789084181,0.6125995531620059,0.0005882665056483,-0.0001107327462353,0.01632215904147,1110825.139874376,0.0013495547251963,0.0139582690924041,0.0958626183433581,0.7435479164123535,0.0001535213377792,4.233206272125244,2.973716259002685,0.6315473914146423,1.0,0.0,0.1657353336171354,,,0.0155618307349183,0.886715434336426,,,,0.0074980127339713,0.0092851906309726,0.0053462607891294,0.0267768873906121,0.0488163833839701,20,38,0.2,1.0,0.6907366970898474,435.9942529498297,0.0003528229987738,0.6723578097527776,27,60,0.1709401709401709,1.0,0.2801496709073017,455.3349133417786,0.0003145589149716,1.170261244955604,0.078690472645809,0.0409566868458579,0.1170366009056146,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0004983772523701,0.0028443697374314,0.0006090783281251,0.0004691343929152,132,0.4637645483016968,100.0,83.4190902709961,0.7931064833781931,13.765549659729004,1.4352172057795012,0.2785179265088041,0.1884952308400408,0.313393300975033,0.3355850140563403,0.4371275526373582,15.497235789378102,379.37017815297344,76.69100655580816,8.720838245171295,1.5342648645197123,2.9288067132693896,23.99333488862102,10.079771543691423,2.079374202027637,0.9469403203824746
54,54,True,0.0,ViT-B_16-clip-openai,False,0.03,1.0,1.0,0.743842363357544,0.807692289352417,0.8371501564979553,tensor(0.9627),0.9542719721794128,0.9152806997299194,-0.3552050292491913,322.44292878973187,1.6773215532302856,0.6134762167930603,-1.1417090892791748,322.44292878973187,1.7184677124023438,0.6451411247253418,-1.0969611406326294,322.44292878973187,1.731764793395996,0.6363161206245422,-1.0945181846618652,322.44292878973187,1.816683650016785,7.671356941073457,0.1428680270910263,47.13430404663086,6.820829412390594e-05,1.330223798751831,0.6222682727947698,0.0015722185081981,39.664843406179486,39.67459060168187,41.3516963931292,103.53329133057817,151.8749422610718,74.8347121416185,0.001681049144441,0.0016701643117791,0.1047673368840533,0.5510118140822114,0.0005525366868823,0.1837228685617447,1.831642985343933,22,8.670793891531063e-06,-2.59443366224332e-06,4.494038018874483e-06,1393.8520490015055,5.294179678537539,2.8705152942041026,0.4478082127929793,4.222222222222222,0.0179667793930776,82178592.54501927,2.196736134446466e-05,41071,1.3065752303957705,2.7617956626416307,0.0128231292517006,0.0016123078827033,0.0071428571428571,0.6099001536449297,0.000540386649838,-0.0001616919207091,0.0174553366630161,1318599.6378260397,0.0013690636512272,0.0128231292517006,0.1004832600783124,0.7186225056648254,0.000169378487044,4.149492263793945,2.977854013442993,0.6259931921958923,1.0,0.0,0.1778475706976429,,,0.0121335320227864,0.8911713107987268,,,0.0092014522603032,0.0077702001535452,,0.0052591693607891,0.0292656842480276,0.0451986511558213,21,40,0.1904761904761904,1.0,0.5592847054060149,443.9742702198035,0.0003615077623575,0.6514984137405775,29,66,0.1625615763546798,1.0,0.2460499438329829,504.3028600948615,0.0002775259935383,1.1920822146489518,0.0782096858052354,0.040696263909523,0.1200458576041568,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0005869673914276,0.0032909119036048,0.0007098776986822,0.0005525366868823,139,0.4555782079696655,100.0,83.4190902709961,0.7931064833781931,13.765549659729004,1.4352172057795012,0.2885458748684641,0.2030125436106654,0.3309580679781868,0.347370714352585,0.4461356905983089,15.520692894836886,402.23858453681385,78.48735936889514,8.600486865030286,1.51929538849715,2.9814255892185937,26.51095818280232,10.588625727886528,2.085774272084427,0.9472735740787972
55,55,True,0.01,ViT-B_16-clip-openai,False,0.03,1.0,1.0,0.7783251404762268,0.8803418874740601,0.8549618124961853,tensor(0.9731),0.9684889316558838,0.9083055853843688,-0.3709259629249573,322.44281757409414,1.7056841850280762,0.6131283044815063,-1.157933235168457,322.44281757409414,1.713821291923523,0.6532999277114868,-1.0843722820281982,322.44281757409414,1.7378250360488892,0.6217244267463684,-1.145074486732483,322.44281757409414,1.8078680038452148,7.6682426529447,0.140101671218872,51.52430725097656,6.129492157924687e-05,1.1600515842437744,0.6753195456457125,0.001562358189253,40.94009385738124,40.95056003904115,42.46708498867035,73.07276342899567,126.1666303548095,214.7872968383172,0.0016607726029462,0.0016511974736488,0.1035177511999505,0.6072494540721529,0.0005118965054862,0.1803332716226577,1.828408479690552,22,1.1148743649433466e-05,-1.3451903892675396e-06,3.587789986987916e-06,1466.205506477079,4.896471721881934,2.833281631569071,0.437253669612733,26.88888888888889,0.019691544223665,58324106.97231707,1.9848136130455057e-05,19906,1.0353434501335508,2.705021506939965,0.0123577972415181,0.0014233384532392,0.006550581811523,0.5927461696738765,0.0006949127214284,-8.384711257370574e-05,0.0139391297489948,935715.3761943574,0.0012371548498923,0.0123577972415181,0.0887181545619656,0.7417435646057129,0.0001462791697122,4.568760871887207,3.0087432861328125,0.6236052513122559,1.0,0.0,0.1769570644065121,,,0.0684059572636772,0.8254327942385382,,,0.0148343447994774,0.0132228572099642,0.011823264769574,0.013704956168262,0.0153755078281553,0.0372003177223514,22,43,0.1861471861471861,1.0,0.466708608011468,451.980949920405,0.0003215235527227,0.6341593639558724,22,55,0.238095238095238,1.0,0.2996059208395437,435.3180997801526,0.0003778776327744,1.1647250704910577,0.1005577827765348,0.0529406906220746,0.1585686319433298,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0005330833955667,0.0030501896981149,0.0006385859451256,0.0005118965054862,136,0.4763840436935425,100.0,83.4190902709961,0.7931064833781931,13.765549659729004,1.4352172057795012,0.2635978457568924,0.1703422194306899,0.2938681577121426,0.3177121160833868,0.427144593786387,15.839794693502004,343.31754034447704,81.9771469096067,9.131123853717355,1.5671618449688445,2.866121291849597,20.107944876706245,10.320114945619075,2.0782956000614647,0.9476645247439357
56,56,True,0.0,ViT-B_16-clip-openai,False,0.003,0.9878048780487804,0.986333668231964,0.7058823704719543,0.8716577887535095,0.7673797011375427,tensor(0.9291),0.9176201224327089,0.6143856644630432,-1.2158724069595337,322.4420064001648,1.6477527618408203,0.3476310968399048,-1.728201150894165,322.4420064001648,1.675161361694336,0.3539913594722748,-1.7355343103408811,322.4420064001648,1.700953722000122,0.3262502253055572,-1.7687948942184448,322.4420064001648,1.789738655090332,7.6431598107757,0.0428102687001228,38.01254653930664,1.9376256204850503e-05,1.4847118854522705,0.3224970889671998,0.0004243856074337,36.41359190067537,27.430647993970577,28.98887717859227,48.93921920229198,71.38145748068476,1157.333989144607,0.0004654617277992,0.0004643826349024,0.0554485891620771,0.4123397883846841,0.0001353357656626,0.1957198530435562,1.7810869216918943,22,5.061280918139464e-06,-1.765566449299446e-06,6.400341166517544e-07,1366.7260186815438,4.8910674772337535,2.95483472883599,0.4403381147008772,26.1875,0.0399725027239024,114506854.46718971,1.105792278996538e-05,14106,0.9349697167824093,2.709301608330438,0.0142941038289875,0.0005540665960207,0.0077834799608993,0.548620996063269,0.0006029306067514,-0.0002103250240301,0.0090827404203322,961223.981340675,0.0013172871105706,0.0142941038289875,0.066003787690011,0.7599686980247498,5.531940041691996e-05,4.912067413330078,2.994482040405273,0.6391036510467529,1.0,0.0,0.1730890327751378,,,0.2827826704880506,0.589354216237369,,,0.0161487887935729,,0.0126725254260409,,0.0383010317974722,0.0607407672574941,23,47,0.1857707509881423,1.0,0.4756331448472564,377.7120065922153,0.0003636060464797,0.9457693601357268,22,49,0.2121212121212121,1.0,0.3037606306435034,380.4641922579096,0.0004902204702592,0.8464070389690294,0.1039118004476219,0.0548032525449781,0.1227681194312753,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001769130612956,0.0013948685955256,0.0002446418511681,0.0001353357656626,130,0.3863828182220459,84.47837150127226,83.4190902709961,0.7931064833781931,13.765549659729004,1.4352172057795012,0.1366546376680082,0.0506909810141722,0.1207034366249068,0.1854291242016434,0.3056917095340797,11.821987648597217,236.53125169721147,55.8516645727814,7.190871207897847,1.373228276723229,1.2952289165375233,4.575203747532344,3.3109883908264934,1.122728757512801,0.6874947183277761
57,57,True,0.01,ViT-B_16-clip-openai,False,0.003,0.9878048780487804,0.9854273796081544,0.5668449401855469,0.7647058963775635,0.759358286857605,tensor(0.9350),0.925862729549408,0.6189819574356079,-1.2093110084533691,322.44198630736,1.646968126296997,0.3555031716823578,-1.7025890350341797,322.44198630736,1.67629075050354,0.3507525324821472,-1.7292710542678833,322.44198630736,1.7001348733901978,0.326251357793808,-1.772641658782959,322.44198630736,1.789861798286438,7.653600864941181,0.047775562852621,31.250879287719727,1.0024782113760011e-05,1.4233978986740112,0.2769646867829038,0.0004578551564398,25.20809855246177,25.22140760034444,26.9007240262169,50.02433047802964,102.10761897503014,41.95779850043161,0.0005085015112146,0.0005001982109914,0.0534796899567158,0.3271895135783316,0.000195688669919,0.198213517665863,1.7789058685302734,22,4.653189721153599e-06,-2.7039672925828605e-06,9.379680447879272e-07,1263.6582198083072,4.640828645429686,2.7925322130385686,0.4545639897288902,18.0,0.0356092588557149,76333927.47822465,1.222484359750377e-05,7041,0.8387846756388965,2.4156309708098664,0.0170149906992012,0.0007245229220677,0.0088995878469562,0.5760169254885078,0.0004893810791624,-0.0002843792293171,0.0103748273462324,725807.063061269,0.0012857002523814,0.0170149906992012,0.0761988728951751,0.795534074306488,7.48082238715142e-05,4.716697692871094,2.9630043506622314,0.6483365297317505,1.0,0.0,0.1805160799203328,,,0.0711387267157576,0.7825597949260148,,,,0.01134823813072,,,0.0497569153577368,0.0851963248697705,19,43,0.2514619883040935,1.0,0.6913366295298071,305.2984408018186,0.0005419864215788,0.9761995856566198,20,52,0.2736842105263158,1.0,0.4015762226195223,368.91649435472686,0.0006050161969295,0.8936720191669072,0.0650641975882366,0.0336260239265502,0.07280545456586,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.000228626304306,0.0015910295769572,0.0003041933232452,0.000195688669919,121,0.4260581731796264,74.30025445292621,83.4190902709961,0.7931064833781931,13.765549659729004,1.4352172057795012,0.1899703853084038,0.0939407359150949,0.1893947960601197,0.2429042259996336,0.3643589350164796,12.201586365443442,272.9783161500957,56.961256772511234,7.19904787459944,1.4223628150925591,1.6817528448684114,8.610177908178601,4.651755023873467,1.3355145968501263,0.7781851797693037
58,58,True,0.0,ViT-B_16-clip-openai,False,0.003,0.9817073170731708,0.9777300357818604,0.5812807679176331,0.7435897588729858,0.7404580116271973,tensor(0.9126),0.9015617370605468,0.6026015877723694,-1.2491135597229004,322.44200419467944,1.6450817584991455,0.3491942286491394,-1.7126691341400146,322.44200419467944,1.676013708114624,0.3422194719314575,-1.7420454025268557,322.44200419467944,1.6999735832214355,0.319775253534317,-1.781816840171814,322.44200419467944,1.7897711992263794,7.648844616351824,0.0462008677423,30.82552146911621,1.4765490504942136e-05,1.4232337474822998,0.271779471002865,0.0004394834285772,24.47977024839925,24.492829148054348,26.158535809762544,48.20477018659575,100.11971802907892,41.24285488153654,0.0004893506174639,0.0004810177317935,0.0522469917437465,0.320938071786769,0.0001953612809302,0.1988729387521743,1.7766324281692505,22,4.686035393866791e-06,-2.46557595467463e-06,8.827980718858942e-07,1232.06772590926,4.686821438407381,2.7955318643846443,0.4513674826052126,14.22222222222222,0.0338465428617295,87572422.12167472,1.216384145098532e-05,5910,0.8370647752825402,2.428104119405284,0.0152834008097165,0.0007030725002158,0.0082929082929082,0.5725370282305463,0.0005003193059896,-0.0002632449709544,0.0100634010900472,820211.1435933001,0.0012987107865718,0.0152834008097165,0.0750657480505751,0.79473477602005,7.330050721066073e-05,4.742022514343262,2.964190721511841,0.6489408612251282,1.0,0.0,0.1844608816907642,,,0.0756051854388702,0.7736027038906548,,,,0.011709801345595,,,0.0508777767101196,0.0882045326147602,19,40,0.2339181286549707,1.0,0.6501770522251802,319.6894059787651,0.0004897260541863,0.9525999828636736,21,53,0.2523809523809524,1.0,0.3989692432617192,395.771137883957,0.0004824178350555,0.9012856167694948,0.0730572001834158,0.0379135282014441,0.0810588772572194,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0002242419141111,0.0015422371216118,0.0002961027494166,0.0001953612809302,120,0.4422732591629028,66.66666666666666,83.4190902709961,0.7931064833781931,13.765549659729004,1.4352172057795012,0.1865707771997191,0.0917942991747366,0.1858824181501783,0.2391334442160705,0.3608112438048609,12.22895822829635,272.80711426004723,57.34216963210978,7.217603442305206,1.4219069834196407,1.6568406602328862,8.376277063111507,4.586350837861389,1.3191584896655317,0.7709835821686931
59,59,True,0.01,ViT-B_16-clip-openai,False,0.003,0.9817073170731708,0.9785951972007751,0.7044335007667542,0.8376068472862244,0.732824444770813,tensor(0.9253),0.9130716919898988,0.5808460712432861,-1.2887719869613647,322.4419418339048,1.6460261344909668,0.3270347416400909,-1.7591321468353271,322.4419418339048,1.6744414567947388,0.3321090340614319,-1.7667006254196167,322.4419418339048,1.7003324031829834,0.3059339523315429,-1.796186089515686,322.4419418339048,1.7894930839538574,7.644468452942265,0.0381745100021362,36.64122009277344,1.544996780467045e-05,1.4869924783706665,0.294786634889237,0.000371690102507,35.67668405172921,26.995533371926385,28.64251578708607,48.91932659597161,69.05710695167662,1871.3712355284813,0.0004095370121461,0.0004085409495502,0.051537211466835,0.3921321521662075,0.0001272423687623,0.1975831985473632,1.774484634399414,22,4.635782208750902e-06,-1.1794526419676815e-06,5.574460009211567e-07,1315.538558552406,4.977739231650123,2.959457792844717,0.4374165382659608,9.555555555555555,0.0377648101266132,134798636.5413716,1.071869941686442e-05,15465,0.9277824960195948,2.694387672189372,0.0138669301712779,0.0005303622389551,0.0077019755704803,0.5458915973399321,0.0005833804784089,-0.0001484258005383,0.0088279638556097,1071165.6380295495,0.00134887268476,0.0138669301712779,0.0667423463278668,0.7608516812324524,5.276060255710036e-05,4.924592971801758,2.9890921115875244,0.6414790749549866,1.0,0.0,0.1835838306269137,,,0.2957190816719111,0.5567094883980852,,,0.0161034099692668,,0.0131100397938399,,0.042456288727831,0.0759016914390658,23,46,0.1818181818181818,1.0,0.4776362262487105,366.6167543928776,0.0003460553875076,0.9774371633893528,23,53,0.2094861660079051,1.0,0.2969998836261798,405.370721578684,0.000457720829117,0.82536065158809,0.0986010925112784,0.0518571311485111,0.1194642515627059,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001650920748943,0.0012959220912307,0.0002272562269354,0.0001272423687623,129,0.397152304649353,79.89821882951654,83.4190902709961,0.7931064833781931,13.765549659729004,1.4352172057795012,0.1270030115051856,0.0435065147052857,0.1094757346776235,0.1753384858226107,0.2950470831613503,11.74121702730414,235.0024314981326,55.89298891038984,7.138668469730111,1.3557029147412465,1.210302422069171,3.9400207823206195,3.0386844608566945,1.067332120906743,0.6647972408641118
