,domain,middle_layer_entropy,weighted_shortcut_score,shortcut_drift,shortcut_reliance,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_10,inflow_from_7,inflow_from_8,inflow_from_9,mass_pos_frac,mass_neg_frac,signed_algebraic_connectivity,signed_spectral_radius,frustration_mass_frac,avg_clustering_pos,avg_clustering_neg,modularity_pos,modularity_neg,avg_path_length_abs,node_importance_entropy_pos,node_importance_entropy_neg,edge_score_gini_abs,normed_mass_pos_frac,normed_mass_neg_frac,normed_signed_algebraic_connectivity,normed_signed_spectral_radius,normed_frustration_mass_frac,normed_avg_clustering_pos,normed_avg_clustering_neg,normed_modularity_pos,normed_modularity_neg,normed_avg_path_length_abs,normed_node_importance_entropy_pos,normed_node_importance_entropy_neg,normed_edge_score_gini_abs,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,inflow_from_11,inflow_from_6,model_id,AC,ANE,EMD,acc,f1,l2
10,location_73,7.645364436058973,-0.0019079387420788,-0.7113811616713345,7.359889576588639,4.4970333874516655e-05,1.2782354354858398,0.1020832988571882,15.539088430637689,15.53900325588392,17.354487928601433,25.85436490871143,35.56651139130213,6380.384310590574,0.0001340266990439,-8.017459720122133e-05,0.0172691340271509,0.1870640589809378,3.458862556726672e-05,0.2121511250734329,1.7801892757415771,22,4.720667178669622e-06,-1.8663543924737648e-06,2.798679789178416e-07,1105.1919087872757,4.230597238369556,2.9937150986162884,0.2544968163171769,10.888888888888888,0.1115875631353728,124332302.89795156,1.1456300605478682e-05,0.5895250422433913,2.386549649058857,0.0119520298193015,0.0004449428830298,0.0071321893382913,0.381831951410396,0.0006082503985764,-0.0002404767745793,0.004646342911284,964950.3212604056,0.0014761259791839,0.0119520298193015,0.0573301778074164,,4.72822336838874e-10,3.1373534202575684,2.866257667541504,0.7304214835166931,0.4182112702409598,0.5817887297590402,0.1228284450096133,0.3547895454383691,0.0521484049210854,0.0938778325879431,0.3198287089886248,0.3856990451003692,0.6143009537411587,6.403885724666395e-06,0.0004528965121675,0.2377350525493802,0.03252692901234,0.0413873575214828,0.2815517287598583,0.4053122168940987,286191.2609357012,1.8765083323286973,2.427534649133197,0.3864214536170101,0.3856990455468019,0.6143009544521899,0.0073584807494949,0.5204075165585414,0.2377350528245499,0.03252692901234,0.0413873575214828,0.2815517287598581,0.4053122168940987,249.0644730647959,1.8765083323286973,2.4275346491331966,0.3864214536190619,15,19,0.1809523809523809,1.0,0.4051482784776183,226.69072895619672,0.0007200408122616,0.433784266570478,9,6,0.1666666666666666,0.4444444444444444,0.0,280.0201078932095,0.0011887401805967,0.0670356702694538,0.1362172379545514,0.2138293389212285,2.032011277086039,20,28,0.1473684210526315,1.0,0.2452775179931622,314.62717874007853,0.0005400683567843,0.5993297935468039,16,22,0.1833333333333333,1.0,0.1887315563815663,387.64407069211006,0.0004554899938799,0.3377107540233793,0.144852519840391,0.1338880192541432,0.428924806553134,-0.0307229136054527,0.1793555080639775,,0,0.557235598564148,-1.8658822774887085,1.93721342086792,0.6749688667496887,0.4190458357334137,322.5422227635375
11,location_76,7.697975859846206,0.0005626119091175,-1.467846280956017,7.381553686748679,6.09166054346133e-05,1.3174606561660769,0.0310501119592905,4.061843022283654,4.061837247890952,4.511461949891244,5.414292331021461,10.669043979232551,-84.86319683097253,0.0001284686308906,-5.863170068209911e-05,0.005910200892333,-0.2260066897517003,0.0001093466489692,0.2289713472127914,1.7608022689819336,22,9.148005533257916e-06,-1.319233341487258e-06,1.773340527645562e-06,756.4488266819016,3.7416539063222367,2.6965240875180774,0.1449180499584166,15.6875,0.1561976457747869,28130172.15950295,3.1476229680444675e-05,0.4450508169968055,1.8417376321137515,0.0066287878787878,0.0011361697643797,0.0050584963559647,0.4109099843927765,0.0004208530729999,-6.069120052291227e-05,0.0037531878622397,611460.3598131527,0.0014480607644531,0.0066287878787878,0.0522693753457258,0.9723825454711914,1.0877598821679155e-09,-74.91848754882812,2.779714107513428,0.7582014203071594,0.2622297641719311,0.7377702358280689,0.1239737807300061,,,,0.4618025703458905,0.5099274233992167,0.4900725760799154,9.800201385507252e-06,0.0011828711656604,0.2271817075195369,0.0696948566093788,0.0929029633028219,0.2707457245618012,0.2341709342359999,99644.54004653044,1.736137968120246,1.489832691080593,0.4252271685348284,0.5099274236643048,0.4900725763346819,0.0050371851594891,0.6079814941419177,0.2271817076376384,0.0696948566093788,0.0929029633028219,0.2707457245618013,0.2341709342359998,193.86552777053024,1.736137968120246,1.4898326910805932,0.4252271685362275,16,22,0.1833333333333333,1.0,0.3031338731407636,182.9157119199038,0.0008850475173363,0.8005439693340592,6,5,0.3333333333333333,1.0,0.2618514316133363,374.50036422449386,0.0010680897489333,0.0569178363643195,0.0810653946435772,0.0863751147692264,1.4242529200283385,17,24,0.1764705882352941,1.0,0.3650315713727264,199.07503334212595,0.0008347094531738,0.6461790015251471,4,3,0.5,1.0,0.5512169124236074,225.62620407473975,0.0029547395410057,0.0473207357180764,0.1434538338856216,0.1713999901955583,3.0315216301851025,-0.2778757064628462,0.5381974296541094,,0,0.6335834264755249,-1.731073260307312,1.238222360610962,0.7142857142857143,0.5521978139877319,322.5422227635375
12,location_78,7.617888921558345,-0.0014910174068063,0.3567837586765696,6.696758396510587,3.0376230370166013e-05,1.4565210342407229,0.132482907207393,20.15326457503248,20.15312318913052,22.184283329562064,33.590610519610145,54.87498880322373,139.8769899319815,0.0001402966670873,-0.0001252623052856,0.0227018357720659,0.3748433246826393,2.807235432555899e-05,0.2054899334907531,1.821558117866516,22,4.629766378795401e-06,-1.2961464534166837e-06,1.7869839026776997e-07,1025.6261895186644,4.249393481819441,2.998749410034441,0.2939998404553592,20.6875,0.1107874777500932,105550959.00602384,1.0774255754273454e-05,0.6492807075134052,2.4148387533223,0.0102855892329576,0.0003362125229367,0.0064237516869095,0.388645557028718,0.0007491583264639,-0.0002097338739315,0.0046789639523385,652300.4109374485,0.001743419153453,0.0102855892329576,0.0544036971516434,,2.3350743560968107e-10,-4.9059739112854,2.887263774871826,0.7111857533454895,0.4573206273880419,0.5426793726119581,0.1835424231128405,0.3429939124917672,0.0381742664418825,0.0830435405091164,0.2473085906524893,0.4636378279440927,0.5363621707075732,5.857999378043908e-06,0.0003563885151228,0.2245419448895621,0.0308512918151811,0.0529533293230578,0.2990197435145318,0.4497710643797313,306364.97107670055,1.812340006942687,2.432868256038712,0.3951300450857065,0.4636378285687678,0.536362171430232,0.007898540316101,0.4805307876002735,0.2245419451920951,0.0308512918151811,0.0529533293230578,0.2990197435145318,0.4497710643797313,227.2174019753134,1.8123400069426876,2.432868256038711,0.3951300450883684,19,29,0.1695906432748538,1.0,0.3223681492970245,201.30994217013333,0.0007704461334505,0.7016237825953712,5,3,0.3,0.6,1.1270130318638768e-16,308.1854961514339,0.0028684328455572,0.0421075859172387,0.0917721443129264,0.1098405247903363,2.179468195904222,17,19,0.1397058823529411,0.8823529411764706,3.316434685196861e-16,365.1748740539581,0.0004987279384468,0.4523860893849435,13,21,0.2692307692307692,1.0,0.2358641837386471,275.3546161441506,0.0008599103069073,0.4053328135624729,0.1075027199570603,0.1113762035640796,0.2652208663103739,-0.0789390859793607,0.2884796899047445,,0,0.523032546043396,-2.2645304203033447,1.8343015909194944,0.3739612188365651,0.148776575922966,322.5422227635375
13,location_86,7.613086796297544,-0.000431181571912,-0.0072303279971906,7.090772446317238,2.3280989353224868e-05,1.3720839023590088,0.0708851907032275,19.071297641293896,19.071173692259997,20.782414000399303,29.52813380975733,47.24926294096206,52.13639145043456,0.0001391447652423,-3.161896994186009e-05,0.0139028012682651,-0.2397064515444362,9.119135211221874e-05,0.195063978433609,1.8153194189071653,22,5.033045184670208e-06,-3.799176882226193e-06,7.015712959032904e-07,1040.3731822934546,4.415215877977423,2.9226678503360075,0.2819562890191075,16.88888888888889,0.1086171242172289,71250022.69871852,1.747587079231986e-05,0.6277752894384125,2.2864876163452235,0.0138495276653171,0.0007095792830681,0.0080630970336852,0.426322139111928,0.0005028837670201,-0.0003796000835991,0.0070039879716443,713096.3582494982,0.0017461261381798,0.0138495276653171,0.0708986094227827,0.8067816495895386,5.836480188037284e-10,-0.0498932600021362,2.833108901977539,0.7056756019592285,0.4545992132761815,0.5454007867238185,0.1798120408035517,0.1731020486002739,,,0.2152924018574382,0.5731933253651827,0.426806673878448,9.653619842354709e-06,0.0007203393767251,0.2028667153677137,0.0214599742026538,0.0218173451247586,0.4438097608886787,0.3267425028247896,186065.0935683252,2.2949307853822263,1.9020658383644409,0.4251798943024495,0.5731933257981496,0.4268066742008402,0.0072281796644038,0.5393564817489589,0.2028667155209509,0.0214599742026538,0.0218173451247586,0.4438097608886787,0.3267425028247898,248.49986616774297,2.2949307853822263,1.9020658383644409,0.4251798943040238,17,25,0.1838235294117647,1.0,0.2749552349023005,226.5750992217964,0.0008117079589805,0.5603385535811044,14,18,0.1978021978021978,1.0,0.1290713350238038,477.4971677076279,0.0004508085390921,0.2789853983279096,0.1527943654142205,0.1540082092491391,0.5476787184203503,13,12,0.1538461538461538,0.7692307692307693,6.10626062714421e-16,290.2229060660084,0.0007106699854162,0.323305814279222,13,13,0.1666666666666666,0.6923076923076923,1.7910138346679343e-16,336.2688024979316,0.0006807585804249,0.2046764695403162,0.1635525167215034,0.236506559891915,0.7990782579395994,-0.034007451676629,0.6116055495422879,,0,0.7093271613121033,-1.5250747203826904,1.5618516206741333,0.7375,0.4939182698726654,322.5422227635375
14,location_95,7.601375492160288,-0.0017097014933824,-0.6996740967792262,5.814335268700016,8.705792424734682e-06,1.2105821371078491,0.2160894245766886,33.720163795224366,33.719814810601825,36.21858159308721,56.33629503541184,84.25234277281596,-607.43568410878,0.0001713218789856,-0.000141596316288,0.0296729330172772,0.3181335880786062,1.5805348084541038e-05,0.206754446029663,1.7742414474487305,22,3.435235907174952e-06,-2.3036337388985267e-06,1.2577618451719202e-07,1267.8873273143956,4.308577383448588,3.093722778071437,0.3253642300536234,16.88888888888889,0.170353440613919,135060509.91033944,8.629178659048637e-06,0.940142224410747,2.7754075244735006,0.0127892432770481,0.0002392002015992,0.0073277706461275,0.3517140945436097,0.0005949829214353,-0.0003989893906471,0.003773065007766,779795.0105947229,0.0014945738975855,0.0127892432770481,0.041429479750191,,5.067992692175949e-10,3.2041120529174805,2.949158191680908,0.6708400845527649,0.3758374803270923,0.6241625196729077,0.2461267080273522,0.2167285458874775,0.0416909108071915,0.092144716027626,0.3104119700332612,0.3899221589503096,0.610077839584982,5.53875061475138e-06,0.0002457445644413,0.2684208078126863,0.0493299483064391,0.0940502585933238,0.3926777415156066,0.4565104397132364,388014.3891623441,2.3316295015334827,2.650732642411626,0.3577634218304531,0.3899221595210389,0.610077840477953,0.0080467619070978,0.3570205877759221,0.2684208082055739,0.0493299483064391,0.0940502585933238,0.3926777415156066,0.4565104397132364,267.07823113414594,2.3316295015334827,2.650732642411626,0.3577634218327499,13,20,0.2564102564102564,1.0,0.3694725458777141,205.12405145390292,0.0011079264999349,0.4724392350202585,10,8,0.1777777777777777,0.6,-1.1102230246251563e-16,419.8341841511286,0.0006765569453884,0.0983446965953279,0.1054242684609932,0.1559050429276872,1.071987327336995,19,29,0.1695906432748538,1.0,0.1763358962195909,369.535351161733,0.0004704724858833,0.5389932474252467,16,27,0.225,1.0,0.2317893958713463,276.42326060837166,0.0007585654372236,0.4979274500412833,0.0907234169979484,0.0804539444974031,0.1822020798219229,0.0749478711851638,0.3390238572444436,,0,0.7061963081359863,-1.3066813945770264,2.0168721675872803,0.7086206896551724,0.3940032422542572,322.5422227635375
15,location_101,7.608891787770777,0.0005698041641153,1.355039477284946,6.025267152330954,2.431399934721412e-05,1.37549889087677,0.0812724340909749,15.199301816091928,15.199283964584351,16.32079059107906,34.290298213103384,71.00848001842675,10.586945547508408,0.0001055108732508,-1.998677730696841e-05,0.0135309855041788,-0.1449303113901543,7.59149988880381e-05,0.2114415466785431,1.7871395349502563,22,1.9253755362677403e-06,-5.248079406425782e-06,4.271065413139653e-07,1281.3105344376868,5.195564265027631,3.03469183432695,0.2993680138291327,27.5,0.079411031809981,159488798.7843774,1.3123663573952908e-05,0.7377362054375428,2.50115075195752,0.0132496916435399,0.0004860747026539,0.0072923816060398,0.4303001381525559,0.0002469142387878,-0.0006730248075612,0.0070242116608635,1243653.813240046,0.0016830064151877,0.0132496916435399,0.0623352495389776,1.1587584018707275,1.3393026687680274e-09,3.762296438217163,2.8828585147857666,0.6967288255691528,0.561344835052311,0.438655164947689,0.1634002314410715,0.2459143934848957,,,,0.6813435406177751,0.3186564585102352,6.314087225018516e-06,0.0005310029436272,0.1509865936911203,0.0366057036267692,0.0370364977653603,0.3168031393495773,0.4095246170280932,285354.21146827826,2.074805368061757,2.5734228561351307,0.4406999451938163,0.6813435412112135,0.3186564587877794,0.0054675008329925,0.4598066091168076,0.150986593822627,0.0366057036267692,0.0370364977653603,0.3168031393495774,0.4095246170280934,329.5383825759609,2.074805368061757,2.5734228561351307,0.4406999451953641,21,39,0.1857142857142857,1.0,0.4813189069698971,240.73957550766988,0.0005614770621887,0.9719523105749208,14,14,0.1538461538461538,0.7142857142857143,-3.3306690738754696e-16,480.704447838343,0.0004389894124714,0.1676671237655501,0.1102717623478431,0.0882250892237795,0.6576826742852506,16,15,0.125,0.875,2.775557623824007e-16,411.4044521745266,0.0003654956404038,0.2030823911726478,14,14,0.1538461538461538,0.5,-1.2596018839976582e-16,389.070653136078,0.0004883870892267,0.1651828584733237,0.1357858956589357,0.2693891223613767,0.8220338170311088,-0.1036916855901704,0.7540856065151043,,0,0.7054429054260254,-1.19564688205719,2.186253070831299,0.7056291390728476,0.3438879549503326,322.5422227635375
16,location_104,7.623012471796757,0.0017578710103407,1.4089281145989825,6.353482702205231,1.7710783140501007e-05,0.6099812984466553,0.0417515396977398,5.654470817353236,5.654450645334864,6.652828528201773,8.783331808273582,17.467501035174564,1.528892079397454,8.158684014247797e-05,-5.254766147544387e-06,0.0064898258203175,-0.0095516960324857,0.0001114392071031,0.2296581864356994,1.7486478090286257,22,6.415974535999804e-20,-1.0780421935730572e-05,7.309143912464339e-07,1330.969002474101,4.884593006652136,3.0202631075216995,0.1982688515107321,9.76,0.0755178144146289,71743237.18344013,,0.5270601495370024,2.41422014135634,0.0038004631027886,0.0007092955308987,0.0027300683172295,0.3413214072187739,7.005038972221359e-19,-0.0008575298045882,0.0046248050188958,901918.948244723,,0.0038004631027886,0.0564209871662755,0.8401601910591125,2.2510076025383796e-09,4.664075374603272,2.8230531215667725,0.7090326547622681,0.6020118683050986,0.3979881316949014,0.1877678259324667,0.5698256172004006,,,,0.6538139950451716,0.3461860042499296,1.0816588794630755e-05,0.000721299027182,0.2734319401256044,0.0289779886295373,0.018241988695168,0.3103078265780961,0.4561035477803275,174732.5639533364,2.1957278650394505,2.4177205573670726,0.3508509342258696,0.6538139955053782,0.3461860044936033,0.0074871149470409,0.4992746632266558,0.2734319403180679,0.0289779886295373,0.018241988695168,0.310307826578096,0.4561035477803275,252.4350576535141,2.1957278650394505,2.4177205573670726,0.3508509342268901,30,49,0.1126436781609195,1.0,0.4285649452658711,295.23515385117514,0.0003214098611175,0.9922091940217164,8,6,0.2142857142857142,0.625,3.8857805861880484e-16,290.34160388472844,0.0012660795495453,0.0756667252665915,0.1171024898483154,0.098822467097638,1.5476087994522827,25,27,0.09,1.0,0.1074175382397816,432.2690379957664,0.0002317320265666,0.3980542702136226,7,5,0.238095238095238,0.7142857142857143,1.598853464082212e-16,250.64335062786185,0.001784946302682,0.0865968711208371,0.1066339798403007,0.1803427416344269,1.2313837493216555,0.0467894662974891,0.4301743827995993,,0,0.5066084265708923,-2.2390522956848145,1.589386820793152,0.3714285714285714,0.2895622849464416,322.5422227635375
17,location_115,7.626158485604249,-0.0005583842867054,-0.2944974539655339,6.946937930164838,2.7350091841071844e-05,1.2587203979492188,0.1024977659770255,18.218318073756237,18.218192816500974,19.9741656021922,29.834142776716146,52.918000288196346,35.77239736130238,0.0001266060860833,-4.082894499024548e-05,0.0170169020858156,0.418965524017295,2.007324292208068e-05,0.1958252638578415,1.7973204851150513,22,6.040365326403475e-06,-2.038711962318436e-06,1.9656543454797912e-07,1146.9012214027202,4.220533963181786,3.0544866035718345,0.3146027059334035,11.1875,0.1418156038171534,67010236.32919799,1.1553400151963098e-05,0.6278232423176355,2.5322591914767507,0.0129129129129129,0.0003446740656885,0.0075293740342284,0.3346084034030804,0.0008118753458552,-0.000274019832861,0.0035510718242218,498557.20959645626,0.0015528730910191,0.0129129129129129,0.0463270623544518,,3.119001446005853e-10,-3.1245603561401367,2.892713785171509,0.7177162170410156,0.4189863951105447,0.5810136048894553,0.1826275717972691,0.3165936043130676,,0.0715379392232225,0.257998279232847,0.5471262298030483,0.4528737689823444,8.968630006937437e-06,0.0003750004258428,0.2216429032179057,0.0331550270394574,0.050856292801252,0.431827940830177,0.3645389631072951,235663.67181509407,2.374017677532177,2.193700523552021,0.3467845558647122,0.5471262304670446,0.4528737695319553,0.0108933632209489,0.4554782440079772,0.2216429034868931,0.0331550270394574,0.050856292801252,0.4318279408301769,0.364538963107295,194.02458503552907,2.374017677532177,2.1937005235520224,0.3467845558667553,15,26,0.2476190476190476,1.0,0.3151237487837335,188.65183526736163,0.0014310823287379,0.6244649061517036,12,15,0.2272727272727272,1.0,0.0701155912299743,413.00254811930233,0.0005614882892684,0.2343943357769484,0.1176966095032658,0.120522148662248,0.5021307751022911,12,12,0.1818181818181818,0.8333333333333334,-1.3877787807814454e-16,236.39453500667045,0.0011923316582534,0.2845865031876256,12,15,0.2272727272727272,1.0,0.2085951456204868,271.5858149609533,0.0008550212852863,0.2935656446280698,0.1637976956245605,0.2207665343860268,0.5755638225631875,-0.1637727132716246,0.3538701772308628,,0,0.5183350443840027,-2.043739080429077,1.635242581367493,0.3888888888888889,0.2865927815437317,322.5422227635375
18,location_120,7.581241675663643,0.0007739518769085,-0.6772775764861376,6.807074358988585,5.5550812703586416e-05,0.0,0.0278873012287933,4.846569070924209,4.846562178815575,5.486834144192639,10.27679685542193,20.47339322830839,-31.56408437474812,6.922830347821929e-05,1.7135200484297286e-05,0.0060720967641427,0.1202903448768509,4.6251901949290186e-05,0.2339884340763092,1.7336876392364502,22,1.1694288741000704e-05,-6.482582424741658e-07,8.917629834420648e-07,1017.4995645697604,2.827823681913927,2.729894846713473,0.1309439366714266,20.25,0.1459679675753269,40043351.64185211,1.772405052172753e-05,0.4559481519020157,2.006510425696131,0.004400623885918,0.0007921397754331,0.0035458953865025,0.4143980071799673,0.0010257213523512,-5.685955912561498e-05,0.0068605762994477,456535.79803607584,0.0015545996375391,0.004400623885918,0.0694796142650918,-0.312488704919815,5.374874434416198e-10,20.204614639282227,2.736224412918091,0.7406378388404846,0.4831933290375354,0.5168066709624646,0.1149093706075958,,,,,0.4830199532014984,0.516980046072461,1.1696793784752036e-05,0.0008127374965893,0.270203558942002,0.026306664313502,0.040957002913519,0.263476335003522,0.2843386658118692,137144.98873419384,1.9298258645552508,1.811464272009098,0.4139346059046878,0.4830199535517012,0.5169800464472857,0.0083825297720542,0.5824498907475513,0.270203559137907,0.026306664313502,0.040957002913519,0.2634763350035219,0.2843386658118692,191.3690372068772,1.9298258645552508,1.8114642720090983,0.4139346059063014,20,30,0.1578947368421052,1.0,0.3426746061714943,247.2250641334166,0.0005842318435662,0.7165514356875428,5,3,0.3,0.6,0.0,262.547854060606,0.0027363993198016,0.0309227081364478,0.1095024588142441,0.1277776528287198,3.541166521737343,19,28,0.1637426900584795,1.0,0.3305848583897022,250.09543062868372,0.0006198824296165,0.7111890940233158,6,4,0.2666666666666666,0.6666666666666666,1.5359497577194762e-16,240.7857381107491,0.0022852619348693,0.0587226217548303,0.1318046113846875,0.1461708160474353,2.244528725828656,-0.0924222922770464,,,0,0.5894461274147034,-1.602979302406311,2.1554532051086426,0.5055730208631037,0.323500782251358,322.5422227635375
19,location_125,7.58552341513351,0.0028630041051656,-0.3416891804966677,5.515581523681612,2.794911324599525e-05,1.2841185331344604,0.0454918540253358,8.007026465815828,8.007012353169646,8.742466755211405,12.813026274306743,18.78926696412743,13.309664470245272,0.0001965548845817,4.486586033181084e-05,0.0087559800498688,0.057122289212307,0.000352508330252,0.2398854345083236,1.7779805660247805,22,3.5774406236578718e-06,-1.7210396821293977e-05,3.2808897599407046e-06,1084.1747163770742,4.42698224375546,2.7439448077560296,0.2073732755315337,21.25,0.0462410570677707,28982944.733692225,3.7233566246946393e-05,0.5800327767501613,2.2196715163352385,0.0125891265597147,0.001503659861026,0.0075386215092097,0.4290675279623184,0.000159364698289,-0.0007666737299962,0.0065107499529528,650613.1244949336,0.0016586483617951,0.0125891265597147,0.0669837250899019,0.9591276049613952,8.696282804976363e-09,-1.761409878730774,2.7675790786743164,0.7033130526542664,0.4002863476096918,0.5997136523903082,0.1696210071024137,,,,0.1553494934518482,0.599849234838498,0.4001507647851458,1.9657190395921826e-05,0.001485718080191,0.1833234238779026,0.0139646752546957,0.0189196450892081,0.3699825638339066,0.344093016885921,103979.03161831795,2.0562777087544,2.1539426449782324,0.439575682973298,0.5998492350636374,0.4001507649353331,0.0071864855488766,0.5431646790790867,0.1833234239467088,0.0139646752546957,0.0189196450892081,0.3699825638339066,0.344093016885921,284.41379417013604,2.0562777087544,2.153942644978233,0.4395756829741572,19,28,0.1637426900584795,1.0,0.2820821020450736,285.64142827765863,0.0004924650840837,0.8346316110683974,9,7,0.1944444444444444,0.6666666666666666,6.961642557239628e-17,314.6186380157368,0.0011107445653196,0.1174006960884601,0.1209769444112429,0.1127454812103872,1.0304619004991942,22,32,0.1385281385281385,1.0,0.2707172482416119,333.04206823894674,0.0004435404478873,0.5383706649902993,7,4,0.1904761904761904,0.4285714285714285,0.0,257.70821520804066,0.0019882149873945,0.0371451362043389,0.1152490014130091,0.16684260833491,3.102667352705701,0.0242477301900413,0.8446505065481518,,0,0.7618952393531799,-1.1482096910476685,1.7672370672225952,0.8461538461538461,0.5460560321807861,322.5422227635375
20,location_127,7.612313231071427,-0.000953747483436,0.7213727920575541,6.348422717118353,6.4388959799543954e-06,1.3364876508712769,0.1074547284416597,15.977019587558006,15.9769192511003,17.40244754671471,30.163327279640328,57.42802013977254,-117.379270551826,0.000119681025863,-8.957248044616506e-05,0.0157868739980703,0.454188088306494,4.554913175525144e-05,0.2140972018241882,1.74127197265625,22,2.7545153247705062e-06,-5.284436607923394e-06,2.406655895704076e-07,1187.7958175571723,5.267379547360952,3.083151430007477,0.2872995396908508,15.04,0.0933433855782613,114047925.51837616,1.2495247774837956e-05,0.6799217413928571,2.5413989828568577,0.0123301731356183,0.0003827176547995,0.0071443271690236,0.3432726402831367,0.0003633409189054,-0.0006970562292237,0.0041874750194461,864606.0584870169,0.0016482154810571,0.0123301731356183,0.0504832856601081,,3.677987914230129e-10,8.45212173461914,2.892530679702759,0.6960638761520386,0.4993721620648711,0.5006278379351289,0.1967272123942385,0.1535884957857949,,0.1585829224742933,,0.5431655729378536,0.4568344259091016,7.11040574594311e-06,0.0003893937537238,0.2106125286255198,0.0261431805140129,0.047126406346099,0.3534730797710707,0.4374968274322243,290912.8597860498,2.309623755172348,2.491966978449544,0.3464401398871863,0.5431655735635983,0.4568344264353902,0.008105262725818,0.4438760304959295,0.2106125288681524,0.0261431805140129,0.047126406346099,0.3534730797710707,0.4374968274322244,255.20560403336,2.3096237551723484,2.491966978449544,0.3464401398889523,21,27,0.1285714285714285,0.9047619047619048,3.6596285702063054e-16,245.66293161889465,0.0005089422469561,0.6166456538736826,13,13,0.1666666666666666,1.0,0.1033729963063162,520.3211854820431,0.0003822811969944,0.1593735562646768,0.1546644634440125,0.1661837075627217,0.9704524832661464,24,39,0.1413043478260869,1.0,0.2144648819575148,315.6626047546567,0.0004640779216783,0.6649926889621649,10,10,0.2222222222222222,1.0,0.163839055539737,361.5099583316908,0.0007535066148961,0.1577041029251138,0.0459775355431683,0.0529283922539424,0.2915430524023898,0.5416957987334856,0.6878285817399118,,0,0.434387743473053,-2.5710017681121826,1.7368078231811523,0.4068441064638783,0.3370299935340881,322.5422227635375
