Unnamed: 0,model_id,linear_probe,weight_decay,model_type,use_adam,learning_rate,val_id_acc,val_id_f1,test_acc_location_43,test_f1_location_43,test_acc_location_46,test_f1_location_46,test_acc_location_100,test_f1_location_100,train_acc,train_f1,val_AC,val_ANE,val_l2,val_EMD,test_AC_location_46,test_ANE_location_46,test_l2_location_46,test_EMD_location_46,test_AC_location_100,test_ANE_location_100,test_l2_location_100,test_EMD_location_100,test_AC_location_43,test_ANE_location_43,test_l2_location_43,test_EMD_location_43,middle_layer_entropy,weighted_shortcut_score,weighted_shortcut_score_normalized,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_diff_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,path_redundancy,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_0,inflow_from_1,inflow_from_10,inflow_from_11,inflow_from_2,inflow_from_3,inflow_from_4,inflow_from_5,inflow_from_6,inflow_from_7,inflow_from_8,inflow_from_9,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0,sharpness,test_ATC_location_100,test_rankme_id,test_alphaReQ_id,test_rankme_location_100,test_alphaReQ_location_100,edge_start_ratio_deep_vs_shallow,edge_start_ratio_deep_vs_shallow_1,edge_start_ratio_deep_vs_shallow_2,edge_start_ratio_deep_vs_shallow_4,edge_start_ratio_deep_vs_shallow_5,shortcut_vs_local_ratio,shortcut_vs_local_ratio_1,shortcut_vs_local_ratio_2,shortcut_vs_local_ratio_4,shortcut_vs_local_ratio_5,shortcut_vs_deep_ratio,shortcut_vs_deep_ratio_1,shortcut_vs_deep_ratio_2,shortcut_vs_deep_ratio_4,shortcut_vs_deep_ratio_5
0,0,False,0.0,ViT-B_16-scratch,False,0.003,0.5975422427035331,0.2072193920612335,0.1902985125780105,0.0570388995110988,0.2232930362224578,0.0594916343688964,0.2172576338052749,0.075103759765625,tensor(0.6143),0.1879306584596634,0.6396148204803467,-1.0265575647354126,231.29054222314588,2.039050340652466,0.698035717010498,-0.9516885280609132,231.29054222314588,2.175124406814575,0.7054845690727234,-0.9851664304733276,231.29054222314588,2.152799367904663,0.6731235384941101,-0.9988913536071776,231.29054222314588,2.1255125999450684,6.960826192584628,0.1646099388599395,18.66785049438477,3.941613977076486e-05,0.942025065422058,0.0753878679007166,0.0002039141430998,1.4618100333864426,1.461843138418171,1.9280302263905376,2.0810367649892743,4.564418811090112,2.633524551007145,0.0008512687464872,0.0007356612208013,0.0211129961870075,0.083428921000765,0.0008135634707286,0.1808633655309677,1.7498602867126465,23,3.457070110958176e-05,-3.134734582899623e-06,3.871885460850846e-05,1807.0930737867,4.312099669729989,3.011221484453949,0.2901919825001942,33.5,0.0376656113756995,13474241.082645517,6.627635397054228e-05,8947,0.7973837926272908,2.5755096080441087,0.0083559851001711,0.0046823088494394,0.0046706550912389,0.5441502706536409,0.0008574662245759,-7.77516451700472e-05,0.0238199125978276,543244.6796831542,0.0016438698989977,0.0083559851001711,0.1161365417789549,0.3603002727031708,0.0003118650638498,3.249531507492065,2.513478755950928,0.462567389011383,1.0,0.0,0.1686557783142885,0.0274039307606323,0.0495652372456256,0.0993720539701003,0.1861153601483958,0.0267703176195701,0.030249815121692,0.1113454580248557,0.111108262710347,0.061556509955451,0.1030804935031449,0.1082529532035177,0.0851796077366671,37,105,0.1576576576576576,1.0,0.4789335664322017,384.4245647264655,0.0002863211556003,1.6802825074435546,7,12,0.5714285714285714,1.0,0.7810167545508299,185.3988974050801,0.0027374641081981,0.1520853340851617,0.0838160792356416,0.0437411452665815,0.5511121748840553,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0010709693888202,0.0105970362201333,0.0015801046974956,0.0008135634707286,143,0.3409235030412674,44.3943431030949,4.895237445831299,1.547371351394772,4.556590557098389,1.5385209897541952,0.0383985687142015,0.0141030986741151,0.0260526119258033,0.0631285759377197,0.1177692224717122,12.340687505382697,134.77304097596357,38.35322464432756,8.545949766347219,2.5237359518542006,0.5202952651870767,1.206804407312587,0.8241536992975452,0.612070943641164,0.4713518095916326
1,1,False,0.01,ViT-B_16-scratch,False,0.003,0.593958013312852,0.2072973698377609,0.1895522475242614,0.0521215945482254,0.2211695462465286,0.0565665103495121,0.2352941185235977,0.1000711023807525,tensor(0.6088),0.1849343031644821,0.628240168094635,-1.0524863004684448,218.1197326651701,2.030234098434448,0.6850900053977966,-0.9771686792373656,218.1197326651701,2.1696019172668457,0.6975166201591492,-1.0156548023223877,218.1197326651701,2.145347833633423,0.6611349582672119,-1.0253630876541138,218.1197326651701,2.1181399822235107,6.830088683430674,0.1849700361490249,16.156574249267578,2.3950333343236707e-05,0.9466383457183838,0.0815737481849538,0.0001698017340885,4.460995282226044,1.3367007842997012,1.5876105391692863,1.7717961469851178,5.133497359300553,1.5850553366048306,0.0008006486274467,0.000687938316858,0.0193929607175055,0.0600891105787571,0.0006407512119039,0.1930671781301498,1.7871837615966797,19,4.283949966219375e-05,-3.593778388022899e-06,4.313504606223897e-05,2072.503279222752,3.699325062783777,3.0488003921570166,0.2370813237661742,1.0,0.0566322052510602,11391417.62111752,7.456410317596202e-05,31934,0.7325853411053277,2.6349774365000456,0.0086831772878284,0.0049340872199539,0.0045013511053862,0.5005125103915452,0.0010376901508178,-8.705115078911935e-05,0.0253091093495424,470277.795082455,0.0018061470215065,0.0086831772878284,0.119517120336822,0.4332545101642608,0.0003059195005334,3.399782180786133,2.544901132583618,0.4961247444152832,1.0,0.0,0.152775339593163,,0.1014396849787731,0.1229403414987575,0.097025685678045,0.0641562296131891,0.0770683517135861,0.0820912297254711,0.0784922435010981,0.1105777421014715,0.1043824912437356,,0.1618259999458724,37,118,0.1771771771771771,1.0,0.5231101700523427,342.6886760223667,0.0003556052072925,1.7105170451865732,7,13,0.6190476190476191,1.0,0.7410094054592452,279.87774250212675,0.0024854892993432,0.1413549558065448,0.0740639995034413,0.0384561062695466,0.5239575724872615,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0009539691382087,0.0114715341478586,0.0015143068740144,0.0006407512119039,151,0.2919014692306518,39.61877433900389,4.432416915893555,1.5433631583471734,4.726013660430908,1.5546662453010236,0.039355371121065,0.013004848673381,0.0259532061387352,0.0628428876778894,0.1249690193454986,12.359558523482828,133.17445617608982,37.05062558140575,8.806611148933479,2.577998329146793,0.5180477720560563,1.0211156906448184,0.7573673615049423,0.6072237917049519,0.4969360164902935
2,2,False,0.0,ViT-B_16-scratch,False,0.01,0.5995903737839222,0.2150005996227264,0.1895522475242614,0.0521215945482254,0.2206795066595077,0.0565599836409091,0.2256609946489334,0.0832116678357124,tensor(0.6185),0.1982873380184173,0.6312313079833984,-1.0325961112976074,231.2909050372089,2.0294406414031982,0.696131706237793,-0.9473041296005248,231.2909050372089,2.170224189758301,0.7491579651832581,-0.8511037230491638,231.2909050372089,2.1431214809417725,0.6619446873664856,-1.0120545625686646,231.2909050372089,2.118314743041992,6.794743684414226,0.2029639929533004,11.71791648864746,0.0,0.7649993896484375,0.0462885673555515,0.000173678031814,1.391730731852858,1.3917621215535978,1.7682388402606783,2.31029194726926,6.354894232266673,1.5144263783681997,0.0007839048819846,0.0007294872329453,0.0170350799369822,0.0421161132670046,0.001187514164485,0.1422853469848632,1.741511344909668,19,4.793746174094249e-05,-2.3643306660064845e-06,0.0001133414295574,2234.387715000699,3.864407932486445,2.911989449569556,0.2247586210702262,16.88888888888889,0.0389276956499494,9588263.961512111,8.287724439401975e-05,25963,0.6639677993402638,2.475086352862939,0.0121681117143397,0.0082941353022509,0.0055370985603543,0.586091521118258,0.0010417976290241,-5.138264286999551e-05,0.0535309975302011,441196.0902747664,0.0018011240606017,0.0121681117143397,0.1802517305240982,0.3884486556053161,0.0010898780310526,2.3495965003967285,2.2729616165161133,0.3215379416942596,1.0,0.0,0.219097973341684,,0.0766735745828594,0.1034542656941281,,0.037948195839264,0.1092622899649105,0.1266542063195926,0.0598746842198137,0.0880099544322581,0.1502683692053589,0.0647720697472912,0.1830823899945228,37,137,0.2057057057057057,1.0,0.4405473790477069,431.27546660843416,0.0003291458670203,1.881391029466129,6,8,0.5333333333333333,1.0,0.892525376784946,360.3091369660129,0.0014310833739953,0.062791888366641,0.0279085410836148,0.0141517478600865,0.4444609297407527,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0016920657362788,0.0173275079578161,0.0026066901627928,0.001187514164485,158,0.1484560221433639,69.68641114982579,3.209724903106689,1.6415229117082069,3.0559027194976807,1.4998050264575693,0.0269589687171582,0.0085882481983613,0.0171564449883956,0.0418015277599201,0.0818768734749384,19.58809052038364,223.03307645839377,65.5322448361516,14.213959658291586,4.291216271439048,0.6710133566841452,1.688870324690448,1.1743398566787484,0.7688581744810625,0.5637351317021838
3,3,False,0.01,ViT-B_16-scratch,False,0.01,0.593958013312852,0.2056879997253418,0.1895522475242614,0.0521360263228416,0.2206795066595077,0.0565738566219806,0.2174625992774963,0.064145989716053,tensor(0.6162),0.19480761885643,0.6227908730506897,-1.053672194480896,189.4677195559539,2.028929710388184,0.6905475854873657,-0.9663364887237548,189.4677195559539,2.170284509658813,0.7424206137657166,-0.8707220554351807,189.4677195559539,2.1451640129089355,0.6611970663070679,-1.019980788230896,189.4677195559539,2.1177175045013428,6.740286407579512,0.265353798866272,11.465450286865234,0.0,0.7713979482650757,0.0450522658519583,0.0002861569425647,1.568062699575158,1.5680938263855586,2.014611188217048,2.632887281295332,6.706845748670183,1.6873807160572698,0.0010147883134834,0.0009961671159715,0.0173516920974492,0.0430425158452448,0.001114041195251,0.147389531135559,1.734278440475464,23,7.218618543744932e-05,-9.478591863446294e-06,0.0001806752021384,2225.477668951184,3.900358751821436,2.9566890384141287,0.2201667154301785,13.555555555555555,0.0585355811111869,8374419.518679452,0.0001018691910252,39032,0.6379519380463413,2.4910954536932355,0.0112209046991655,0.0103787815744186,0.0053321256038647,0.5802180811351396,0.0012343780268619,-0.0001620831542532,0.0528307439378588,489734.4148555583,0.0017419550482944,0.0112209046991655,0.1774763383575159,0.3715150654315948,0.0010804400080814,2.502256393432617,2.2686550617218018,0.342362493276596,1.0,0.0,0.184626359047599,,0.0855398357768951,0.1135245782779974,,0.0457732924594728,0.0801825081406804,0.127750055769325,0.0867587975522424,0.1032638372796218,0.1110224603686551,0.0880402860036107,0.1581443483714989,40,140,0.1794871794871795,1.0,0.4086560203120453,439.96715501905567,0.0003070848036877,1.8749060307037984,6,8,0.5333333333333333,1.0,0.8725780977512715,341.13486874081104,0.0016024532603303,0.0623668350812632,0.0313635671074689,0.0159316197665742,0.5028885475205305,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0019562547095119,0.0219027660787105,0.0031388783827424,0.001114041195251,160,0.1214457303285598,71.9614675138348,3.511312246322632,1.6265222671939716,3.44649600982666,1.4941499953590207,0.0270049332791481,0.0095293022871137,0.0178264556552492,0.0419169493183958,0.0815441489288944,20.52136512088381,224.2066546925524,66.82487222290507,14.788945760306998,4.267816324058841,0.7116834849929871,1.8897856156521473,1.249519374167832,0.8104323418353236,0.5672128955282296
4,4,False,0.0,ViT-B_16-scratch,False,0.03,0.604710701484895,0.2200376391410827,0.1895522475242614,0.0519201569259166,0.2196994423866272,0.0552284345030784,0.2256609946489334,0.0834326222538948,tensor(0.6222),0.2025546729564666,0.6327618360519409,-1.0328174829483032,231.29017599177112,2.0324575901031494,0.7143716812133789,-0.906118094921112,231.29017599177112,2.1728458404541016,0.7621304988861084,-0.8014405369758606,231.29017599177112,2.1436686515808105,0.6656748056411743,-1.0030924081802368,231.29017599177112,2.121734619140625,6.7516616284919495,0.0821043103933334,9.371545791625977,0.0,0.6168598532676697,0.0359392658005191,6.334913767247485e-05,1.3718775823098812,1.3719581247462405,1.7966531086120674,2.0632934165147745,4.655954086021632,1.7527619649936022,0.0003059925720911,0.0002993517215621,0.0189395866660631,0.0341685774774787,0.0007128800498321,0.1056443303823471,1.7785412073135376,15,1.7005482609040835e-05,-3.5762386773668324e-06,2.496211904810858e-05,2755.3569913784368,3.565761267977256,2.816074471775816,0.2103058879768444,67.55555555555556,0.0244165778158397,19018304.209147245,2.366639060267353e-05,20442,0.5351312220249577,2.186897141232519,0.0090755735492577,0.0043219427467165,0.004178251467408,0.6405550173674381,0.0010525978970434,-0.0002213604519471,0.0956375698107317,307254.4984778884,0.0014648918720269,0.0090755735492577,0.2675177178945524,0.2301240265369415,0.0029023613315075,1.954787850379944,2.074331998825073,0.2363309264183044,1.0,0.0,0.1793078234690565,,0.0663155034326766,,,0.0620156259330532,0.124144006020249,0.1600548963820012,0.1217573348046004,0.0897768513276939,0.2104851414070034,,0.1654506406927219,36,149,0.2365079365079365,1.0,0.4028535409372005,567.9224067501481,0.0002855487445191,1.911211734327921,4,4,0.6666666666666666,1.0,0.8976450654506021,330.1195179681319,0.0025720542660375,0.0338676667921469,0.0274602994399657,0.013921291131514,0.8108116690912127,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0010254596127197,0.0083320615813136,0.0014715750003233,0.0007128800498321,175,0.0736213028430938,79.77044476327116,2.946929693222046,1.7715737803061886,2.96651029586792,1.5884814808914995,0.0241482427973602,0.0088091631892465,0.0151910749098371,0.0359480805058157,0.0684907568728081,20.29652660564936,188.69170518104232,62.34662631361251,15.609531632737124,4.74276044005742,0.7609634963740111,1.940863181277105,1.2767030565708435,0.8834919662849158,0.6160057116588373
5,5,False,0.01,ViT-B_16-scratch,False,0.03,0.5908858166922683,0.1990786343812942,0.1902985125780105,0.0560257993638515,0.2206795066595077,0.0570190995931625,0.2068046778440475,0.0570551604032516,tensor(0.6119),0.1859895288944244,0.6042250394821167,-1.0904392004013062,126.03762779979346,2.028873443603516,0.6104167103767395,-1.1134387254714966,126.03762779979346,2.168750047683716,0.6719446778297424,-1.0404659509658811,126.03762779979346,2.144443988800049,0.601361095905304,-1.105729341506958,126.03762779979346,2.117863655090332,6.566570527269212,0.2696854770183563,10.63392162322998,0.0,0.7927234172821045,0.0328460758350199,0.0001586625153748,1.3078488202840857,1.3078741953890207,1.7599348219972109,1.8824970786751265,3.1449060821068824,1.317150747892163,0.0009069798245491,0.0009069798245491,0.0172689178943577,0.0357630663776369,0.0020921747200191,0.1264917403459549,1.7016266584396362,14,8.824443189963345e-05,-1.3070034446929963e-06,0.000326560959046,2365.971014826043,3.6212389401451626,2.941264581362393,0.2877476793424006,20.222222222222225,0.0430622116393823,7674467.168632854,0.0001007892725643,107910,0.5579851665978897,2.3417754878314048,0.0095153061224489,0.0144368762652027,0.0048481252966302,0.6306715131569479,0.0016803248346671,-2.4887581877149024e-05,0.1184066604531847,403034.5645569515,0.0019192000718701,0.0095153061224489,0.2749028022092546,0.3880933821201324,0.0012854225933551,2.4817709922790527,2.039377927780152,0.2889286279678345,1.0,0.0,0.1235745193340207,0.096341738602246,0.0771988804422603,,,0.0654703727084245,0.1252430326140653,0.1607712343299301,0.1423696249423289,0.1774734934659899,0.1551316228947547,,,47,158,0.1461609620721554,1.0,0.3571291919455984,426.1793623716528,0.0002587224476102,1.9359127560116784,3,3,1.0,1.0,1.1975186638725823,321.71832378887444,0.0041387729974769,0.018707688180268,0.022689777904027,0.0114750723738107,1.2128584614724909,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0025933475699275,0.0272278971970081,0.0040081054903566,0.0020921747200191,172,0.0580646395683288,50.03074400491904,2.626581907272339,1.6843605277080302,3.533353090286255,1.50797334300696,0.0200850856495621,0.0064554838889641,0.0126002302464268,0.0304030946899163,0.0589614164133432,25.69618213881737,173.6542010858484,73.16886673563712,19.18614574674332,5.712258618892356,0.7884279760933014,1.2878465660177338,1.220517363462517,0.902423462242394,0.6133807659447261
6,6,False,0.0,ViT-B_16-scratch,False,0.003,0.5934459805427548,0.20909084379673,0.1900497525930404,0.0556005835533142,0.2211695462465286,0.0567210875451564,0.2379586100578308,0.1049078032374382,tensor(0.6147),0.1870151609182357,0.6362727284431458,-1.0326563119888306,231.2905261903629,2.029713630676269,0.698616623878479,-0.9481726288795472,231.2905261903629,2.169804573059082,0.7117015719413757,-0.9758090376853944,231.2905261903629,2.144562244415283,0.6659128069877625,-1.0136662721633911,231.2905261903629,2.118003845214844,6.835669045057004,0.1747332364320755,16.23537254333496,2.4787397705949843e-05,0.916137397289276,0.0803135682042156,0.000193552497933,4.233505023622027,1.4125351264928598,1.6675030477274089,1.9199269526571467,5.78768949149299,1.7034460311091124,0.0007823561140867,0.0006529301815589,0.0189432712884968,0.0606671998278833,0.0007098486530594,0.1928334087133407,1.7734248638153076,19,4.486943138248079e-05,-6.9010926440355846e-06,4.174793087476981e-05,2085.778485404692,3.761354884556818,3.023245127932101,0.2368316585385614,4.0,0.0523902915398016,9955055.758093528,7.080298372436925e-05,34241,0.7532777363490328,2.6190770888418555,0.0091608594657375,0.0048553617636237,0.0046457607433217,0.5087834321777431,0.001086483200371,-0.0001671053085121,0.0244782209074025,411122.50510824687,0.0017144467681849,0.0091608594657375,0.1175693295221321,0.447587251663208,0.000290707743261,3.362063407897949,2.5428407192230225,0.4899808764457702,1.0,0.0,0.165300615534479,0.0195217159167186,0.0931907000583406,0.1153279204287231,0.1046908530407899,0.0670349043004614,0.0638382025102703,0.0873870802732555,0.0748148970206768,0.1135651121798301,0.0993121915987969,,0.1613164226721364,35,113,0.1899159663865546,1.0,0.525196541094417,314.0784655383944,0.0003858706420381,1.7042954988875505,7,14,0.6666666666666666,1.0,0.7284426256668626,265.66326255230274,0.002349207109329,0.1454722412627047,0.0751161299248726,0.0390237203878387,0.5163605734871595,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0009834705851972,0.0112376399338245,0.0015325105050578,0.0007098486530594,148,0.3498502075672149,45.685591309694615,4.609110355377197,1.5219920985966,4.512749195098877,1.5508661445986371,0.0390974975044009,0.0133879703280825,0.0259544666758683,0.0620169342461717,0.1238376757403365,12.396533777760729,137.68319293346838,37.42673146757903,8.836685141148775,2.5670366743441506,0.516314054638209,1.0898874566612808,0.7668189904714039,0.6013559426145665,0.49120075978463756
7,7,False,0.01,ViT-B_16-scratch,False,0.003,0.5990783410138248,0.2087345421314239,0.1895522475242614,0.05212177708745,0.2205161601305008,0.0564984381198883,0.2352941185235977,0.1100159063935279,tensor(0.6149),0.1827879250049591,0.603059709072113,-1.0993237495422363,217.85317033860625,2.0290584564208984,0.6475452184677124,-1.0549399852752686,217.85317033860625,2.1696743965148926,0.6528922319412231,-1.1010684967041016,217.85317033860625,2.1443874835968018,0.6344221234321594,-1.073777198791504,217.85317033860625,2.1175732612609863,6.822065002875729,0.2178147435188293,14.51162338256836,2.6849782443605363e-05,0.914616584777832,0.0690381966748774,0.0002435311622051,7.255882477383774,1.4349080994967929,1.6928768271821153,1.960638510319972,5.910503993608431,1.6533436363778875,0.00094794339293,0.0008088744464203,0.0165353909501808,0.0538902322008774,0.0008508611354045,0.1908495873212814,1.7507553100585938,19,5.875303923750351e-05,-3.4828237577803296e-06,8.164494610752603e-05,2061.8353667632387,4.0541028396137415,3.063263927643338,0.2543494377130748,46.22222222222223,0.0603269015167073,9926896.595435483,0.0001005794967752,31873,0.7363414003109466,2.6700718415796056,0.0086627140974967,0.0066094355666107,0.0045078110295501,0.504808923244866,0.0010248913314404,-6.075456991060384e-05,0.0248441574849827,569070.4238760904,0.0017545144250818,0.0086627140974967,0.1152953671403711,0.4338416755199432,0.0003246384731028,3.1741514205932617,2.493416786193848,0.4767305552959442,1.0,0.0,0.160577567403532,,0.1048744348397786,0.1410973837820027,0.1042689473993268,0.0445091521999332,0.0709441418222055,0.0760240831690318,0.0821612814651462,0.1146634580355816,0.0945107246223028,,0.1669463926646903,39,123,0.1659919028340081,1.0,0.4893020526260724,374.3416031996817,0.0003301533422356,1.7589376991911996,7,13,0.6190476190476191,1.0,0.7020330089359366,300.52068645541533,0.0023656209611108,0.1221489372514348,0.0594566817786827,0.0306391932714906,0.4867556207738056,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0013271989300847,0.0158903282135725,0.0021067969501018,0.0008508611354045,154,0.3601729273796081,37.61016601762656,4.935018062591553,1.5342462916096171,4.974303722381592,1.5360069151381273,0.0342265573780457,0.0108926956061445,0.0223185232553262,0.0545266039775954,0.1110952402349668,13.966612488411172,153.37552371071834,42.47397236302052,9.903134606081,2.83174310539511,0.5179162165839544,1.0265102677172704,0.7713980144427532,0.6010804465764653,0.48071678734954504
8,8,False,0.0,ViT-B_16-scratch,False,0.01,0.6052227342549923,0.2168333530426025,0.1895522475242614,0.0521008670330047,0.2196994423866272,0.0554353930056095,0.2254560440778732,0.0832571610808372,tensor(0.6134),0.1856248676776886,0.6260475516319275,-1.0536620616912842,231.2909045110932,2.0291152000427246,0.6862318515777588,-0.9870744943618774,231.2909045110932,2.1702568531036377,0.7072349786758423,-0.9649966955184937,231.2909045110932,2.1443066596984863,0.6669692397117615,-1.0204076766967771,231.2909045110932,2.1185076236724854,6.7423634148634015,0.2058391869068145,12.873507499694824,0.0,0.8319094181060791,0.0529061984902478,0.0002160676917811,1.4800110009125678,1.4800438794540258,1.8852314607663168,2.4703487076726525,5.958366105253555,1.690210600046297,0.0008485424473576,0.0007957748954652,0.0184349809575593,0.049768731827409,0.0010731604415923,0.1505773067474365,1.7595329284667969,19,4.672585789181454e-05,-8.670579557395947e-06,9.197664283970604e-05,2079.1610033722823,3.865683178373723,2.9186631484513814,0.2573148631900042,8.222222222222221,0.0500529284422332,7956135.363766475,8.16162349931291e-05,51361,0.6910075384246885,2.554717701061172,0.0122576610381488,0.0072873436615109,0.0059346809221516,0.5711236054714638,0.0010152130744216,-0.000188385727745,0.043418754843196,366186.4365692381,0.0017732765193724,0.0122576610381488,0.1583321664670426,0.3977563977241516,0.0009060850134119,2.517951726913452,2.3284263610839844,0.3451525270938873,1.0,0.0,0.2053288494676028,,0.0584070162545622,0.1123870772705608,0.1214183434754983,0.047768928261423,0.072986114371984,0.0959817660020154,0.0555382085848554,0.0798344838541174,0.131378390275197,0.0631162086190737,0.1611834630307123,34,120,0.213903743315508,1.0,0.4301585251324072,381.61279588689126,0.0004125337895841,1.8194715156767336,7,12,0.5714285714285714,1.0,0.8114821968234394,276.5247468047365,0.0017908446386638,0.1022750128208006,0.0391267357512327,0.0199537300368173,0.3825639779658392,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0015388992615044,0.0158615224063396,0.0023788581602275,0.0010731604415923,149,0.1599291414022445,56.79442508710801,3.447147846221924,1.6306110750492198,3.343341588973999,1.516393636469817,0.0293791805928715,0.0094345591940901,0.0190929081628681,0.0453574167127225,0.089067533444172,18.526161681211043,201.2562074601487,62.44033404657222,13.456741296066488,4.043233418420635,0.6697020116403574,1.5752377569931915,1.1893230600797158,0.7654974789136009,0.5677687282659889
9,9,False,0.01,ViT-B_16-scratch,False,0.01,0.5985663082437276,0.2104737758636474,0.1895522475242614,0.052170880138874,0.2196994423866272,0.0561320595443248,0.2186923623085022,0.0758468508720398,tensor(0.6186),0.1983170956373214,0.6190829873085022,-1.0609396696090698,189.37879130631865,2.0286953449249268,0.6631457805633545,-1.030170440673828,189.37879130631865,2.171036720275879,0.7037942409515381,-0.9596701264381408,189.37879130631865,2.145580053329468,0.6521314382553101,-1.0397976636886597,189.37879130631865,2.117849826812744,6.733165392862758,0.2826643288135528,11.516989707946776,0.0,0.7669587731361389,0.0424041607766154,0.0003277947371351,1.6235336179497135,1.623564499351502,2.0881591878881647,2.769391529862626,6.862221648485498,1.7102550732354866,0.0010977013455608,0.0010694046459498,0.0164925106092263,0.043572327334898,0.0012633273145183,0.1408802270889282,1.7383133172988892,22,7.256245731507225e-05,-6.024962879301704e-06,0.0002271053568084,2228.7211129300413,3.761141933577997,2.907937636009325,0.2112675858615774,38.0,0.0555651258640124,5878330.240077199,0.0001114917274158,21606,0.6298598194356518,2.443150613132805,0.0117305458768873,0.0115500778594019,0.0053517341896108,0.5909572275988768,0.0010903012190709,-9.052926210650188e-05,0.0512739087969995,391218.567737793,0.0016752405205155,0.0117305458768873,0.1735479290833108,0.3677078187465668,0.0011367505649104,2.5166544914245605,2.2309436798095703,0.338907241821289,1.0,0.0,0.1828470933722608,,0.0812202454131236,0.1233955858481823,,0.0449737153309824,0.0745485285282101,0.1238800494014819,0.0854301449314637,0.0964918980887022,0.1217933897706784,0.0949779310544433,0.1532885116327317,36,132,0.2095238095238095,1.0,0.4461181662521912,406.93452549380726,0.0003692408993856,1.8783937966821265,6,10,0.6666666666666666,1.0,0.8965447122379746,353.85768421785014,0.001953251197392,0.0653562947707953,0.0281249542735393,0.0142630509648636,0.4303327532898495,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0022211733739823,0.0242833290249109,0.0035615873057395,0.0012633273145183,153,0.1208084523677825,56.36400901824145,3.719171285629273,1.6151671813486006,3.710464000701904,1.493819931085876,0.0254592806599749,0.0089416370040483,0.0168536018124572,0.0395595696698502,0.0766311136441507,21.47181601340383,230.9267850551145,69.93508258857048,15.372174069295731,4.4949963415686565,0.7105592449049289,1.8759072652737931,1.2654512139281149,0.8044034179554456,0.5606608239456178
