model_id,linear_probe,weight_decay,model_type,use_adam,learning_rate,val_id_acc,val_id_f1,test_acc_art_painting,test_acc_cartoon,test_acc_photo,train_acc,train_f1,val_AC,val_ANE,val_l2,val_EMD,test_AC_art_painting,test_ANE_art_painting,test_l2_art_painting,test_EMD_art_painting,test_AC_cartoon,test_ANE_cartoon,test_l2_cartoon,test_EMD_cartoon,test_AC_photo,test_ANE_photo,test_l2_photo,test_EMD_photo,middle_layer_entropy,weighted_shortcut_score,weighted_shortcut_score_normalized,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_diff_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,path_redundancy,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_10,inflow_from_11,inflow_from_7,inflow_from_8,inflow_from_9,inflow_from_5,inflow_from_6,inflow_from_2,inflow_from_4,inflow_from_3,inflow_from_0,inflow_from_1,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0
45,True,0.01,ViT-B_16-clip-openai,False,0.009,0.9309462915601024,0.9458310008049012,0.8208955223880597,0.8739130434782608,0.7485030293464661,tensor(0.7911),0.8161951303482056,0.9184410572052002,-0.25855153799057,322.4460918837162,1.9450303316116333,0.7827966809272766,-0.6675456166267395,322.4460918837162,1.848862171173096,0.8330710530281067,-0.4985510110855102,322.4460918837162,1.9094797372817995,0.7792221307754517,-0.6452968716621399,322.4460918837162,1.870461106300354,7.573902543543921,0.44002366065979004,40.53916549682617,0.00013424522694549523,1.446753978729248,0.5344387453054568,0.005177162235034727,99.33359341530421,99.35241681852123,101.30852237176737,317.81391168609736,560.7518131838017,242.72140547857958,0.005332765888681479,0.00530148349122328,0.09666573323816367,0.48842324618579164,0.0022124971728771925,0.1725110411643982,1.8795433044433594,22,3.433677772096879e-05,-8.214189221362984e-06,7.788558276852664e-05,1254.1225842398603,4.922820740051694,2.644079090517083,0.462953712070592,34.0,0.013976648259590923,11892659.794507446,7.731607785013366e-05,2267,0.9942947089676575,2.340235713487411,0.014068825910931174,0.005950754913259507,0.007577838827838828,0.6797234336627436,0.0006224131468769796,-0.0001488963225594217,0.02559148700847722,656084.4959530127,0.0014014868659731478,0.014068825910931174,0.10786766742195365,0.6893162131309509,0.00028219353407621384,4.064550399780273,2.954085350036621,0.6007528901100159,1.0,0.0,0.12942294914152402,0.04042211189192881,0.9316052609905936,,0.013859034988804078,0.014113592128673564,,,,,,,,20,40,0.21052631578947367,1.0,0.5846227804412973,432.3551281108525,0.0003948384283237669,0.8298544527861519,20,47,0.24736842105263157,1.0,0.266802532209304,423.75278781979983,0.00046771766514302446,1.023949157505628,0.07309819485410998,0.03793560972276715,0.08808556079766787,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0025132575538009405,0.012555466033518314,0.003142452100291848,0.0022124971728771925,118
46,True,0.0,ViT-B_16-clip-openai,False,0.009,0.9335038363171356,0.9478507041931152,0.7761194029850746,0.8434782608695652,0.71856290102005,tensor(0.7882),0.8130130767822266,0.8863382339477539,-0.351483404636383,322.4449545333167,1.9142632484436035,0.7441196441650391,-0.7752480506896973,322.4449545333167,1.8140852451324463,0.7949500679969788,-0.6038482785224915,322.4449545333167,1.869733452796936,0.7510758638381958,-0.7378790974617004,322.4449545333167,1.826862096786499,7.5775125242898085,0.372214138507843,41.786460876464844,0.00010897229549300391,1.3550435304641724,0.5756456156603891,0.00440353941185645,94.56579450287806,94.58588454098263,96.5259251880106,285.8636169640765,495.526258819541,247.80148141889808,0.0045418782217652165,0.004513802887778695,0.10289512127508811,0.5067395705950213,0.0018916594563052058,0.17113178968429565,1.8871210813522339,22,2.3439303964070152e-05,-8.20632285566942e-06,5.150273191547557e-05,1230.0170402224692,5.252583304032167,2.6631902895302284,0.47034929241727474,96.88888888888887,0.0124412953847128,19474373.1290231,6.22301630597699e-05,903,1.065838325057961,2.4453207529363277,0.0069956513518623555,0.0051470340608909424,0.004405604506716741,0.6783548828946021,0.0005310146207271199,-0.00018591326588722446,0.026433447159215875,859610.5089760803,0.0014098168915815256,0.0069956513518623555,0.11660544064854773,0.6941483616828918,0.00029510087915696204,3.8569915294647217,2.9624156951904297,0.5952065587043762,1.0,0.0,0.13630938571679382,0.03933580115353349,0.9097074801270482,,0.014384698828751794,0.03183480245533501,0.004737217435331513,,,,,,,22,44,0.19047619047619047,1.0,0.5623486249009743,571.8606115671782,0.0002560521238315354,0.7828679308062503,21,46,0.21904761904761905,1.0,0.2564672760431329,432.37567961150927,0.00037377160377336015,1.0744150102057006,0.07135852949402442,0.03699937525210616,0.09115015021822977,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0020826535765081644,0.010140850208699703,0.0025597321800887585,0.0018916594563052058,118
47,True,0.01,ViT-B_16-clip-openai,False,0.009,0.938618925831202,0.9513347148895264,0.8159203980099502,0.8434782608695652,0.7365269660949707,tensor(0.7971),0.8225523829460144,0.9110323786735536,-0.2770260572433471,322.44605526902734,1.9287025928497317,0.7800079584121704,-0.6633832454681396,322.44605526902734,1.827474594116211,0.8320685625076294,-0.4914955794811249,322.44605526902734,1.903398036956787,0.8056387305259705,-0.5867403745651245,322.44605526902734,1.8659851551055908,7.568588458319787,0.4426884949207306,39.16653823852539,0.00015550605348835234,1.4034028053283691,0.5304931221963862,0.005244992984091645,99.7624372241872,99.78120905958502,101.37343142296807,353.0880685512534,858.090728370529,191.9747468172111,0.005382631584780029,0.005294462228789598,0.1035226268809486,0.4684233053445488,0.0023004012182354927,0.1582416146993637,1.8957951068878174,22,3.140569389348797e-05,-3.45966173626919e-06,8.965489727726062e-05,1294.9727413540961,5.0123897657554295,2.607542668826548,0.4595554737670654,6.888888888888888,0.012900188082383813,16340109.333427386,6.937385512767169e-05,2515,0.9258575834066655,2.274972002751021,0.011668422332063852,0.00630782734463197,0.006667980554460648,0.703397338749244,0.0006040166940924177,-6.653868236804975e-05,0.03316309955583199,849599.8121108908,0.0013342474456149403,0.011668422332063852,0.12131663251155082,0.7294385433197021,0.0003629756101872772,3.998018980026245,2.9265387058258057,0.5910142064094543,1.0,0.0,0.11846149216688295,0.040988092526448416,0.9071202463598027,0.006171818286971073,0.009663140248265726,0.036056702578512116,,,,,,,,24,41,0.14855072463768115,1.0,0.5711219279267477,543.4438389936585,0.00022065163253637586,0.8672071970280294,19,47,0.27485380116959063,1.0,0.3034149912581712,430.77444825562503,0.0005810238522074979,0.9922885958234368,0.07025210357426694,0.03640480899312674,0.08100959472548783,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.002712946617975831,0.013044435530900955,0.0034116609022021294,0.0023004012182354927,123
48,False,0.0,ViT-B_16-clip-laion2b,False,0.01,0.7186700767263428,0.737528383731842,0.1791044776119403,0.2652173913043478,0.1497006118297577,tensor(0.5717),0.5786438584327698,0.6730434894561768,-0.8549285531044006,479.09881159054686,1.8487026691436768,0.4694340229034424,-1.3904824256896973,479.09881159054686,1.686939358711243,0.5503076910972595,-1.1738531589508057,479.09881159054686,1.729708194732666,0.5481738448143005,-1.2647712230682373,479.09881159054686,1.656200885772705,7.583148030808566,0.5735980272293091,39.991485595703125,0.0034633288414624985,1.3085806369781494,0.6802455478480098,0.006200363517256946,60.347191255239444,60.35292713733913,63.7418911166125,211.370590828541,907.2037420314097,643.2320501148607,0.006658856555532111,0.006577026819968523,0.06554837855538796,0.4585527563164378,0.0015847129980102181,0.0963825136423111,1.8509681224822998,22,9.564890533200819e-05,-2.825834551631128e-05,0.00010260049755636644,647.7254505631136,3.6644163697569487,2.7044447354885883,0.34108132293865223,1.0,0.05823775472408665,3094359.966698656,0.00022908740907628418,223,1.3514352109635255,2.59396509827822,0.007728494623655914,0.006885044026891132,0.00600638440860215,0.5099062454715356,0.0009415508151164393,-0.00027817012803829785,0.009942073780941784,314345.3762457561,0.0022550957024401624,0.007728494623655914,0.06777514856188506,0.28041088581085205,8.474763308186084e-05,7.743189811706543,2.1716043949127197,0.7425017356872559,1.0,0.0,0.03721369057323503,0.26520469788425166,0.6344562417912235,0.016997155771125965,0.043041863727310954,0.0403000408260879,,,,,,,,7,10,0.47619047619047616,1.0,0.4393812127083914,83.77603810157467,0.0063194005488563425,0.5651606747387381,25,38,0.12666666666666668,1.0,0.6947537795744487,296.17643410475756,0.0003235668240021643,0.8736741569817147,0.2805825841397736,0.16318468194612173,0.496465158814316,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0017948881722986698,0.017073623836040497,0.0028038215823471546,0.0012944969348609447,81
49,False,0.01,ViT-B_16-clip-laion2b,False,0.01,0.7953964194373402,0.831760585308075,0.1791044776119403,0.3347826086956522,0.2814371287822723,tensor(0.6916),0.7213841080665588,0.707855224609375,-0.8079659342765808,422.0138506374655,1.8104829788208008,0.3627617657184601,-1.5752273797988892,422.0138506374655,1.6814653873443604,0.4356900751590729,-1.3904215097427368,422.0138506374655,1.7156050205230713,0.3625698089599609,-1.581072449684143,422.0138506374655,1.643833875656128,7.250250063176466,0.24651065468788147,38.540977478027344,1.0949526767944917e-05,1.298830270767212,0.6744899053747173,0.0029604417376999925,96.2358502262403,96.2668010498899,97.55557338535033,384.2342119303514,1118.2694203029434,522.2928725140086,0.0030315654909855994,0.003007993411884513,0.1220002548326378,0.4702873938320954,0.0004832988779526204,0.18890000879764557,1.821089506149292,22,1.2812720254813679e-05,-3.276562430459858e-06,1.8773149388281447e-05,1599.8360626377628,5.198801217685587,2.9288013349918516,0.4661246564394363,6.6875,0.049452519236701305,42163629.37009834,3.680974644457139e-05,133515,1.717560106524608,2.889394060562351,0.015315168620639745,0.002972473121742798,0.007932458697764821,0.6411743821925235,0.0005156274734472148,-0.00013186003346706118,0.0304037077402426,1047715.2877214995,0.0014813494851797279,0.015315168620639745,0.11962243633770112,0.7971926927566528,0.0003040434967260808,4.063594341278076,2.9697136878967285,0.6114096641540527,1.0,0.0,0.18754876403354073,0.12622444105180688,0.8214512100764493,0.004681933405500655,0.008279328089866249,0.039363087376376976,,,,,,,,20,30,0.15789473684210525,1.0,0.33790383476867725,780.5698712651925,0.00016990211154910403,0.5961447665823165,29,75,0.18472906403940886,1.0,0.130199171421975,472.06345426969324,0.0003245304663107915,1.244515980719091,0.07966962634929584,0.041487458326161575,0.13364140862300924,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0008310792036354542,0.007197985425591469,0.001260183984413743,0.0004832988779526204,142
50,False,0.0,ViT-B_16-clip-laion2b,False,0.01,0.7365728900255755,0.757653534412384,0.2189054726368159,0.3217391304347826,0.1916167736053466,tensor(0.6140),0.6293596625328064,0.707037091255188,-0.8001958131790161,479.0988710243912,1.8373229503631592,0.4917010366916656,-1.306166648864746,479.0988710243912,1.6860008239746094,0.607812762260437,-1.0523911714553833,479.0988710243912,1.7366398572921753,0.5428712368011475,-1.2191555500030518,479.0988710243912,1.667311429977417,7.349110833910203,0.4625154733657837,22.744834899902344,0.00014840585936326534,1.356995701789856,0.17751667605490964,0.004765468948956908,40.48136785587225,40.48471377715157,41.49401258918613,89.22553890708062,206.63711622950802,231.9138069444072,0.005007973218596362,0.004980596037000851,0.03219284194004525,0.24492767163722828,0.006156825926154852,0.24967017769813538,1.7375400066375732,22,8.054153901403246e-05,-4.522686469992881e-05,0.0003895489507922906,1159.94820857035,5.8371973448249985,2.662324247300792,0.41882085300188376,2.2399999999999998,0.014766258549906115,3882567.605646531,0.00021513207870400424,3278,0.9125495163903483,2.3287262787094103,0.013039355144618302,0.017431495690771036,0.007545891756418072,0.6111309091505986,0.0005177498550996345,-0.0002907344989140513,0.01609763828250573,603974.9998523569,0.0013829460454913279,0.013039355144618302,0.11205589673840133,0.5929540991783142,0.00010213254427071661,5.479419708251953,2.8298182487487793,0.7138243317604065,1.0,0.0,0.1584207602733146,0.10711543701480716,0.8232822267578785,,0.02438083757969581,0.0452214986476185,,,,,,,,20,32,0.16842105263157894,1.0,0.24054188064657417,420.72241293404966,0.00039741484249384987,1.0661111656402902,18,38,0.24836601307189543,1.0,0.14092155165091533,403.38218285128437,0.0006370514499261233,0.5690945037642545,0.18239716529772756,0.10035039658573412,0.3205041765317856,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.006548347417265177,0.02628888189792633,0.00746355764567852,0.006156825926154852,107
51,False,0.01,ViT-B_16-clip-laion2b,False,0.01,0.6982097186700768,0.7323811650276184,0.2039800995024875,0.2347826086956521,0.1796407252550125,tensor(0.6296),0.6615801453590393,0.6682142019271851,-0.8739117383956909,422.01396060363385,1.831050157546997,0.3952699899673462,-1.4820165634155271,422.01396060363385,1.6795315742492676,0.4372242391109466,-1.3901010751724243,422.01396060363385,1.711313247680664,0.419536143541336,-1.4419362545013428,422.01396060363385,1.642525315284729,7.154112852620626,0.4509459137916565,33.61194610595703,1.5913721654214896e-05,1.3499906063079834,0.6219947986504443,0.005017513149183195,79.67653092512404,79.68902436296332,82.91368127726382,183.88078795274566,382.7213024233783,605.4928729771027,0.00528689337141941,0.005224179185177036,0.14292175244592623,0.3893919946364878,0.002566827926784754,0.14291514456272125,1.853205680847168,22,2.8459976315926484e-05,-8.67539245644323e-06,7.425495454101245e-05,1653.939226503288,4.381030049616342,2.6680308179208128,0.4774454749405002,2.0,0.015933465778877758,11425263.989163266,5.9693081865259024e-05,82958,1.5400102751883045,2.650615080891046,0.01657730605099026,0.006239853803324148,0.008065287385635497,0.6708421124362253,0.0007693667698430034,-0.00023452439187969932,0.05426542905118287,422636.83844715584,0.001613700361496627,0.01657730605099026,0.16868377935398393,0.6943846940994263,0.0003545735380612314,4.20225715637207,2.934019088745117,0.6314552426338196,1.0,0.0,0.12543224396495475,0.29291914559582555,0.5589384792962095,0.012696823228035068,0.027597096695092783,0.09619450666264108,,0.011653948522196002,,,,,,14,27,0.2967032967032967,1.0,0.687375039944048,473.5861336795227,0.0005341077679873333,0.7594740590010709,25,78,0.26,1.0,0.3461555706722435,364.5021564571239,0.00043880020470129827,1.1502345132234935,0.045145713887717785,0.02309415807021676,0.059443391584825846,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.002657820237800479,0.012282478623092175,0.0031027935910969973,0.002566827926784754,131
52,False,0.0,ViT-B_16-clip-laion2b,False,0.03,0.7058823529411765,0.7581746578216553,0.1791044776119403,0.3260869565217391,0.1556886285543441,tensor(0.6356),0.6624884605407715,0.6989020109176636,-0.7401453852653503,479.1031700630198,1.90556800365448,0.6338086724281311,-0.9725162386894226,479.1031700630198,1.723451852798462,0.5667975544929504,-1.0496373176574707,479.1031700630198,1.7480241060256958,0.717704713344574,-0.8035315871238708,479.1031700630198,1.7096471786499023,7.512753558745675,0.45395299792289734,30.875715255737305,4.599628118739929e-05,1.2022329568862915,0.36395430538221235,0.0045282094035402065,131.06604881797193,131.10369984465376,143.52503468958633,340.0645385714051,1169.3734649620517,1573.9022125397314,0.004995333707029204,0.004974010576461296,0.10097762632619935,0.3383092470387064,0.002375208307057619,0.16846168041229248,1.7799994945526123,22,3.185136565709476e-05,-1.975987790365192e-05,7.099399616183518e-05,1152.1797581145063,4.477415988267597,2.5421750980632396,0.34742856190621557,17.36,0.016998039924436565,11962862.783773035,7.323804766324385e-05,3938,0.7030606426453246,2.1442104577427274,0.017525622788780684,0.007343753402158818,0.00938940238840934,0.6510406428341317,0.0006438602357564973,-0.00039943655890596174,0.029010067045186785,591795.3828682269,0.0014804723692913985,0.017525622788780684,0.14845049184812853,0.7167468070983887,0.0003608647675719112,6.128097057342529,2.809427261352539,0.7013982534408569,1.0,0.0,0.08909267032891931,0.1906667904398001,0.4065983342410809,0.05154244469119777,0.07645934726807907,0.2474894667948524,0.012824001014693123,0.014419615550296652,,,,,,14,34,0.37362637362637363,1.0,0.5874545526306987,147.08708400685012,0.0017219167701599503,1.338822490321873,25,44,0.14666666666666667,1.0,0.27079071365353824,519.8619972748893,0.0002593297108703319,0.4582830406800416,0.10144723449904279,0.053433982105983054,0.2213637108379709,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0025236678775399923,0.011078030802309513,0.002944063628092408,0.002375208307057619,113
53,False,0.01,ViT-B_16-clip-laion2b,False,0.03,0.4501278772378516,0.3129221498966217,0.1641791044776119,0.308695652173913,0.1017964109778404,tensor(0.3981),0.2814963757991791,0.3787543177604675,-1.449740290641785,442.5286692547407,1.797513484954834,0.3838237822055816,-1.476811408996582,442.5286692547407,1.675862193107605,0.3912104666233063,-1.444262981414795,442.5286692547407,1.7036786079406738,0.475748211145401,-1.339793682098389,442.5286692547407,1.6410646438598633,7.489617860429105,0.13619288802146912,30.854564666748047,0.0006375223510985961,1.3572957515716553,0.634365264299331,0.0013315564975329153,58.012748959406345,58.03750715187636,63.312951573606284,179.33996610668086,509.533576869295,194.84922274280962,0.0014780561823428684,0.001424471123407045,0.06685752045156976,0.32271532273370773,0.0007399291498586535,0.10569203644990921,1.946200966835022,21,2.4057276520497638e-05,-7.188306072869001e-06,6.470308096783254e-06,830.048975344792,3.5156589010052035,2.605541043820053,0.37290359416373814,21.555555555555557,0.02357565835032717,17198673.61463918,4.3773374689508745e-05,711,1.2904733334275653,2.448823889138387,0.007993538324420676,0.0020114731280654694,0.005538579067990833,0.5347159624849239,0.0010881982566497458,-0.00032515325076656735,0.013238784164181186,380218.6292286318,0.001980029192365915,0.007993538324420676,0.09098625904920671,0.4369001090526581,0.00010959325300063938,7.286882400512695,2.5904839038848877,0.7392854690551758,1.0,0.0,0.07812613108712992,0.5772843609233351,0.2714224947889595,0.024596157940081107,0.054675770477075614,0.04693355105789706,0.009925784168807149,0.015161880643844416,,,,,,9,15,0.4166666666666667,1.0,0.7478081439465248,162.46903039732052,0.0019500649063365762,0.5232448845161373,25,43,0.14333333333333334,1.0,0.5781898691686226,321.06497148539586,0.0003419905399860356,1.0021047828808922,0.2373251663014854,0.13463922089562044,0.4535642360286966,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0007548617431893945,0.0037652095779776573,0.0008668560185469687,0.0007399291498586535,92
54,False,0.0,ViT-B_16-clip-laion2b,False,0.03,0.6828644501278772,0.6392809748649597,0.1641791044776119,0.1913043478260869,0.1377245485782623,tensor(0.5555),0.5189263224601746,0.6126919984817505,-0.9727570414543152,479.1011137559482,1.8599920272827148,0.6058823466300964,-1.0648388862609863,479.1011137559482,1.7193820476531982,0.5180795192718506,-1.228587627410889,479.1011137559482,1.7377357482910156,0.6154381036758423,-1.020929932594299,479.1011137559482,1.717031717300415,7.351759435977009,0.40216806530952454,28.470659255981445,0.0,1.5580675601959229,0.5017329362627979,0.004651634644822433,100.54218712720869,100.56369110805244,107.29729444759927,233.46732947101682,476.085662750813,1419.2204878830555,0.005012949365323038,0.004743697134813374,0.09224821280372031,0.3358203534336482,0.001093689352273941,0.1876457929611206,1.7833619117736816,22,2.468922713825262e-05,-2.5260107403254932e-05,3.845077575063424e-05,1295.0138916701674,5.59069379071894,3.018080291947266,0.4805556832513853,1.5555555555555556,0.03988273092761964,12335857.955988334,9.38156146029756e-05,47191,1.6617281623699527,2.9477621071179354,0.01674634686546201,0.003927017635882673,0.009197214557876763,0.553549472372201,0.00045433124545683664,-0.00046483658784830345,0.01302072980300402,670354.0696184206,0.0017263952757483028,0.01674634686546201,0.07226499169343134,0.5340920686721802,0.00010138072684640065,4.137503147125244,2.9945242404937744,0.6453319787979126,1.0,0.0,0.16713112096154506,0.06594514563630065,0.7933450516469409,0.017981136329937544,0.044388678635253316,0.0783399877515676,,,,,,,,18,37,0.24183006535947713,1.0,0.4170250451542959,341.0650533827456,0.0006078066655463615,0.859096521143102,25,60,0.2,1.0,0.2895822629605181,333.7857733645118,0.00042408765190998896,0.9917366042935271,0.07458343728168551,0.038736260363517475,0.08681613235081644,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0013829761883243918,0.011314572766423225,0.001956566469743848,0.001093689352273941,123
55,False,0.01,ViT-B_16-clip-laion2b,False,0.03,0.4987212276214833,0.4602308273315429,0.1094527363184079,0.1652173913043478,0.1077844351530075,tensor(0.4512),0.4240864813327789,0.40543994307518,-1.405164361000061,325.2707922383641,1.808125138282776,0.6561397910118103,-1.0218708515167236,325.2707922383641,1.7082068920135498,0.3824625015258789,-1.5038617849349976,325.2707922383641,1.718600511550903,0.7962796092033386,-0.7170977592468262,325.2707922383641,1.6646124124526978,6.871394509175278,0.14228498935699463,45.085079193115234,5.083963969809702e-06,1.0740301609039307,0.794932792697565,0.001661374274158911,120.0454920482052,120.13147451105675,127.43516254805478,225.99338244926503,656.98568598969,221.95052632272268,0.001777173852140379,0.0017731537153693466,0.21173351220189798,0.5618500318838703,0.0003216065524611622,0.11666574329137802,1.7691951990127563,22,8.702913488674566e-06,-1.987090432994216e-06,3.3170667166849777e-06,1379.5363419524056,3.9020410277292186,2.8886094510073375,0.31976966049452904,80.22222222222223,0.04938809374682529,75156371.79311736,1.69443351288916e-05,14270,1.5328716616617193,3.262007261961026,0.009769865392965696,0.0015808659689973289,0.006119178440607011,0.5443918177361179,0.0010368734798029038,-0.00023674388394430966,0.04708433061061192,630818.9135505666,0.002018764370052163,0.009769865392965696,0.18834588986765383,0.28533676266670227,0.0007096323533914983,4.175868988037109,2.804786205291748,0.6104447245597839,1.0,0.0,0.14086625356063381,0.4051386836498195,0.45020259286577685,,0.026962684056451938,0.11769603942795173,,,,,,,,11,13,0.23636363636363636,1.0,0.6824680020217476,383.50071405255596,0.0005828255166944789,0.17916979163502167,38,92,0.13086770981507823,1.0,0.30202559180432564,314.4454183603002,0.00031004879584001834,1.628591600319674,0.09611930402265209,0.05048599117882737,0.5364704794570069,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0003445272159297019,0.00264383084140718,0.0004498035123106092,0.0003216065524611622,134
56,False,0.0,ViT-B_16-clip-laion2b,False,0.009,0.6956521739130435,0.71662837266922,0.1641791044776119,0.3,0.1796407252550125,tensor(0.6000),0.602089524269104,0.6523514986038208,-0.8937427997589111,479.098716023612,1.8521301746368408,0.4250485599040985,-1.4431248903274536,479.098716023612,1.6874785423278809,0.5628921389579773,-1.1417344808578491,479.098716023612,1.7322810888290403,0.4926625788211822,-1.3432458639144895,479.098716023612,1.661201238632202,7.517834765232847,0.4778296649456024,48.345306396484375,0.0029750008034170605,0.9588105082511902,0.4544267968685103,0.005779872779786643,69.92840598875036,69.93674271376219,72.65038692632612,195.97069489820066,672.7264019965362,317.6151905330967,0.00609123611033624,0.006008358233003719,0.05481313169683218,0.6079066798358088,0.0013313787057995796,0.10379349440336227,1.8479197025299072,22,4.594664242927703e-05,-5.752911621283771e-05,5.6070454041938355e-05,352.50336238480804,4.193357531500244,2.4844674930672968,0.40265777550118376,6.0,0.07719083251206713,2184977.4016631832,0.00033722251863883173,40,1.3904117356036045,2.2742935910026034,0.004940711462450592,0.005091782885913493,0.005867989918084437,0.4965662848365664,0.0004134614376805586,-0.0005176889976026098,0.004540425476347028,242809.52270525292,0.0030345745400299547,0.004940711462450592,0.04581958145625338,1.0690566301345825,4.450472624739632e-05,8.12716293334961,2.3060452938079834,0.7432827949523926,1.0,0.0,0.036489121080457626,0.40809001295639463,0.47557625395249775,0.0172043779627304,0.034444891899690314,0.0646844632286869,,,,,,,,8,9,0.32142857142857145,1.0,0.20926308083452838,124.02940115469046,0.0025675257987586085,0.5862952617996489,16,24,0.2,1.0,0.5226102984699343,218.6450382487931,0.0007781325007525195,0.7956304417551873,0.309037148222582,0.18275809424065376,0.527101561888773,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0017518765525892377,0.012916844338178635,0.0025979559868574142,0.0013313787057995796,52
