,domain,middle_layer_entropy,weighted_shortcut_score,shortcut_drift,shortcut_reliance,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_10,inflow_from_11,inflow_from_7,inflow_from_8,inflow_from_9,mass_pos_frac,mass_neg_frac,signed_algebraic_connectivity,signed_spectral_radius,frustration_mass_frac,avg_clustering_pos,avg_clustering_neg,modularity_pos,modularity_neg,avg_path_length_abs,node_importance_entropy_pos,node_importance_entropy_neg,edge_score_gini_abs,normed_mass_pos_frac,normed_mass_neg_frac,normed_signed_algebraic_connectivity,normed_signed_spectral_radius,normed_frustration_mass_frac,normed_avg_clustering_pos,normed_avg_clustering_neg,normed_modularity_pos,normed_modularity_neg,normed_avg_path_length_abs,normed_node_importance_entropy_pos,normed_node_importance_entropy_neg,normed_edge_score_gini_abs,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0,srcc,pearson,cosine,residual_norm_L2,residual_norm_Linf,kendall_tau_c,kendall_tau_b,abs_srcc,abs_pearson,abs_cosine,abs_residual_norm_L2,abs_residual_norm_Linf,abs_kendall_tau_c,abs_kendall_tau_b,weighted_jaccard,binary_jaccard,spec_L2,spec_Linf,degree_dist_L1,ged_approx,trim_srcc_w,trim_srcc,trim_tau_b,trim_rbo,trim_sign_agree_w,model_id,AC,ANE,EMD,acc,f1,l2
10,motion_blur-1,7.511994066099898,0.0455985777080059,2.669173026296355,2.669173026296355,8.413413888774812e-05,1.3155337572097778,1.0537322139573362,130.48845352039854,130.48794214707465,131.7049267101046,257.21193560697725,535.2360188699274,3664.249913634573,0.005969899546077,0.0059568977431503,0.1224185746221678,0.3688525036320482,0.001847805106081,0.1730378419160843,1.7886816263198853,22,2.113257361891268e-05,-7.155987604198066e-06,8.200074665094082e-05,1558.9759459221186,5.0558701796346925,2.899465256026262,0.4027467751525434,26.0,0.0342500634879722,21519792.57173593,8.806967793526721e-05,1.587337401550334,3.057007472157527,0.0132853141256502,0.0065623552773395,0.0072117925184258,0.5921494575153198,0.0004333449167505,-0.000146740793739,0.0344810473475292,1049437.9431330452,0.0018059583414829,0.0132853141256502,0.1345677711488566,0.6033440232276917,7.700396054133307e-07,2.669173002243042,3.0605292320251465,0.5251261591911316,1.0,0.0,0.2713064847086787,0.1265285226685918,0.8455290372729651,,0.0068805948678429,0.0210618451906,0.9999999999313208,0.0,2.1242289826837803e-05,0.0065626651169202,0.029163068918387,0.0347181055800481,0.0,0.4038478007205549,0.0,38869.23883295047,3.0482725214335464,0.0,0.5904230961198179,0.999999999999,0.0,0.0014589028040421,0.4507183838989158,0.0291630689203607,0.0347181055800481,0.0,0.4038478007205549,0.0,565.9538348616697,3.048272521433546,0.0,0.5904230961199595,17,37,0.2720588235294117,1.0,0.5076681392744039,532.7700958078648,0.0003809527117928,0.3012029954183237,34,89,0.1586452762923351,1.0,0.2570886548871596,451.0636071908713,0.0002527728269853,1.6272003137964317,0.0357983453926225,0.0182253921376409,0.1188512263727798,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.002030212432146,0.014560455456376,0.00264971726574,0.001847805106081,145,0.9025593676020892,0.9916621678654256,0.9916658548649696,0.0004347937694156,0.0001471576397307,0.7949508618147105,0.7949508633204523,0.8900156497938743,0.993227097939202,0.9932638275553988,0.0004090351109745,0.0001471576397307,0.7379441616550866,0.7379441658476672,0.7773403332183991,0.7439024390243902,0.2390574552971577,0.163587955095988,1.2636440823842332,,0.8791178903683264,0.8183601262862644,0.6518376581401792,45.656407511415,0.9999999999644216,0,0.9769761562347412,-0.0788960233330726,2.291465282440185,0.9706,0.9706273674964904,322.4446017662333
11,motion_blur-2,7.500670201121382,0.0531990341842174,2.762585539690198,2.762585539690198,9.927183782565407e-05,1.338167667388916,0.8385452970641815,116.10441051010712,116.1040363876746,117.19061946219692,226.84017601961352,474.220262820268,3161.554659733007,0.0061846401693905,0.0061708853878421,0.1069743711834083,0.3361391579160536,0.0019570547156035,0.1862343400716781,1.7727705240249634,22,2.317039698018534e-05,-3.66194320884399e-06,9.655391288305132e-05,1540.9614321500226,4.912068327582878,2.9480128236340413,0.4364311605240722,20.666666666666668,0.0412220462650583,15410127.781567153,0.0001187957599418,1.4078549655225518,3.0544361356258563,0.0127967930928152,0.0068373974693828,0.0069129380475594,0.5646932462166556,0.0004007740056724,-6.333994043300755e-05,0.0288869721730263,890922.9945834012,0.0020547879548951,0.0127967930928152,0.1182651797167785,0.6077234148979187,8.472896411149122e-07,2.762585401535034,3.0514731407165527,0.5298722982406616,1.0,0.0,0.2838694919616796,0.1235915385296221,0.8475748730406245,,0.0069863971045809,0.0218471913251723,0.9999999999396592,0.0,2.3219959188110967e-05,0.0068378218350181,0.0290677484848728,0.0416063320312702,0.0,0.4353113094752725,0.0,31351.21419888334,3.045980067809145,0.0,0.5631503579621481,0.999999999999,0.0,0.0014011138200037,0.4126004957266619,0.0290677484865977,0.0416063320312702,0.0,0.4353113094752725,0.0,519.5680063978252,3.0459800678091464,0.0,0.5631503579622711,17,40,0.2941176470588235,1.0,0.6285234815923073,461.7989192627742,0.0004284899655047,0.3916530154244586,31,82,0.1763440860215053,1.0,0.2509831484313652,399.1623996485439,0.0003458183606338,1.5346044437648574,0.0368712704053419,0.0187818912990769,0.0941426950725306,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0021594758145511,0.0165725015103817,0.00286556314677,0.0019570547156035,141,0.8103318793129736,0.9741664781699988,0.9741836963731384,0.0008170718435054,0.0002765350727713,0.6856771541269134,0.6856771567243595,0.8255896973507856,0.9782193461714718,0.9783175815342736,0.0007785316963235,0.0002765350727713,0.6525022630024595,0.6525022667096078,0.650186425298559,0.6022727272727273,0.2623983026505899,0.1832401026996687,1.4347494394281357,,0.8078029101278058,0.7057610048534019,0.5327094436750739,41.76170305424128,0.9999999999700884,0,0.9631035923957824,-0.1206674352288246,2.3133320808410645,0.9491,0.9493327736854552,322.4446017662333
12,motion_blur-3,7.472668262573723,0.0605921521782875,2.926838183774915,2.926838183774915,0.0001127037648984,1.4127472639083862,0.6829026043112384,105.9755478772176,105.97523636536214,106.95606428112474,207.2313388684474,430.8195176544707,2156.693322757114,0.0063050637107924,0.0062914364006108,0.0942148479036233,0.3118193023161202,0.0020513085182756,0.1954436302185058,1.753751277923584,22,2.791207923570125e-05,-9.179395610263749e-06,0.0001131682675627,1609.651056644364,4.947461226161096,3.013578121493197,0.4640444348294211,18.666666666666668,0.0451265182603438,12104498.121059535,0.0001407299875338,1.3400480519772635,3.0683927979853256,0.0170848751156336,0.0070457770769011,0.0085654880351038,0.5471720091579034,0.0004170838372768,-0.0001371656167002,0.025268939822268,810057.0638265254,0.0021028961352211,0.0170848751156336,0.1052834422442489,0.6132982969284058,9.169958161692192e-07,2.926838159561157,3.0378286838531494,0.5362905859947205,1.0,0.0,0.287427549451259,0.1229274317040283,0.847493257071924,,0.0068330744035096,0.0227462368205379,0.9999999999472714,0.0,2.7971824898385805e-05,0.0070463103372756,0.0290026364241342,0.0457634646842685,0.0,0.4641631188626263,0.0,26549.259567795503,3.051962592345748,0.0,0.5456006430305761,0.999999999999,0.0,0.0014749155677683,0.3715421803736056,0.0290026364256344,0.0457634646842685,0.0,0.4641631188626264,0.0,503.5076285321291,3.051962592345748,0.0,0.5456006430306775,17,45,0.3308823529411764,1.0,0.6334505361456827,365.04842249952185,0.0006246173661715,0.4967278243636549,31,81,0.1741935483870967,1.0,0.2288694165076466,437.2316386891658,0.0003245931664382,1.4299927628485791,0.0366397063938826,0.0186617334134766,0.0737621381303147,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0022767935879528,0.018965033814311,0.0030796350911259,0.0020513085182756,147,0.7367022005856909,0.9503476730983113,0.9503878718892868,0.0011927631212737,0.0004665342203225,0.6095353703108841,0.609535372619894,0.7808883408433566,0.9566963058816136,0.956906140445547,0.0011478073689773,0.0004665342203225,0.6009815100646574,0.6009815134787608,0.5650654454742772,0.5483870967741935,0.1410076119745073,0.109103824199832,1.242775272147745,,0.7678084636189936,0.6413515760636725,0.4697497447088282,38.74979397450702,0.9999999999740734,0,0.9392189383506776,-0.189412921667099,2.331226110458374,0.9099,0.9105646014213562,322.4446017662333
13,motion_blur-4,7.470467367359638,0.0609678290784359,2.898597314248092,2.898597314248092,0.0001122800240409,1.467033863067627,0.6721993084316865,103.13565223659106,103.1353313061468,104.11437557216551,198.9661645439568,410.7446636136538,1906.1422263931904,0.0063015962681625,0.0062878574914471,0.0931902535568963,0.3098310044027986,0.0020492936018854,0.1964081972837448,1.7516292333602903,22,3.184080364799375e-05,-1.9009115601276317e-05,0.000111196401025,1550.641564819011,5.509869405341618,2.9989872788258145,0.4593724914096979,17.555555555555557,0.0459923986275854,11030600.6703169,0.0001315883002914,1.333525971421195,3.069910305216965,0.0181005242059821,0.0070411438539262,0.0090005824510912,0.5490074538248896,0.0004708751591009,-0.0002811147704454,0.0243183586243577,745894.4988428212,0.0019459829772174,0.0181005242059821,0.1041273903744548,0.611402690410614,9.135550840255746e-07,2.898597240447998,3.0373849868774414,0.5375781059265137,1.0,0.0,0.2908292399665962,0.1234763442756265,0.8468813682207181,,0.0070276276638375,0.0226146598398177,0.9999999999461368,0.0,3.2002458275523374e-05,0.0070416888270603,0.0308210426189525,0.0464810238385664,0.0,0.4575898743910885,0.0,27196.80571946769,3.060311083584226,0.0,0.5467363198382994,0.999999999999,0.0,0.0017237567384091,0.379288317819938,0.0308210426205818,0.0464810238385664,0.0,0.4575898743910885,0.0,504.923125677241,3.060311083584227,0.0,0.5467363198384064,17,43,0.3161764705882353,1.0,0.3420714977603291,414.3635969715792,0.0005932356442143,0.4800922071888162,30,78,0.1793103448275862,1.0,0.2287355482236034,418.4690889375533,0.0003433425885171,1.4388121113217665,0.0405478407447087,0.0206934578898416,0.084458443893803,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0022745663300156,0.0185655318200588,0.0030721412040293,0.0020492936018854,140,0.7369228891332569,0.9512623191842248,0.951301129393706,0.0011904374149564,0.0004395914074848,0.6096605812813553,0.609660581858602,0.7800078493004944,0.957324505242987,0.9575092467965168,0.0011475063341343,0.0004395914074848,0.6003300487371425,0.600330052148438,0.571776569029773,0.5611111111111111,0.1081286878838334,0.0507956210777924,1.4483970129706076,,0.7675907400498516,0.6464133730702468,0.4754731621269338,38.91620261191271,0.999999999974288,0,0.9377217888832092,-0.1931671053171157,2.3342671394348145,0.9093,0.910032331943512,322.4446017662333
14,motion_blur-5,7.454500190031545,0.0644253641366958,3.077112459846778,3.077112459846778,0.0001317826063313,1.4720234870910645,0.5844358961839617,92.59955950209938,92.59920683914856,93.5102639211218,176.5708468077399,365.8991988200659,2151.6624971234487,0.0062530669737785,0.006238330788852,0.0844274771614148,0.2969691153041429,0.0020891369786113,0.201404333114624,1.7441288232803345,22,3.264625193401698e-05,-8.412045611201089e-06,0.0001189447863871,1509.44261756951,5.851673292233857,3.0494878574963136,0.4680009391388808,24.222222222222214,0.042514760047954,12177597.835977122,0.0001564436012262,1.4341153951127932,3.0875064266439467,0.0170339412360688,0.0070568410909551,0.008609693877551,0.5377482806100727,0.0004407809151504,-0.00011357717849,0.0216832482823913,901928.6162290165,0.0021122594728131,0.0170339412360688,0.0952795742173431,0.6121718883514404,9.340125188828096e-07,3.077112197875977,3.025978803634644,0.546410858631134,1.0,0.0,0.2847619918144468,0.1217563943870349,0.8474228660643909,,0.0072844247183834,0.0235363148301907,0.999999999949518,0.0,3.269642908134232e-05,0.0070574656416372,0.0344790449855572,0.0430546163090831,0.0,0.4658145675289261,0.0,26311.22334114412,3.076069741641775,0.0,0.5360553711757099,0.999999999999,0.0,0.0016505855526952,0.3562759345294146,0.0344790449872633,0.0430546163090831,0.0,0.4658145675289261,0.0,521.1987022498106,3.076069741641775,0.0,0.5360553711758074,20,48,0.2526315789473684,1.0,0.3952122364233269,432.5901242298479,0.0004478832678907,0.5427618718251671,29,75,0.1847290640394088,1.0,0.2182390359665136,426.7138950162911,0.000373549298885,1.3727696050867495,0.0422342615440415,0.0215726839603142,0.0778136117078724,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0023276428692042,0.0198089890182018,0.0031800968572497,0.0020891369786113,141,0.6851445849229771,0.9332931697368316,0.933351237283592,0.0014148264202135,0.0005360171708161,0.5591133999320813,0.5591134020496287,0.7524869832310623,0.940949774102724,0.9412002768707082,0.0013672173539318,0.0005360171708161,0.5713240131350995,0.5713240163807222,0.5221286356441915,0.5,0.130221247010865,0.0836598953825182,1.2236820098105587,,0.7519223813861463,0.6080723781075705,0.4391662014556716,36.56177369639528,0.999999999976493,0,0.9103699922561646,-0.2735198140144348,2.338956832885742,0.8703,0.8717184662818909,322.4446017662333
15,brightness-1,7.502051702534377,0.0354156047105789,2.6962466837979986,2.6962466837979986,0.0001315767985943,1.22255539894104,1.251730836583828,145.5494295236848,145.54719781366882,146.86810236163572,284.79656722687315,594.9270176694081,3431.171180481322,0.0055496765332119,0.0055373499796846,0.1382229239132439,0.4357869753972894,0.0016874484717845,0.1586799919605255,1.7963017225265503,22,2.2225688561504985e-05,-1.269741328360744e-05,6.38585470386163e-05,1473.8191386687158,5.328879651044296,2.7915359410286875,0.3550825471974753,26.5,0.0309590448488949,21221448.218271736,7.180340690407733e-05,1.5196939309841335,2.9613568596310347,0.0138664045636756,0.0061334583639414,0.0074554737908601,0.6156165479764768,0.0005535632837855,-0.0003162476399583,0.0396134918775468,852045.8492853483,0.0017883688884492,0.0138664045636756,0.1527627492883066,0.6124328374862671,6.543270387737721e-07,2.69624662399292,3.0550403594970703,0.521617591381073,1.0,0.0,0.2414664889133909,0.1233027880049632,0.8471767198094984,0.0040983352397783,0.0064157385825055,0.0190064183632545,0.9999999999164638,0.0,2.2233628179951997e-05,0.0061336502216019,0.0298628288555611,0.0310743944682184,0.0,0.3517896119862564,0.0,45219.16324838416,2.9578252792226207,0.0,0.6160679275733522,0.999999999999,0.0,0.0018573122702814,0.5123816826471919,0.0298628288580258,0.0310743944682184,0.0,0.3517896119862565,0.0,541.3123459959572,2.957825279222621,0.0,0.6160679275735432,14,29,0.3186813186813186,1.0,0.4791067066151392,605.8518734010242,0.0004598837273953,0.2216465281716353,34,91,0.1622103386809269,1.0,0.2659163631295528,443.0917209426558,0.0002800948772081,1.7111493767497945,0.0336020475392852,0.0170881217086481,0.1516019574791849,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0018380192341282,0.0119708618149161,0.0023525895085185,0.0016874484717845,135,0.8140538374036159,0.991877257713143,0.9918839380676991,0.0003160642031207,9.332170884590596e-05,0.6891933611346663,0.689193363745171,0.8258617496221852,0.9937100047190356,0.9937626330602648,0.0002781604401048,9.332170884590596e-05,0.6552035424759436,0.6552035461967571,0.8455314530158462,0.7579617834394905,0.2245269368999408,0.1227011239357038,1.486898014705568,,0.8175957806396709,0.7121337952764641,0.5409831110765689,45.460658739116695,0.9999999999609818,0,0.9872384667396544,-0.0499958097934722,2.2661397457122803,0.9845,0.9844887256622314,322.4446017662333
16,brightness-2,7.516866697471714,0.0373072624206543,2.715699931058144,2.715699931058144,0.0001348422683804,1.1648117303848269,1.2996513610396758,142.0873994036548,142.08573198972985,143.38983677361006,283.39946410876263,598.4506687523783,2450.467258632205,0.0058386453377181,0.0058257534561505,0.143955543187431,0.4319408746385603,0.0017817110056057,0.1524291485548019,1.806186318397522,22,2.295243599071392e-05,-7.051482673642632e-06,7.017853668434875e-05,1322.7436961110789,5.095653807546768,2.7334268669302344,0.3247536386161144,14.0,0.030597715805598,22392175.861124963,7.36559908165473e-05,1.540335051453173,2.8986198884578216,0.0145891150169596,0.0064627234954632,0.0082566419002589,0.6251244194362625,0.0005659103502065,-0.0001738598500152,0.0426620777070791,908191.5265063184,0.0018160463440197,0.0145891150169596,0.1593435250113402,0.6064817905426025,7.391581675619818e-07,2.7156996726989746,3.0530505180358887,0.5192821621894836,1.0,0.0,0.231273001654958,0.1223293779220727,0.8481640112989822,0.0040186186014785,0.0065629752509822,0.0189250169264843,0.9999999999185376,0.0,2.3360370367018355e-05,0.0064628785997781,0.0320739950535029,0.0308047005938456,0.0,0.3238488829537341,0.0,42928.532323227446,2.894585156470772,0.0,0.6241891937930086,0.999999999999,0.0,0.0019029901112239,0.5264811247506214,0.0320739950560837,0.0308047005938456,0.0,0.3238488829537342,0.0,526.974054393852,2.894585156470772,0.0,0.6241891937932078,14,22,0.2417582417582417,1.0,0.4225174376321451,581.5812859553265,0.0003713582259758,0.1913269790305767,34,90,0.160427807486631,1.0,0.2877505631350507,451.45854797196654,0.000259105962862,1.7351904926801225,0.0367412641446503,0.0187144279425008,0.1920338905198443,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0019354247488081,0.0122756138443946,0.0024690965656191,0.0017817110056057,129,0.6933361229616202,0.9876103218263208,0.9876210024939608,0.0003987787178566,0.0001457248326914,0.5665954953765315,0.5665954969864738,0.7617297444784514,0.9916575411438944,0.991721410809698,0.0003280086984613,0.0001060578651959,0.5833777779332975,0.5833777812480088,0.7840022806690752,0.6363636363636364,0.1293080712077971,0.0808904224623121,1.3863760104547724,,0.7770632850630905,0.6421358410795065,0.4735397297339814,44.260791573643495,0.9999999999623445,0,0.9868673086166382,-0.0515233352780342,2.268327474594116,0.9841,0.9840846657752992,322.4446017662333
17,brightness-3,7.514803305880349,0.0367394834756851,2.824485926765807,2.824485926765807,0.0001363529045192,1.191297173500061,1.202329578772071,144.82655673577912,144.82447239553042,146.1433287794697,291.92232803209254,631.601617141654,2444.314727010742,0.0057509416364851,0.0057385613030547,0.1444977002213447,0.4359615369477579,0.0017646298510953,0.1493403613567352,1.805867910385132,22,2.347712863729521e-05,-8.757722159552163e-06,6.848946697374056e-05,1408.0715538621605,4.680023832143619,2.731662368069055,0.3269016041744266,12.666666666666666,0.0322298999600677,22931410.58357043,6.584074306032665e-05,1.4307238422016022,2.882433148034295,0.0129702436016034,0.0063742694617375,0.007307010365521,0.6290882727934074,0.0005898858400861,-0.0002200463458177,0.043238415108872,912657.4025281686,0.00165431312277,0.0129702436016034,0.160159759150258,0.6114822626113892,7.180617558333324e-07,2.824486255645752,3.0442914962768555,0.5192995071411133,1.0,0.0,0.2234734918315125,0.1217458730784304,0.8490841795523235,0.0038564276888923,0.0065272349886583,0.0187862846916953,0.999999999918058,0.0,2.4101192843711684e-05,0.0063744222787834,0.0335787964408014,0.032623301495878,0.0,0.3309895837820095,0.0,43998.35267185634,2.875535516029297,0.0,0.6274319523649861,0.999999999999,0.0,0.0019748954870353,0.5223317315645479,0.0335787964435193,0.032623301495878,0.0,0.3309895837820092,0.0,536.9462786822726,2.875535516029297,0.0,0.6274319523651815,14,21,0.2307692307692307,1.0,0.6354631321346313,538.515935655584,0.0003458564037345,0.1987954519594315,34,91,0.1622103386809269,1.0,0.2939373761838736,474.0643707473573,0.0002520390289038,1.7150524080333085,0.0430760700036301,0.0220121330948771,0.2166853898268293,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0019151481101289,0.0122037809342145,0.0024415096268057,0.0017646298510953,134,0.6623101461802188,0.9845723200724882,0.9845853381749584,0.0004386878402359,0.0001777222823875,0.5371441238718615,0.5371441259068149,0.7459213546791563,0.989522636946929,0.9896009486799892,0.0003608403132422,0.0001306181802647,0.5667846672266369,0.566784670446125,0.7740719310546016,0.6176470588235294,0.2350543219884237,0.1270433599166991,1.366718312738998,,0.7617809073676929,0.6156583416583417,0.4452387612387612,43.632910460612734,0.9999999999623628,0,0.9854171872138976,-0.055259495973587,2.271984100341797,0.9829,0.98288494348526,322.4446017662333
18,brightness-4,7.517060199708459,0.0379471629858017,2.8407076185289557,2.8407076185289557,0.000136914792165,1.249570369720459,1.0859575244727269,149.1588931935419,149.1563792779155,150.483206553076,303.4169431954885,670.9359064165119,2805.8965863823883,0.0056597589853808,0.0056482327606985,0.1410346146035663,0.4272373988639181,0.0017481209943071,0.1523781418800354,1.8001947402954102,22,2.039573883974121e-05,-5.778920058368374e-06,6.710657024902033e-05,1465.5276068027688,4.752177440345772,2.782427951981195,0.3539557004220559,14.888888888888893,0.030805817616373,24656455.40613278,6.97202588999433e-05,1.4121049318147336,2.912546493439376,0.015450861195542,0.0062836262618983,0.0082083206416895,0.6198588150398938,0.0005082399478288,-0.0001440044857525,0.0416700207517426,989466.9641920696,0.0017373540590813,0.015450861195542,0.1565812227040953,0.6315000057220459,6.923174851181102e-07,2.840707540512085,3.037530899047852,0.5184115171432495,1.0,0.0,0.2338728374937603,0.1210135729751367,0.8501758725072477,0.0036947692975716,0.0063997920841628,0.018715993135881,0.9999999999194452,0.0,2.047327749749785e-05,0.0062837751221275,0.0341358899955148,0.031226939535132,0.0,0.3579554313081708,0.0,44023.40804536114,2.9034525632787336,0.0,0.618191191828047,0.999999999999,0.0,0.0016492214216148,0.5061884469299133,0.0341358899982305,0.031226939535132,0.0,0.3579554313081709,0.0,546.5023904526479,2.9034525632787336,0.0,0.6181911918282303,15,29,0.2761904761904762,1.0,0.6524620851002982,528.0054473695955,0.0003958599403912,0.2584498023458245,34,89,0.1586452762923351,1.0,0.2808124487955117,487.8475222713884,0.0002347160165293,1.65759211971939,0.0419790389673927,0.0214395248073616,0.1624262761525417,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0018974528647959,0.0124139059334993,0.0024256401229649,0.0017481209943071,139,0.6414016988689706,0.9815095793419903,0.9815254874661892,0.0004783708241154,0.0001840243967308,0.5177021131840094,0.5177021151453074,0.7340497557753808,0.9873655532613672,0.9874657166564343,0.0003942524770851,0.0001788258814485,0.5552371180568787,0.5552371212114214,0.7869724117162908,0.6766467065868264,0.2359457874381033,0.1980331269620459,1.377669650959934,,0.7512276437282172,0.5924001620646424,0.4258671477642213,42.99682508149346,0.9999999999627608,0,0.9833612442016602,-0.0606356263160705,2.278019428253174,0.9796,0.9795705080032348,322.4446017662333
19,brightness-5,7.5246593389029375,0.0425846986472606,2.84980529336498,2.84980529336498,0.0001448375624022,1.169175386428833,0.8533029667469387,155.8013999855067,155.7987919706811,157.09276413185083,315.3906576341003,706.8677745473635,4235.156219745996,0.0055807169600399,0.0055711061793175,0.1302161551054796,0.3945885813216254,0.0017597543774172,0.1605595350265503,1.7854849100112915,22,1.949431083515622e-05,-5.041437029757619e-06,6.873447782035575e-05,1501.2368737600077,5.038886322517206,2.8478709438517784,0.3920639149304208,20.22222222222222,0.0333249500830866,23753400.50979944,7.759162016647716e-05,1.3641963022419696,2.898359506987245,0.0104591836734693,0.0062082571434496,0.0059615671085952,0.6094205554788613,0.0004548656319159,-0.0001176330975258,0.0374218352133229,1018006.5267231588,0.0018104646422624,0.0104591836734693,0.144858810880569,0.6581670045852661,6.922375632711919e-07,2.8498048782348637,3.017704725265503,0.5194166898727417,1.0,0.0,0.2382238337356976,0.1161319190474634,0.8590710257614027,,0.0060566646208262,0.0187403905703076,0.9999999999234518,0.0,1.9496342668878923e-05,0.0062084052761807,0.0379034142948273,0.0337621416861013,0.0,0.3936578863363646,0.0,41295.53484600415,2.888315722886766,0.0,0.6077472256306659,0.999999999999,0.0,0.0014924101238456,0.4752423079790525,0.0379034142976909,0.0337621416861013,0.0,0.3936578863363647,0.0,539.4709438031285,2.888315722886766,0.0,0.6077472256308334,16,33,0.275,1.0,0.5750447183831127,434.5760822284582,0.0005284316901766,0.3383479117590936,33,90,0.1704545454545454,1.0,0.2447800146726345,474.5992500430373,0.0002737822172343,1.580420947273277,0.0406155704838145,0.0207287400430366,0.1200408487011238,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0019152376335114,0.0130636636167764,0.0024719685316085,0.0017597543774172,141,0.5863391836944224,0.9547021651065348,0.9547425277321516,0.000769723759414,0.0004654442818718,0.4679497879853619,0.4679497897571512,0.7161356604070527,0.9644886941473372,0.9647869272996186,0.0006810731130251,0.0004654442818718,0.5351539340930965,0.5351539371317428,0.7108154934665286,0.5754189944134078,0.2674329539087913,0.1607288135475175,1.2270186949179689,,0.7013891045279367,0.518457471375724,0.3643184113534712,39.80572296897891,0.99999999996487,0,0.9780671000480652,-0.0776460245251655,2.2941911220550537,0.9695,0.9694339632987976,322.4446017662333
