,model_id,linear_probe,weight_decay,model_type,use_adam,learning_rate,val_id_acc,val_id_f1,test_id_acc,train_acc,train_f1,val_AC,val_ANE,val_l2,val_EMD,test_AC_ood,test_ANE_ood,test_l2_ood,test_EMD_ood,middle_layer_entropy,weighted_shortcut_score,weighted_shortcut_score_normalized,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_diff_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,path_redundancy,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_0,inflow_from_1,inflow_from_10,inflow_from_11,inflow_from_2,inflow_from_3,inflow_from_4,inflow_from_5,inflow_from_6,inflow_from_7,inflow_from_8,inflow_from_9,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0
33,33,False,0.01,ViT-B_16-clip-openai,False,0.009,0.967479674796748,0.9674795269966124,0.9162499904632568,tensor(0.9423),0.9422978758811952,0.9196993112564088,-0.2203955650329589,321.77423298328074,1.9575101137161253,0.8658294677734375,-0.3204584121704101,321.77423298328074,1.925713300704956,7.485260732776007,0.3197129964828491,44.48263931274414,3.7304122088244185e-05,1.1583558320999146,1.027957800554561,0.0039018537482801,36.39989210740049,36.403189839713896,37.18827302171957,60.625458807787126,110.93780461613687,438.55515523678366,0.0040985906642561,0.0039623489842313,0.1163270379799217,0.5512939949089702,0.0014176042750477,0.1789247542619705,1.859269499778748,22,1.6637429818287617e-05,-2.613843058637197e-06,2.9203385888926737e-05,1237.5394448212726,4.683644084543081,2.6143856394839644,0.3789088679309304,30.25,0.0196997588945832,36230188.53123323,4.4269789439090114e-05,10567,1.9193782320531765,2.715451955969752,0.0120389945971341,0.0046261192068869,0.0070621468926553,0.651638408638091,0.0004722054325945,-7.418639745009108e-05,0.0235246247807165,1276514.784771853,0.0012564702260524,0.0120389945971341,0.1312990454938013,0.5903659462928772,0.0002202248288085,3.4717025756835938,3.0437045097351074,0.6214138269424438,1.0,0.0,0.1447931878448459,,,0.11118880413117,0.8117467048245621,,,,0.0038413090068216,0.0035072486173535,0.0114999005382038,0.0149280489545655,0.0432879839273233,14,25,0.2747252747252747,1.0,0.532386583706081,494.6315193478835,0.0004589556328041,0.3407660351104166,29,68,0.167487684729064,1.0,0.2827052064048933,537.0167915409486,0.0002236679929955,1.489880228390584,0.0846768682494999,0.0442102258599622,0.2484897540391973,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0015412842622026,0.0072012608870863,0.0018334124470129,0.0014176042750477,122
34,34,False,0.0,ViT-B_16-clip-openai,False,0.009,0.9552845528455284,0.9552660584449768,0.8712499737739563,tensor(0.9240),0.9239917993545532,0.8936348557472229,-0.281704306602478,322.4391818047852,1.9506587982177728,0.8406651020050049,-0.3664268255233764,322.4391818047852,1.919159293174744,7.57603706577293,0.2394971847534179,47.406341552734375,2.6533412892604247e-05,1.0886439085006714,0.8989460086818631,0.0027909358453541,16.543713641238686,16.54463055548571,17.11623076840872,25.62942736074407,49.40177689171512,192.28613497373323,0.0030731054172292,0.0029290004989661,0.0868896216931436,0.579769260268937,0.0008807303383946,0.2136130183935165,1.827548146247864,22,1.2423089200847009e-05,-9.420935491604693e-06,1.3431448095436216e-05,1002.6720064611204,4.934396757891939,2.6237539602536954,0.4174064003829296,28.666666666666668,0.0275208702527714,20606310.16973152,4.026276237132224e-05,877,1.698890982082644,2.614243343361548,0.009500466853408,0.0030802185010715,0.0062155388471177,0.6149111630479726,0.000351252357527,-0.0002663689972825,0.0107374739643503,728803.7323676248,0.0011383956087113,0.009500466853408,0.0870905769144656,0.6447353363037109,0.0001053838350344,3.980088710784912,2.9899697303771973,0.6888014674186707,1.0,0.0,0.1428792696937698,,0.0046692670791754,0.1314689870146842,0.7490886202169648,,,0.0051838942923087,0.0067345148046925,0.0167347871211139,0.00665895393822,0.0273936820924511,0.0520672934403891,15,27,0.2571428571428571,1.0,0.4659082625042277,345.9833701258729,0.0005584261182177,0.4846564558800697,19,41,0.239766081871345,1.0,0.2664495940202592,380.2110403233128,0.0004772842200489,1.3123053480913471,0.1015190980142914,0.0534738579187749,0.209466100745417,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0010054124286398,0.0050695999525487,0.0012328941375017,0.0008807303383946,97
35,35,False,0.01,ViT-B_16-clip-openai,False,0.009,0.9380081300813008,0.9380049705505372,0.8449999690055847,tensor(0.9138),0.9137519001960754,0.92844158411026,-0.1845347732305526,298.31350445601174,1.971035838127136,0.8893201947212219,-0.2647143006324768,298.31350445601174,1.93927013874054,7.48715042271947,0.4913920760154724,45.28562927246094,0.0001613198237464,1.260849118232727,0.8647843408063839,0.0057254418923307,64.54568178381862,64.55283934797305,67.22465153287764,141.05879858333307,211.4986719579051,-6871.620053487294,0.0060562329168973,0.0060137560887127,0.1167434685015804,0.5542147185504938,0.0013996796915307,0.1624671816825866,1.838928461074829,22,3.3670035271638374e-05,-7.929547875168869e-07,5.2153059903981895e-05,1330.762762640148,4.878734366417511,2.8040824818624417,0.3900402208920607,13.555555555555555,0.0335343767053292,16378843.172437236,7.530310523923782e-05,32237,1.3647751432436748,2.9272066215375463,0.0160701701399375,0.0059199304619012,0.0086270158824454,0.5931509626176189,0.0006490470005962,-1.5285550044278327e-05,0.0193796065024399,849670.7171047752,0.0014515949863151,0.0160701701399375,0.1141166954631892,0.6923220157623291,0.0002285636874148,4.105456829071045,3.032910823822021,0.6069042682647705,1.0,0.0,0.1745668666558068,,,0.151834711562459,0.779018129076564,,,,,,0.0074197040354588,0.0394047077529183,0.0223227475725998,16,23,0.1916666666666666,1.0,0.2996170934074792,561.2327544004389,0.000307514859282,0.2668767554579196,28,70,0.1851851851851851,1.0,0.2584137390121974,403.728152882817,0.0003840875008789,1.479563175251087,0.1267800346454967,0.0676802708653086,0.4750508691847728,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0016446163645014,0.0109074153006076,0.0021710256114602,0.0013996796915307,124
36,36,False,0.0,ViT-B_16-clip-openai,False,0.01,0.9735772357723578,0.9735745191574096,0.9350000023841858,tensor(0.9476),0.9476174712181092,0.9666755199432372,-0.0974566340446472,322.43925462526954,1.978346824645996,0.938597857952118,-0.1659324616193771,322.43925462526954,1.9537818431854248,7.537817030958869,0.5926668643951416,46.693580627441406,0.0001140995118475,1.3005554676055908,0.9401873186837376,0.0073074443251854,95.53183495498804,95.54417891154164,98.14195995317752,167.4802344515209,282.1312854317124,464.9299041812232,0.0075855203818502,0.007475488454089,0.1071217441131409,0.588959758175097,0.001856678747572,0.1966853141784668,1.813219666481018,22,3.2016090802792626e-05,-1.603062262015481e-05,6.90260688660959e-05,1180.232280802688,5.77595544014723,2.7678417464966896,0.465812400549969,43.55555555555557,0.0248621066333972,11650338.1716587,9.609416229511958e-05,15910,1.7387427761890806,2.8311166041413416,0.015838023764853,0.007106249563234,0.008730598669623,0.6117406619422142,0.0004521277413387,-0.0002263827049622,0.0137657174585987,824984.288594611,0.0013570312819111,0.015838023764853,0.1003536820233961,0.5510768890380859,0.0001930235594045,3.885756254196167,2.9704952239990234,0.6405425667762756,1.0,0.0,0.1429872026853384,,,0.1289104460579554,0.8260255487629122,,,,,,0.0063706328046571,0.020439016318442,0.018254356056033,16,34,0.2833333333333333,1.0,0.4134329611046929,349.05024408617834,0.0007941619052678,0.4379020472937865,25,50,0.1666666666666666,1.0,0.1211616179935252,471.9662458023856,0.0002994810998584,1.3521589503543654,0.1049695011759242,0.0553919851110897,0.239710003240749,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0021809239406138,0.012030117213726,0.0027767671272158,0.001856678747572,113
37,37,False,0.01,ViT-B_16-clip-openai,False,0.01,0.9583333333333334,0.9583312273025512,0.9074999690055848,tensor(0.9337),0.9336549639701844,0.913698434829712,-0.2369540631771087,321.84808666392934,1.955542802810669,0.8569600582122803,-0.3360736966133117,321.84808666392934,1.924058079719544,7.472005505614717,0.3007137775421142,46.14622116088867,4.659611386159668e-05,1.0835614204406738,1.0845249222398898,0.0036251636899535,28.18925171266154,28.1913652594449,28.86053652728201,42.54355422564821,84.85872642768176,305.2070007966859,0.0038476981791291,0.0037160464146381,0.1142720012008202,0.5702481854046855,0.001257780008018,0.1773463487625122,1.8626399040222168,22,1.9023320999953825e-05,-2.0162585245638296e-06,2.4819211245058844e-05,1245.9078342459886,5.41398392095791,2.641054728754133,0.3697379732477549,72.25,0.0189357714313286,39741806.436818205,4.323008587117e-05,7833,1.965070675774066,2.7753916675669634,0.010412169801624,0.0042922074584842,0.0063799206428085,0.6441760210738795,0.0005649674329749,-5.9880204150259634e-05,0.0218908247356169,1338167.6495038678,0.0012838762818045,0.010412169801624,0.1274728740672634,0.590531051158905,0.0002012669137911,3.531153678894043,3.0368428230285645,0.631088376045227,1.0,0.0,0.1419364428613731,,,0.1227228871045552,0.7842023469827012,,,0.0048517488442973,0.0045605324752658,0.0040057172439495,0.0128103712789256,0.0163713292849448,0.0504750667853601,16,23,0.1916666666666666,1.0,0.1961804901451286,753.1473489884679,0.0002077834549553,0.2941307873395644,31,67,0.1440860215053763,1.0,0.2330775463383755,513.8311149252762,0.0002044242777768,1.52104325433563,0.0924129791624026,0.0484449611749954,0.3141900920957141,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0013875807635486,0.0065929712727665,0.0016631146427243,0.001257780008018,124
38,38,False,0.0,ViT-B_16-clip-openai,False,0.01,0.959349593495935,0.9593435525894164,0.8899999856948853,tensor(0.9329),0.9328925609588624,0.89226895570755,-0.2843587696552276,322.4391804988378,1.95074999332428,0.8354949355125427,-0.3756462931632995,322.4391804988378,1.9188472032547,7.438104013854546,0.2457904666662216,46.67157745361328,2.859260803234065e-05,1.0280828475952148,1.0144095256961445,0.002948985708278,24.084252011116007,24.086134407914688,24.76569841725481,36.62281699990008,65.93053921833717,209.29446107895689,0.0031635301239703,0.003021075873562,0.1037856282058523,0.5736530097916055,0.0009719961672089,0.1868632286787033,1.847539305686951,22,1.4161206556140589e-05,-2.3387356763002355e-06,1.6453116855049166e-05,1295.1326119617918,5.449060179712417,2.708988800821616,0.3896248760212855,24.222222222222225,0.0193492404829988,31949884.110686854,3.897283763516209e-05,5850,2.1603626103850613,2.8227361875984496,0.0126407908597358,0.003446363786624,0.0071747658464252,0.6184181874263656,0.0004645859979582,-7.672679062865922e-05,0.0177084245102184,973875.4719925852,0.0012785799430445,0.0126407908597358,0.1130646888729012,0.6362585425376892,0.0001574315392645,3.79418420791626,3.042000293731689,0.6541960835456848,1.0,0.0,0.1263780530177709,,,0.1274003170750032,0.7733880592042213,,,0.0054453109501473,0.0060934823651557,0.0099191657210677,0.0110397688900203,0.0201378071676185,0.0465760886267657,15,28,0.2666666666666666,1.0,0.2998802954186756,547.1213148812118,0.0003665305099768,0.3647559603759093,28,64,0.1693121693121693,1.0,0.3340669487098391,471.3858806817769,0.0002492741549849,1.4163798861408627,0.1094320767416139,0.0578831764758857,0.3000144990882004,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0010883501963689,0.0056306640617549,0.0013280863640829,0.0009719961672089,119
39,39,False,0.01,ViT-B_16-clip-openai,False,0.01,0.9573170731707316,0.9573028087615968,0.8962500095367432,tensor(0.9337),0.9336500763893129,0.945683777332306,-0.1440676152706146,315.749170968732,1.977528691291809,0.9122136831283568,-0.2168967127799987,315.749170968732,1.9475048780441284,7.436424873797024,0.5150160789489746,46.71640396118164,0.0,1.325442910194397,0.8400579365380155,0.0060514358747525,33.50964312344701,33.51144125585751,34.79871437560511,70.14148234481024,112.98450582270124,169.6240628363452,0.0064771713418849,0.0064128184992569,0.0929033236585687,0.5816976285580964,0.0013688249746337,0.2015183269977569,1.7879778146743774,22,2.559782425086148e-05,-6.289830381205878e-06,4.607503215528642e-05,1237.4887076924676,5.929838636938216,2.87308817076698,0.4587825671997986,44.66666666666666,0.0215358335880834,14331920.930017836,9.34254452644145e-05,10703,1.806622273415588,2.857733922845481,0.0111353077816492,0.0056569731872828,0.0066426228172056,0.5575083164498252,0.0003671536999351,-9.021603421676333e-05,0.009478843457204,999216.4027248564,0.0013400161267435,0.0111353077816492,0.0811388733642715,0.4817610681056976,0.0001239487028215,4.090011119842529,2.9836111068725586,0.6534001231193542,1.0,0.0,0.13919428927135,,,0.1701298628933689,0.7708826843105705,,,,,,0.0087453930816728,0.0334693356112162,0.0167727241031713,22,42,0.1818181818181818,1.0,0.3991313314131753,387.8178647667201,0.0004178063189939,0.5222699639461554,20,46,0.2421052631578947,1.0,0.1361041717622679,394.33068562765055,0.0005877272374279,1.2633574914809262,0.1071862722864592,0.0566280087243116,0.2052315462995109,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0017250714590772,0.0104310549795627,0.0022451227996498,0.0013688249746337,115
40,40,False,0.0,ViT-B_16-clip-openai,False,0.03,0.9420731707317072,0.942065954208374,0.8412500023841858,tensor(0.9166),0.9166239500045776,0.9470604658126832,-0.1318003386259079,322.4392350648835,1.9805852174758911,0.8991148471832275,-0.2335549592971801,322.4392350648835,1.95124101638794,7.528574184411564,0.4758085608482361,42.91574096679688,3.837346957880072e-05,1.49884033203125,0.7198783006864421,0.0054856909791549,32.22652934433794,32.22836050544203,33.74302889386217,47.67368456316494,81.10238622974543,289.8540743546785,0.0059274264526152,0.0058414898651903,0.0791284060727209,0.5268754546773581,0.000968009175267,0.2105001807212829,1.798242688179016,22,3.010453373399148e-05,-1.6341365952102627e-05,3.711271599063155e-05,1075.3539766375873,6.650144385792668,3.001696225311818,0.4755733687205041,16.666666666666668,0.039851567695576,15265756.774682935,0.0001050038548636,10863,1.7550467347849388,2.9498548155200885,0.0121564482029598,0.004737908690958,0.0074563820018365,0.5346924852722524,0.0004018823903238,-0.0002181501032018,0.0066138886132228,1143539.761417107,0.0014017556438862,0.0121564482029598,0.0632490136346941,0.508760392665863,7.226251909742132e-05,4.64569902420044,2.96468186378479,0.6846925616264343,1.0,0.0,0.1769364115939272,,,0.2295604330773664,0.6674916429647196,,,,,,0.0094038689688302,0.0406686866942588,0.0528753682948248,18,34,0.2222222222222222,1.0,0.3636556028853586,319.3339456522333,0.000751306006329,0.6084492773036732,27,55,0.1566951566951566,1.0,0.1941652286963147,427.0254275262424,0.0002941180539918,1.1673663660042155,0.1120921783460554,0.0593737559961241,0.1842260029345239,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0013770695077255,0.0104258870705962,0.0018996681319549,0.000968009175267,112
41,41,False,0.01,ViT-B_16-clip-openai,False,0.03,0.9390243902439024,0.9388789534568788,0.8812499642372131,tensor(0.9049),0.9046545028686525,0.9417780637741088,-0.1576217114925384,320.6673056588723,1.9933828115463257,0.9048353433609008,-0.2349202185869217,320.6673056588723,1.9532018899917605,7.636219521177271,0.4386231899261474,46.01203918457031,0.0001837319614423,1.3513280153274536,0.3541090172737993,0.005430915050387,52.55008848245207,52.55495041895554,54.21365621137632,100.8262115453715,241.56946270941896,180.9603062471217,0.00571097516206,0.0056503092572484,0.0450051719452607,0.5927231873684143,0.0022087281104177,0.2003959715366363,1.814658761024475,22,7.773073969199288e-05,-1.883734317567323e-05,7.641688155438561e-05,1224.656536167164,5.193419099598403,2.89359153303887,0.4391523627027621,48.0,0.0293059409941852,4679545.811728267,0.0001493629477784,9313,1.4949101972877,2.8094583357851413,0.0179738562091503,0.0064117229433839,0.0094557823129251,0.5201063811213174,0.0006125564483614,-0.0001484475196054,0.0047456526693476,593813.9414780848,0.0011770534661269,0.0179738562091503,0.0505275300831552,0.3014262616634369,4.930098293698393e-05,4.745302200317383,2.9496796131134038,0.6799877285957336,1.0,0.0,0.1514807090131605,,,0.0865571028775132,0.8621609008313418,,,,,,,0.0217244263111091,0.0295575699800358,18,42,0.2745098039215686,1.0,0.3217865845899365,219.28783975268297,0.0010789710504112,0.6990231768269867,18,39,0.2549019607843137,1.0,0.2201304571437686,365.91582175413646,0.0006690909552054,0.9837986232009752,0.158589099986019,0.0861236891694379,0.2268724489306469,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0024065459147095,0.0154277961701154,0.0030115365516394,0.0022087281104177,116
42,42,False,0.0,ViT-B_16-clip-openai,False,0.03,0.972560975609756,0.9725609421730042,0.9362499713897704,tensor(0.9469),0.946873426437378,0.9563116431236268,-0.1240720674395561,322.439217861307,1.9766547679901123,0.918414294719696,-0.2106296867132187,322.439217861307,1.945173621177673,7.576666413016542,0.4776317179203033,46.289546966552734,7.914183333923575e-05,1.2211995124816897,0.9247137107635308,0.0058173228983804,64.83126127074709,64.83834707078377,66.99841209453503,108.08682924855036,211.53520962946084,863.840664103631,0.0061052837972397,0.0060078559400267,0.1189687167906357,0.5822495136464148,0.0022069585975259,0.1793619096279144,1.891872763633728,22,2.373113667738295e-05,-3.2096286116794698e-06,6.860347132130399e-05,1402.2740713233422,5.543990758715854,2.695745047144905,0.4160802282330509,81.0,0.0150353432687078,21097962.99097566,6.693485395591718e-05,21124,2.090456544873737,2.73354603681524,0.0153271848924022,0.0070611300577156,0.0080794248545018,0.6573581250401038,0.0004624294188865,-6.254344220690805e-05,0.0260495328063833,1082713.6243835152,0.0013043052634698,0.0153271848924022,0.1375945185000784,0.7606208324432373,0.0002496904926374,3.4652585983276367,3.012223482131958,0.6154475808143616,1.0,0.0,0.1643248811813129,,,0.0813187886793899,0.8476123414742132,,,,0.0038356457045332,,0.0033006695578892,0.0219034049647786,0.0420291496191957,19,40,0.2339181286549707,1.0,0.559956027234292,534.240596932723,0.0003248139500813,0.4581589861442064,26,59,0.1815384615384615,1.0,0.20748209673429,547.2467970368198,0.000278997428162,1.3901752102768343,0.0758329017894796,0.0394107673184955,0.1655165653907115,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0024261728394776,0.0113591682165861,0.0028872315306216,0.0022069585975259,132
43,43,False,0.01,ViT-B_16-clip-openai,False,0.03,0.929878048780488,0.9298762679100036,0.7999999523162842,tensor(0.9141),0.9140809178352356,0.9231715798377992,-0.2026366591453552,320.66730838352635,1.9556490182876587,0.8620371222496033,-0.3140400946140289,320.66730838352635,1.9257583618164065,7.489095728285901,0.2959091365337372,39.9868049621582,0.0,1.5253820419311523,0.5079143428996077,0.0032448074428543,22.511700831839544,22.51318368200081,24.429205994890992,54.96525495590704,84.45058260681785,133.7845448153354,0.003684625922915,0.0036154991237253,0.0704995316959302,0.4885696542113374,0.0006199513445608,0.2076168656349182,1.7927991151809692,22,1.7628861623379058e-05,-7.185080014914839e-06,2.099970558075168e-05,1195.9208173397592,6.308667494797341,3.05426444293576,0.4652518581280186,15.1875,0.0443993636268271,20977677.301654167,7.836543971812588e-05,13500,1.83933421241266,2.9827645471925104,0.0154099130843316,0.0033508475776407,0.0085989202368512,0.527557132064628,0.0003372999605355,-0.0001374749682736,0.0076877144685466,1096390.7947233,0.0014993968502044,0.0154099130843316,0.0641130874511739,0.4497475326061249,4.6659970394102857e-05,4.541018009185791,2.953924655914306,0.6816251277923584,1.0,0.0,0.1875995413247928,,,0.2624507957852802,0.6229592542972459,,,,,,0.0162231167348776,0.0723537557068507,0.0260130774757455,24,52,0.1884057971014492,1.0,0.3665315124323832,407.7261816635005,0.0003726386657144,0.8454115609543992,21,46,0.219047619047619,1.0,0.1974420415500362,339.1874904318643,0.0005303260671509,1.0191954572392954,0.0676964909031528,0.0350340878565158,0.0800751894458707,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0009117840672843,0.0082479566335678,0.0013456705491989,0.0006199513445608,119
44,44,False,0.0,ViT-B_16-clip-openai,False,0.009,0.9735772357723578,0.9735771417617798,0.9174999594688416,tensor(0.9474),0.9473707675933838,0.9623481035232544,-0.1004616096615791,322.4392678364679,1.9867578744888303,0.9348005652427672,-0.1711868345737457,322.4392678364679,1.9600080251693728,7.552889555092683,0.5959238409996033,45.02367782592773,0.0,1.356044888496399,0.8194464881600779,0.0072720652640043,54.145833852544506,54.149781244984354,55.6550929421877,86.49020614112125,141.2662595137622,1513.8873132021388,0.0076148459221911,0.0075133408153504,0.0896617996062554,0.5676535505668558,0.0017513480270281,0.1988409757614135,1.7882202863693235,22,3.1886304478326984e-05,-2.1295337318863107e-05,7.460643121546414e-05,1080.802088381658,5.781864680890766,2.7834044671197278,0.467159244897717,17.555555555555557,0.0371364445943964,7394293.544008862,0.000115356345441,12218,2.2746836683788625,2.794267726719601,0.0214500214500214,0.0071738719396459,0.0115315315315315,0.6070573477442104,0.0003754482325523,-0.0002507439059718,0.01034351159733,627987.2320156714,0.0013582739195847,0.0214500214500214,0.0844694152925723,0.4565989375114441,0.0001260132994502,3.9167776107788086,2.9505724906921387,0.6595393419265747,1.0,0.0,0.1518462441202453,,,0.1314162256673755,0.8203594915147118,,,,,,0.0051665210128951,0.0212578403377962,0.0217999214672213,18,38,0.2483660130718954,1.0,0.3136447649269865,356.99752254533416,0.0006308767673578,0.5794122364225779,19,41,0.239766081871345,1.0,0.1907304128813186,377.2486572341692,0.0006498777922731,1.2306239847256812,0.0949818894258704,0.0498587855404928,0.1639280005757388,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0021688225679099,0.0129781085997819,0.0028557451441884,0.0017513480270281,101
45,45,False,0.01,ViT-B_16-clip-openai,False,0.009,0.9583333333333334,0.9583333134651184,0.9137499928474426,tensor(0.9372),0.937206506729126,0.9124775528907776,-0.2386508733034134,321.9071730343501,1.9566633701324463,0.8548374772071838,-0.3404848873615265,321.9071730343501,1.9244197607040403,7.479759916048616,0.2940540015697479,47.36177062988281,4.648089725378668e-05,1.1140788793563845,1.0581481241139885,0.0035894161029377,36.46610249104744,36.46970315474552,37.36515416403277,62.2587203169216,116.43420212450658,232.59462736745843,0.0037812291832395,0.0036506378539868,0.1187973482771898,0.5879893531844972,0.0012410725466907,0.1672989726066589,1.8735947608947756,22,1.7969927464499908e-05,-3.928696864757292e-06,2.398965825071936e-05,1352.9484521932936,4.701114861008122,2.614661050343668,0.3701964745903859,66.88888888888889,0.020341430912168,32959320.102668915,3.814524105525069e-05,2618,2.0548446939608764,2.718906434406806,0.0083308164703513,0.0042060743953621,0.0050168093439157,0.6487635917961846,0.0005645727727775,-0.0001234303880194,0.0236794316063622,1049070.4112806425,0.0011984335888857,0.0083308164703513,0.1321449455018891,0.5700422525405884,0.0002168466598959,3.503167152404785,3.0477356910705566,0.6224777102470398,1.0,0.0,0.1246089776758274,,,0.1267806281438183,0.7892125680173475,,,0.0044840665838298,0.0040852543756253,0.0041956508173716,0.0093195248727681,0.0181082086391206,0.0438140985501185,14,27,0.2967032967032967,1.0,0.5637803616311214,448.19662332848657,0.0005328214069394,0.3409386304296552,29,69,0.1699507389162561,1.0,0.2909174561875831,504.3465488239515,0.0002589260396442,1.500054486771433,0.0795034413994558,0.0413973360396904,0.2331898890403372,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0013693721266463,0.0064900862053036,0.0016411605756729,0.0012410725466907,126
46,46,False,0.0,ViT-B_16-clip-openai,False,0.009,0.948170731707317,0.9481372833251952,0.8687499761581421,tensor(0.9207),0.920689344406128,0.8690084218978882,-0.3340356349945068,322.43917728057994,1.94644033908844,0.815677285194397,-0.4100244641304016,322.43917728057994,1.914987325668335,7.568316646018725,0.1997973620891571,49.00398254394531,1.1183714377693832e-05,1.0891931056976318,0.7957645045925329,0.0023573013561772,18.24610152069705,18.247420022537515,18.764445495103924,34.484943703765616,71.12015635056227,98.11074101733944,0.0025646392782903,0.0024309867793306,0.0837746984859927,0.5962441049459826,0.0007151617319323,0.2164819240570068,1.821394205093384,22,1.5602459705218446e-05,-1.7349515538470298e-06,1.0496945079107984e-05,1144.7971046986468,5.331705347605154,2.7831788151499666,0.4413359864377357,33.5,0.0271925581317991,27894709.338137116,3.921678247327994e-05,3640,1.656137624194834,2.815871580064009,0.0099696356275303,0.0026794579730149,0.0060567936736161,0.5854086295496463,0.0005096598736826,-5.667281058524781e-05,0.0112005070404901,853953.9747370128,0.0012810301050194,0.0099696356275303,0.0875254454225678,0.7088997960090637,9.819516708375886e-05,4.202486038208008,3.000286102294922,0.6870951652526855,1.0,0.0,0.1435800728899994,,,0.1244565656124013,0.7710489296879776,,,0.0067921373325678,0.0078677044718903,0.0153587713902434,0.0085392019786385,0.0201384432659911,0.0457982462602897,17,34,0.25,1.0,0.305226204111478,378.7810872717321,0.0004837061536137,0.5782988300228196,21,44,0.2095238095238095,1.0,0.3901391898503414,353.2679125751684,0.0004948505912659,1.200015263773929,0.1108429531016256,0.0586732338021384,0.1916707199584889,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0008196512935683,0.0048554530367255,0.0010316045954823,0.0007151617319323,110
