,model_id,linear_probe,weight_decay,model_type,use_adam,learning_rate,val_id_acc,val_id_f1,test_id_acc,train_acc,train_f1,val_AC,val_ANE,val_l2,val_EMD,test_AC_ood,test_ANE_ood,test_l2_ood,test_EMD_ood,middle_layer_entropy,weighted_shortcut_score,weighted_shortcut_score_normalized,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_diff_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,path_redundancy,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_0,inflow_from_1,inflow_from_10,inflow_from_11,inflow_from_2,inflow_from_3,inflow_from_4,inflow_from_5,inflow_from_6,inflow_from_7,inflow_from_8,inflow_from_9,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0
90,90,False,0.01,ViT-B_16-clip-laion2b,False,0.03,0.902439024390244,0.9021658301353456,0.8087499737739563,tensor(0.8737),0.8733794093132019,0.9047852754592896,-0.2276569455862045,476.4636665195132,1.9966129064559937,0.8685787320137024,-0.3007029294967651,476.4636665195132,1.955915689468384,7.57982789363636,0.3928252756595611,52.35514831542969,0.0002940392223536,1.0875587463378906,0.3435278964653331,0.0048858752627189,46.648084191352886,46.652386785535626,48.77851758323945,96.30018903273287,279.1333449309144,-2289.645106632586,0.0052204381545521,0.0051493514467111,0.0617598808379457,0.6862981531245359,0.0011129801860079,0.199216142296791,1.82100510597229,22,2.4668830482967414e-05,-1.7067999146114048e-05,3.875330092830312e-05,814.9768029710062,5.955775094250337,2.8377331878683494,0.401623258648963,2.75,0.0474831489611089,10269144.31683105,0.0001441778653753,1765,1.564156306174901,2.903069264075269,0.0154299035877983,0.004926499985392,0.0101674641148325,0.5150039666627828,0.0002918411188092,-0.0002019205657005,0.0054238107052302,868033.2024269272,0.0017056758903449,0.0154299035877983,0.0582822615457801,0.5403324365615845,0.0001159926832769,4.631246566772461,2.9161629676818848,0.676601767539978,1.0,0.0,0.192911270621177,,,0.1569325379502732,0.7065299663695107,,,,,0.009896376517718,0.0143710408792269,0.0471136678806448,0.0651564104026262,15,16,0.1523809523809524,1.0,0.077222471206254,410.2370200238656,0.0004202121806876,0.4380026614270317,23,50,0.1976284584980237,1.0,0.3295358409250465,263.274887310184,0.0005883586995123,1.3172620515540032,0.1223676435094825,0.0651712477613029,0.2793764839483016,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0013654985232278,0.0099693248048424,0.001873004832305,0.0011129801860079,91
91,91,False,0.0,ViT-B_16-clip-laion2b,False,0.009,0.951219512195122,0.9512193202972412,0.8449999690055847,tensor(0.9176),0.91764098405838,0.8897824883460999,-0.2916018068790436,479.09640914473886,1.959078907966613,0.8348864912986755,-0.3741376996040344,479.09640914473886,1.928372502326965,7.446473234841573,0.2765427529811859,46.47529983520508,0.0002552788901084,1.044013261795044,0.7672773455492958,0.003221474640096,40.8918083074544,40.89684101915422,42.8223859454503,119.83995797525456,202.92153407044916,-593.3289251207915,0.0034576953781808,0.0033493321044417,0.1019757712375599,0.562883490708056,0.0007574557093903,0.1657076478004455,1.8033621311187744,22,1.0631666713618155e-05,-1.53606943559225e-05,1.8584975071504547e-05,1315.4188313488817,5.102505686716051,2.962930196275105,0.385552836858042,68.22222222222221,0.0330154805942035,28105622.222538777,5.342189918816594e-05,6597,1.2020716027730594,3.09295620834876,0.0128787878787878,0.0035857159533199,0.007226738934056,0.5396219356280954,0.0003135536995907,-0.0004530242410661,0.016165277142381,952977.4412554464,0.0015755417286013,0.0128787878787878,0.1057514836470377,0.6840913891792297,0.0001710081851342,4.654048442840576,3.0187621116638184,0.6405806541442871,1.0,0.0,0.1329631420138334,,,0.1903912429417011,0.6767070924593959,,,0.0060782658118701,,0.0108400962616739,0.0123519234589435,0.0425576810867767,0.0610736979796386,17,24,0.1764705882352941,1.0,0.6240714595811576,532.6180943541533,0.0002701547806843,0.2952301526939117,28,65,0.1719576719576719,1.0,0.2994286901186072,309.5193213299695,0.0003890994195265,1.3550768826525057,0.1748464823267913,0.0957982332081817,0.5922378887500305,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0008835365879349,0.0068887392990291,0.0011809620773419,0.0007574557093903,126
92,92,False,0.01,ViT-B_16-clip-laion2b,False,0.009,0.9471544715447154,0.9471229910850524,0.8662499785423279,tensor(0.9164),0.9163458347320556,0.945331871509552,-0.1402838230133056,470.1437435100237,2.0105459690093994,0.9117673635482788,-0.2078058570623397,470.1437435100237,1.9713572263717647,7.560733393683859,0.6062219738960266,49.96308517456055,0.0001429955882485,1.1946827173233032,0.6985042070779565,0.0072267359298976,36.15987172715799,36.16162794013847,37.52026089593149,65.59836898787499,108.2046419451176,-1823.0686590845976,0.0077115028649927,0.0076540685107033,0.1131190442964339,0.6308261380458496,0.0016436508158221,0.1785007715225219,1.8246800899505613,22,3.5306954782116315e-05,-2.466896802738853e-05,9.827877259333116e-05,1437.9590100671974,5.67890217994771,2.9107864190359907,0.4330361882341913,27.555555555555557,0.0343269942927101,13367103.334381333,9.4761724277649e-05,62096,1.487026503041427,3.0179561492857627,0.0160139788261897,0.008288535316934,0.0085568917668825,0.6193318159001259,0.0005179123480664,-0.0003618653352147,0.0211471445738451,911257.8905684104,0.001390045313927,0.0160139788261897,0.121583263867647,0.4906936883926391,0.0002786982804536,3.662302017211914,2.9777560234069824,0.6184025406837463,1.0,0.0,0.1886316780160612,,,0.0724508060045569,0.8569233833713494,,,,,,0.0066680326150926,0.0287545180256767,0.0352032599833242,15,26,0.2476190476190476,1.0,0.4307038073761076,393.9845051769853,0.0006118438666523,0.4082578731816856,32,75,0.1512096774193548,1.0,0.186011165437045,533.191823294401,0.0002299834814952,1.4143821951267015,0.0886799658458062,0.0463972355550855,0.217215568078809,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0021246024407446,0.0156559869647026,0.0029250087682157,0.0016436508158221,138
93,93,False,0.0,ViT-B_16-clip-laion2b,False,0.009,0.9065040650406504,0.9063167572021484,0.7249999642372131,tensor(0.8899),0.8895397782325745,0.9245991110801696,-0.1944756060838699,479.0972956263992,1.9768061637878416,0.8808585405349731,-0.277990311384201,479.0972956263992,1.941112399101257,7.533645703246638,0.4522457420825958,52.56090927124024,0.0001442413358745,0.9758436679840088,0.6726037828777879,0.0051991084705527,24.17338184712373,32.17530419913744,33.90387717500228,80.78777932413793,155.33996501762337,-313.8973228153324,0.0056541516381685,0.0055362519431696,0.1032234437049769,0.6434343580914921,0.0008858525543473,0.181112602353096,1.8285199403762815,22,3.191026518275346e-05,-5.315442044172831e-06,4.4765147297871446e-05,1066.872613752278,5.06055441504664,2.7901571033272394,0.3347571077926095,14.0,0.0481360020408399,12502647.497352963,7.141373644166362e-05,1779,1.6672512047666874,3.0255955204783285,0.0127293285188022,0.0057858135614558,0.0078722447143499,0.5855605176563015,0.0005825618445883,-9.704003717851089e-05,0.0149198088872716,684841.967679411,0.0013037471680565,0.0127293285188022,0.1056272700191968,0.7293261885643005,0.0001920779177453,3.862049818038941,2.9982669353485107,0.6287299990653992,1.0,0.0,0.1642057590961259,,,0.1139469691934285,0.7525046277246504,,,0.0047455212716509,0.0052731013634973,,0.0111395898001267,0.0376005567593518,0.074789633887294,11,12,0.2181818181818181,1.0,0.2804410609824126,388.94883329044575,0.0006100731616782,0.2593870073857169,28,69,0.1825396825396825,1.0,0.3584075742817269,365.99936926361926,0.000308215334559,1.5795274958081005,0.0805427484030913,0.0419612097826524,0.3105118842106138,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0011878460645675,0.0099003072828054,0.001744705135934,0.0008858525543473,106
94,94,False,0.01,ViT-B_16-clip-laion2b,False,0.009,0.9491869918699188,0.9491457939147948,0.8687499761581421,tensor(0.9296),0.9295879602432252,0.9469806551933287,-0.1444050222635269,475.29343977964686,1.9973351955413816,0.9036146402359008,-0.2335889488458633,475.29343977964686,1.9639155864715576,7.524308125409978,0.5461978316307068,49.13294982910156,0.0002400005869276,1.0539478063583374,0.9091841456706732,0.0066059622443681,79.22450890518694,79.23382214639247,82.03789061110008,233.297419853286,353.0308330069498,682226.392152297,0.0069271667904331,0.0068527173151551,0.1201793412823231,0.6164325893436505,0.0017729994142428,0.1753850132226944,1.8258694410324097,22,1.9263187784017697e-05,-1.7236498002280424e-05,7.116393069234263e-05,1322.746698489512,5.35326743149507,2.835365854891223,0.3584719190006518,8.666666666666666,0.0255468852954004,20177369.27033441,8.026438222227206e-05,10296,1.392116610163227,3.048595458840885,0.0109659266111625,0.0073668906165005,0.0065398795451986,0.6000036536468564,0.0003341983350936,-0.0002990371665743,0.0214196411597982,1163023.2931360735,0.0013925121643135,0.0109659266111625,0.1278086807774985,0.5821254849433899,0.0002818404173012,3.968050241470337,3.01038122177124,0.6154024600982666,1.0,0.0,0.152254745997868,,,0.150107336949767,0.7517326806627157,,,,,0.0037883829012308,0.0127027582499597,0.0332863067196403,0.0483825345166863,17,23,0.1691176470588235,1.0,0.3312721161712968,627.3823792262284,0.0002706497202667,0.2350663083545471,31,74,0.1591397849462365,1.0,0.3592308179081971,403.4109584140568,0.0002492051586122,1.5347716370605653,0.1150810272924437,0.0610535672666808,0.4895683609361352,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0019714729860424,0.0122245904058218,0.0024740670341998,0.0017729994142428,132
95,95,True,0.0,ViT-B_16-clip-laion2b,False,0.01,0.9806910569105692,0.9806910157203674,0.9462499618530272,tensor(0.9598),0.9598373174667358,0.9742044806480408,-0.0685385912656784,479.0970822754289,2.057902574539185,0.9581971764564514,-0.1060510948300361,479.0970822754289,2.02252197265625,7.555540627253753,0.8534572124481201,48.87189483642578,0.0001633466563362,0.9395930171012878,2.065902421759596,0.0140541220183508,101.37385118393358,101.38106190750447,103.15873357231736,306.1881089420747,614.8593832300583,524.825393262971,0.0144430132565176,0.0104378010302426,0.2327817122080069,0.5977041693025729,0.0047201998531818,0.1366712599992752,1.8576735258102417,22,3.516084615323517e-05,-6.481849408004465e-06,0.0002767053615865,1393.9798839372763,4.640820992924768,2.3893904668675696,0.3158474503148427,38.22222222222222,0.0119888141378251,18864752.57431465,8.003610722566031e-05,29956,1.6035789795170294,2.571084209518575,0.0158495220474868,0.0152302137036968,0.008466552960222,0.729248452785616,0.0005666968886396,-0.0001044697288687,0.0718787625656273,1170468.1511039226,0.0012899636421598,0.0158495220474868,0.2454694816747729,0.6161326766014099,0.0012645268579944,3.1966826915740967,2.951180458068848,0.5139484405517578,1.0,0.0,0.1622990698949795,,,0.0809801230052285,0.8789088331618748,,,0.0061480587476478,,0.0029134406039941,0.0069399133227014,0.0097058501561536,0.0144037810023994,12,21,0.3181818181818182,1.0,0.5998433910617845,715.6505695214387,0.0004237120612361,0.2172876701255496,35,81,0.1361344537815126,1.0,0.2785889370888684,763.4359552429283,0.0001326014571932,1.6592469797060911,0.0617326750841796,0.031849412251151,0.2841057435449985,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0053922063671052,0.0185823217034339,0.0061881090514361,0.0047201998531818,130
96,96,True,0.01,ViT-B_16-clip-laion2b,False,0.01,0.9827235772357724,0.9827234148979188,0.9474999904632568,tensor(0.9568),0.9567853808403016,0.9720441699028016,-0.0748519599437713,479.0967972923736,2.033800840377808,0.9547367095947266,-0.1181451827287674,479.0967972923736,1.99273681640625,7.580745044780709,0.7962390184402466,48.77109909057617,0.0001067859902832,0.9754247665405272,2.0799695817807478,0.0130937171401015,94.0137684617068,94.0204239262217,95.43006267414027,293.5174197379708,629.4904020946908,1146.387560109789,0.0134328988004597,0.0097646159919975,0.2340507109951931,0.5980999879043684,0.0041963849216699,0.1393033415079116,1.8592451810836792,22,3.336138953982268e-05,-4.279249291204593e-06,0.000232087542887,1293.90322419704,4.8998608975631095,2.3673640890252114,0.3146588455963554,38.88888888888889,0.0128409425365109,18943188.752135124,7.920052543129819e-05,31730,1.6446092641973296,2.53763900545654,0.0175779534475186,0.0139257058862763,0.0091233071988595,0.7298997144398958,0.000581280187233,-7.456053151285163e-05,0.0704586949591181,1087205.644169092,0.0013799693811671,0.0175779534475186,0.2426378786346305,0.5848823189735413,0.0012801272096112,3.191749334335327,2.948657751083374,0.5154298543930054,1.0,0.0,0.1695026002989209,,,0.0584175973027277,0.9004990987400605,,,0.0050039301004584,0.0038721713699199,0.0041653812186415,0.0068314126377197,0.0084234839157445,0.0127869247147274,11,16,0.2909090909090909,1.0,0.4583965766316888,694.1014411165639,0.0004421775441037,0.2048920759911417,35,78,0.1310924369747899,1.0,0.1871141214924474,820.8191824882667,0.0001270835380198,1.674419278863177,0.0603443225728406,0.0311108426485694,0.2945176004534679,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0049296701326966,0.0169965755194425,0.0056836772710084,0.0041963849216699,126
97,97,True,0.0,ViT-B_16-clip-laion2b,False,0.01,0.983739837398374,0.9837397933006288,0.9399999976158142,tensor(0.9588),0.958810329437256,0.9737381935119628,-0.0684493407607078,479.0970534348508,2.0512845516204834,0.9567620158195496,-0.1083901971578598,479.0970534348508,2.009762763977051,7.594036823680218,0.862746000289917,48.5712776184082,0.0001018375205603,1.013115644454956,1.9999236393338395,0.014292057631426,88.81052681034578,88.81591881623072,90.21069065423808,310.55129576529146,598.6399847473793,-920.8413393903847,0.0146817964538286,0.01058885400505,0.2248592954680054,0.5961359669872728,0.0045537925325334,0.1419768929481506,1.8545656204223635,22,3.632394120853553e-05,-4.3783527042094575e-06,0.0002898334934691,1266.3298511909018,4.956411967110231,2.393323817397312,0.3067117703441954,28.222222222222225,0.0119077566140139,17859488.668488834,8.739851658864879e-05,17161,2.045710775131796,2.5874909547784823,0.0169596053037311,0.0155896628209082,0.0091142081557756,0.7258487982367289,0.0005563209968626,-6.705686752569073e-05,0.0679850710416869,1166101.975464893,0.0013385560239361,0.0169596053037311,0.2387642024404203,0.5785151124000549,0.0012030227808281,3.260913133621216,2.9606189727783203,0.5241208672523499,1.0,0.0,0.1628728205956426,,,0.0844900170857664,0.8686580474732841,,,0.0049289271418425,0.0050646399183519,0.0018839677260414,0.0065211192314218,0.0150101556131559,0.0134431258101356,14,23,0.2527472527472527,1.0,0.3852431289150674,706.9027914741728,0.0003240731776707,0.2250945857189857,33,79,0.1496212121212121,1.0,0.2759384872434113,667.0228384839526,0.0001640263390517,1.6654203057001606,0.0547425542904266,0.028141547233846,0.2431980054765458,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0054010981693863,0.0191570799797773,0.0062433206476271,0.0045537925325334,127
98,98,True,0.01,ViT-B_16-clip-laion2b,False,0.01,0.9796747967479674,0.9796693921089172,0.928749978542328,tensor(0.9601),0.9600784778594972,0.9746193885803224,-0.0693782195448875,479.0968513265188,2.0606186389923096,0.9528847336769104,-0.1182135418057441,479.0968513265188,2.0281872749328613,7.564616246634003,0.8334932923316956,50.4671630859375,0.0002047782782028,0.9174476265907288,1.7074318428551072,0.0133250339114496,99.18852859484676,99.1957419873606,100.98616243008098,279.4512513400137,638.2864124152086,537.3817742068076,0.0137036770124865,0.010126071189731,0.2358805391515666,0.6131233555328831,0.0043858997523784,0.1328348070383072,1.8623698949813845,22,2.051284615390077e-05,-1.6364857063844003e-05,0.0002450794643598,1316.9072079949594,4.412133622659634,2.3905816837938407,0.3323535236084577,14.22222222222222,0.0127269483226291,16105597.730450217,7.68970148118663e-05,8793,1.4950934957847712,2.511577776965558,0.010547497501553,0.0141925601978372,0.0060768493443889,0.7301342445142933,0.0003530885284145,-0.0002816890305419,0.0726143306423519,935662.3339739052,0.0013236317712752,0.010547497501553,0.2442971799740744,0.7009701728820801,0.001279839198105,3.5822083950042725,2.916703462600708,0.5242374539375305,1.0,0.0,0.1478974547585634,,,0.0661729971856559,0.8802669499377873,,,0.0044270679070088,0.0021561692231752,0.002872546888942,0.0099903751628451,0.0176265520917822,0.016487341602803,11,18,0.3272727272727272,1.0,0.6670007085311519,609.9297053815174,0.0004298842058142,0.2717315021989044,32,75,0.1512096774193548,1.0,0.3606716781095517,764.6510781170834,0.000139627543128,1.5854775646126107,0.0713954665942426,0.037019236114811,0.26274269275552,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0049948254600167,0.0179059114307165,0.005770806223154,0.0043858997523784,121
99,99,True,0.0,ViT-B_16-clip-laion2b,False,0.03,0.9806910569105692,0.980690062046051,0.9362499713897704,tensor(0.9611),0.961101233959198,0.9776178002357484,-0.0605798289179801,479.0978487628374,2.090428590774536,0.9614980816841124,-0.0961544439196586,479.0978487628374,2.053763628005981,7.483063995590175,0.9534673690795898,49.94489288330078,0.0002580242235126,1.0053989887237549,1.7279946593189794,0.0153046709291437,92.01973801361508,92.02486245108612,93.786410990906,282.52506552401536,448.2072109908995,460.3423606139187,0.015768929857316,0.0115986636997007,0.2115370546558001,0.6075655430732703,0.0049580237828195,0.141781285405159,1.8534150123596191,22,4.463626266534539e-05,-7.873442072812212e-06,0.000325097441874,1237.271057757592,4.770321786245686,2.40466819052787,0.3109865626949439,18.666666666666668,0.0130062977485726,10994386.614524558,0.00011085002606,9437,1.9278566191603057,2.576317200670104,0.0166521486643437,0.0164705585901684,0.0089858793324775,0.7156851604977529,0.0005987834773408,-0.0001056201113806,0.0585029158707158,819575.6041343955,0.0014870233265774,0.0166521486643437,0.2209481188900491,0.618209719657898,0.0010245783487334,3.4504573345184326,2.960139274597168,0.5455245971679688,1.0,0.0,0.15528769375547,,,0.0773436596964995,0.8786948207128156,,,0.0041714111744163,,0.0039866496809864,0.0069789398951437,0.0191705800350322,0.0096539388051061,11,16,0.2909090909090909,1.0,0.4337108683994536,682.9990010376455,0.0004134509254007,0.2218315951844208,31,73,0.1569892473118279,1.0,0.231652101883216,646.6230594392006,0.0001862416041113,1.6138925122207033,0.0821379462974378,0.0428278697828475,0.3702716298332167,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0056957388296723,0.0205536242574453,0.0065848710946738,0.0049580237828195,117
100,100,True,0.01,ViT-B_16-clip-laion2b,False,0.03,0.9796747967479674,0.979673445224762,0.9437499642372132,tensor(0.9573),0.9572942852973938,0.9770848751068116,-0.0567486174404621,479.0970685311146,2.081176519393921,0.963297426700592,-0.09115631878376,479.0970685311146,2.0359060764312744,7.581358541229665,0.9585763216018676,48.38971710205078,0.0001896792837214,0.9317220449447632,1.851042495428233,0.0163713116683525,83.45611223243608,83.46027764032023,84.57849455470522,279.33378074189056,605.6997412607639,1723.3563574165823,0.0167918457268854,0.0118934070074203,0.2070801149014531,0.6003888120805202,0.0057029393501579,0.1443534791469574,1.8563038110733032,22,3.597579676192544e-05,-1.5293742958150118e-05,0.000394081256436,1189.90862644456,5.529099664235751,2.3432542714508093,0.3116061077627445,36.22222222222222,0.0079811968798974,14855611.346710349,0.0001043689498968,10844,1.6472249627813194,2.522637227204687,0.0105401844532279,0.0182054400065899,0.0064618687807093,0.7274748671924769,0.0004436593534439,-0.0001886049229181,0.0599327512671696,1204623.423124384,0.0012870948123104,0.0105401844532279,0.2245124333467127,0.5659152865409851,0.00109144882299,3.1557657718658447,2.976616382598877,0.5171120166778564,1.0,0.0,0.1695061100255129,,,0.0639158424383093,0.9049128741157684,,,0.0032967935728395,0.0035544859848991,,0.0058937133547369,0.006322365184752,0.0121039253486948,12,15,0.2272727272727272,1.0,0.3618456240567651,757.6740155743031,0.0003374981659181,0.1723967143884077,34,80,0.142602495543672,1.0,0.2137553589534358,641.5226280692845,0.0001807628411695,1.71283832314567,0.0573824812329611,0.0295387438230152,0.3328513622578624,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0065921070054173,0.0218414291739463,0.0075583951547741,0.0057029393501579,124
101,101,True,0.0,ViT-B_16-clip-laion2b,False,0.03,0.9786585365853658,0.9786548018455504,0.9350000023841858,tensor(0.9540),0.9539883732795716,0.9811539053916932,-0.0496674440801143,479.0977865544333,2.1025829315185547,0.9674144983291626,-0.0811300352215766,479.0977865544333,2.053626537322998,7.581716462295662,1.057181715965271,49.8820686340332,0.0003358855683472,1.0714123249053955,1.7817580396964543,0.0177973417975678,77.0271101319442,77.03037465415089,78.02889719342632,316.36998389189864,517.582391314286,-806.2650467440702,0.0182651537531342,0.0130926422553443,0.1949158367988437,0.6177632409916133,0.0056383837945759,0.150636613368988,1.847278118133545,22,6.056836706394804e-05,-1.1212513661066791e-05,0.0004612373267415,1329.268240067261,5.589788275869408,2.4570582450824547,0.3165115304572094,38.888888888888886,0.010760134736712,11401165.448695077,0.0001251629446406,20036,1.5244212798054713,2.6616400685771127,0.018110802754651,0.0196329904814553,0.0093061979648473,0.7022660060880145,0.0006463519386382,-0.0001196537186702,0.0525255759167826,1068380.7569077304,0.0013356693538623,0.018110802754651,0.2095123577381485,0.5099661350250244,0.0009247907437384,3.260624408721924,2.993449687957764,0.5356700420379639,1.0,0.0,0.1769364979690971,,,0.0843773825527391,0.8756241488241133,,,0.0036554784298473,0.0038822870511215,0.0032339126715608,0.0057356378371677,0.0120294806495993,0.0114616719838505,16,23,0.1916666666666666,1.0,0.192787713617579,780.7157937970567,0.000272613664808,0.2254590963538429,31,76,0.1634408602150537,1.0,0.2384083438827029,561.3760785976528,0.0002385406795892,1.6409029873491778,0.0668189581484896,0.0345642527533239,0.2963684288152285,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0068671265617012,0.0247913021594285,0.0079363342374563,0.0056383837945759,133
102,102,True,0.01,ViT-B_16-clip-laion2b,False,0.03,0.9796747967479674,0.9796744585037231,0.9437499642372132,tensor(0.9626),0.9626330733299256,0.979560136795044,-0.0563611611723899,479.0975605795285,2.072063684463501,0.9663145542144777,-0.0862290188670158,479.0975605795285,2.0385396480560303,7.5962171320409055,1.0027546882629397,47.885231018066406,0.000157836908329,0.896554172039032,1.682419606885158,0.0169242561167948,94.54476673248084,94.54990630182996,95.59750806299384,247.15786127393687,446.0496341003642,484.2048939661928,0.0172946749839439,0.0122449591280684,0.1930875539482288,0.5847427430056252,0.005438997875899,0.1511329859495163,1.8395198583602903,22,4.966151475842107e-05,-8.850344759567586e-06,0.0004019041937345,1322.5144730649356,4.909061193051352,2.4892518544864624,0.3229522552946203,28.666666666666668,0.0138476743265539,12618207.448159743,0.0001282520083514,17041,2.006256787133339,2.6599239097866314,0.0124884366327474,0.0183098537046074,0.0069972137791286,0.6902259870456969,0.0005544496061762,-9.881031943042966e-05,0.050096429788691,1130200.6298617057,0.0014318789123555,0.0124884366327474,0.2044216993528452,0.5692207217216492,0.0008824612596072,3.4970862865448,2.983231544494629,0.5477500557899475,1.0,0.0,0.1698778789536972,,,0.0880925255149481,0.8768022391335177,,,0.0047241360851117,,0.0044685004842829,0.0091965187570556,0.0109241880910533,0.0057918919340304,13,20,0.2564102564102564,1.0,0.4164773157771492,687.6474229706841,0.0003521829682682,0.1870571135751498,35,76,0.1277310924369747,1.0,0.1617794858620389,664.5988324001404,0.0001492198511203,1.6371269258584351,0.0879079802832075,0.0459747644866108,0.4699526182301036,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0063342489302158,0.0232887286692857,0.0073109646327793,0.005438997875899,129
103,103,True,0.0,ViT-B_16-clip-laion2b,False,0.009,0.9806910569105692,0.980690896511078,0.9449999928474426,tensor(0.9647),0.9646645188331604,0.9746177196502686,-0.068399429321289,479.0970412253742,2.056314945220948,0.9579983353614808,-0.1069776341319084,479.0970412253742,2.021719217300415,7.557213698026159,0.849314272403717,48.90914535522461,0.0001627842539164,0.9414172172546388,2.0563631964850355,0.0139705688884372,102.3273704555484,102.33477480994756,104.11590724385243,304.9553598514202,626.6287276980061,537.4097625357126,0.0143539886555146,0.0103891926098214,0.2343995358271544,0.5982781794177499,0.0046880031004548,0.1353323459625244,1.8564629554748533,22,3.565007801345194e-05,-7.70382695764983e-06,0.0002717891653616,1366.3517515636966,4.563616790700185,2.3746932322091827,0.3156744149028476,32.666666666666664,0.0124184446057328,16498108.425493363,7.88774361941673e-05,41999,1.6060382033156622,2.552980521614413,0.0156213295748179,0.0150811071037277,0.0084433040078201,0.7301758771518494,0.0005821646608035,-0.0001258032548872,0.072477443885156,1010296.3828373576,0.0012880660738734,0.0156213295748179,0.2462740141842443,0.6182417273521423,0.0012818848481401,3.1812119483947754,2.9480888843536377,0.5127663612365723,1.0,0.0,0.1644933898924882,,,0.0796792713631759,0.882893795114104,,,0.0033786055112592,,0.0029193716523875,0.0069773356019689,0.0095806816722425,0.0145709390848616,11,18,0.3272727272727272,1.0,0.6243822673700871,624.2485995602685,0.0004828331281491,0.2149301264675173,34,82,0.1461675579322638,1.0,0.2941130936141351,744.6540213757708,0.0001457876228272,1.6675701877295814,0.0587498429014506,0.0302639217756767,0.2733439181702132,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0053524654358625,0.0183969866484403,0.0061437152326107,0.0046880031004548,126
