,domain,middle_layer_entropy,weighted_shortcut_score,shortcut_drift,shortcut_reliance,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_0,inflow_from_1,inflow_from_10,inflow_from_11,inflow_from_2,inflow_from_3,inflow_from_4,inflow_from_5,inflow_from_6,inflow_from_7,inflow_from_8,inflow_from_9,mass_pos_frac,mass_neg_frac,signed_algebraic_connectivity,signed_spectral_radius,frustration_mass_frac,avg_clustering_pos,avg_clustering_neg,modularity_pos,modularity_neg,avg_path_length_abs,node_importance_entropy_pos,node_importance_entropy_neg,edge_score_gini_abs,normed_mass_pos_frac,normed_mass_neg_frac,normed_signed_algebraic_connectivity,normed_signed_spectral_radius,normed_frustration_mass_frac,normed_avg_clustering_pos,normed_avg_clustering_neg,normed_modularity_pos,normed_modularity_neg,normed_avg_path_length_abs,normed_node_importance_entropy_pos,normed_node_importance_entropy_neg,normed_edge_score_gini_abs,model_id,AC,ANE,EMD,acc,f1,l2
#25,location_176,6.771323593722505,-0.002958814613521,-3.016598858533909,3.682291257824632,4.051777182212391e-06,1.053152322769165,0.1376168424100335,1.4752353166281564,1.4752353118823711,1.9002186588503485,2.7035075517623857,6.316928034894656,1.9554534129644896,5.4833277214672016e-05,-5.124838659387176e-05,0.0314436509480785,0.0999177134536948,1.5764668205520138e-05,0.2078654915094375,1.8395321369171145,15,2.477606109431651e-06,-7.500791867775706e-08,1.2416174811704466e-07,2053.671937386202,3.7088740939759326,3.0529937129977918,0.3111387941133954,42.66666666666666,0.0711426811972584,240247297.9647803,3.967331725226644e-06,0.878773611144069,2.7702128039847524,0.0110876203899459,0.0002450555377767,0.0056951089845826,0.4998962794771268,0.0014208559359694,-4.301552738095356e-05,0.040834139076027,418929.28368579975,0.0022751828612091,0.0110876203899459,0.1405342922536535,,8.12182654463811e-10,5.401258945465088,2.687856674194336,0.5323475003242493,0.0,1.0,0.1489497337842311,0.0305182625075732,0.0310196993097829,0.1102635031413943,0.1041474706663204,0.077024925755465,0.0471753445884974,0.0756748384146558,0.1091781059545255,0.0961045762122255,0.1373896911921873,0.073832280895951,0.1076713013614212,0.2090051348017964,0.790994863595683,2.5096697387466426e-06,0.0002445757467495,0.2597392914552849,0.0,0.0530600054556049,0.4412505788240379,0.3335864456912784,600709.7342699931,2.551365851157965,2.608123646190589,0.4964354350099973,0.2090051351365136,0.7909948648624444,0.0038594681068813,0.3761181320885979,0.2597392918712518,0.0,0.0530600054556049,0.4412505788240378,0.3335864456912781,390.6193807327846,2.551365851157965,2.608123646190589,0.4964354350126124,9,0.8439785242080688,-1.009245991706848,0.902481973171234,0.0,0.0,231.40927519748715
26,location_184,6.90880650302595,-0.0021910208743065,-1.665786717560196,2.9846105934059133,0.0,0.9819676280021667,0.0772883358373108,0.858396552726125,0.858396550299244,1.1657100598901642,1.2204024599691372,2.688207702603218,1.600799484891689,4.180015715604668e-05,-2.9036913808511144e-05,0.0174149031672824,0.09651221329415,2.3011456505628303e-05,0.2175349295139312,1.7378369569778442,15,3.03766809634929e-06,-3.258562564548036e-08,1.7741187209817457e-07,1935.981849814326,4.453773003079183,3.095185137516964,0.2394115367259822,14.222222222222223,0.0507669870963381,236663102.38624772,5.082285643699716e-06,0.769820933134129,2.667763992576767,0.0097970039079461,0.0003186283993138,0.0052732131813764,0.4770262664621316,0.0012656436820847,-1.357678508922145e-05,0.0307981711969513,568014.5022009144,0.0021175330581593,0.0097970039079461,0.1327564420850235,,3.53502366268188e-10,6.80503511428833,2.615037202835083,0.5438796281814575,0.0264342289620586,0.9735657710379414,0.1913069013538052,0.085104173312616,0.0970336023931897,0.1581362423246272,0.0992604881302589,0.0795468253739363,,0.0576675563078287,0.0661768686671294,0.1065392093750978,0.2153317128274824,0.0352033212878332,,0.3699256567891592,0.6300743418049604,3.1049907466099163e-06,0.0003087180906153,0.4467830512888797,0.0390202018809537,0.0217377164614621,0.301499304319799,0.3334266867486922,535802.4496251366,2.4281688284130074,2.5613873062659733,0.4773263677610172,0.3699256573088373,0.6300743426901,0.0041074865053457,0.4083926473994176,0.4467830519165284,0.0390202018809537,0.0217377164614621,0.3014993043197987,0.3334266867486922,405.0315554127243,2.4281688284130074,2.561387306265974,0.4773263677631941,9,0.7096715569496155,-1.4791553020477295,1.6408253908157349,0.12,0.0266666673123836,231.40927519748715
27,location_187,6.52477191421523,-0.0034578526392579,-3.2901681560419087,3.6769154785577576,4.458550620256574e-06,0.9854915142059326,0.1540051570221732,1.4828731579283807,1.4828731546647411,1.9216496329467432,2.783391116417522,7.187755286041867,1.811409303848131,5.989921038462853e-05,-5.863529078453666e-05,0.0370294485531611,0.0823291317953748,1.745020563248545e-05,0.2036417573690414,1.9056155681610107,15,1.8117260058843477e-06,-2.232964706397853e-07,1.7986014688977044e-07,2195.100207174928,3.242593879417768,2.9515203410216277,0.3358941983700071,20.222222222222225,0.098459999799649,182920250.83469,4.831119388019787e-06,0.9654281386988872,2.758853065388248,0.0112257661038148,0.0002449855286365,0.0055447154471544,0.5558481884658196,0.0011200537455153,-0.0001380473894534,0.0687428641543817,295879.8890805415,0.0029867172408025,0.0112257661038148,0.1514561002208828,,1.0528198313153323e-09,4.493860721588135,2.7290055751800537,0.4824817478656769,0.0,1.0,0.1868365615784352,0.0256397335521657,0.0356774556091052,0.0951058528819018,0.1040371024072094,0.0716050407526275,0.0621290293660238,0.08195881409205,0.0981859626705292,0.0978312515738268,0.1371479111161063,0.0820871251790301,0.1085947207994236,0.1221917441839189,0.8778082544929366,1.979895690271957e-06,0.0002587414931866,0.2561564185214565,0.0300605376267427,0.0448683738952046,0.2745138864698423,0.3304638711960552,543406.3007247748,1.7153626459975315,2.7433409731167844,0.5564380758806025,0.1221917443454702,0.8778082556534977,0.0025383214843255,0.3317190366488543,0.2561564188601242,0.0300605376267427,0.0448683738952046,0.274513886469842,0.3304638711960552,423.8579705192316,1.715362645997532,2.7433409731167844,0.5564380758830547,9,0.8040763139724731,-1.111477255821228,2.225273609161377,0.9992105263157894,0.4998025596141815,231.40927519748715
28,location_188,6.686150392146148,-0.0034274926874786,-3.3846222389225087,3.88672102897208,4.150168138039589e-06,1.0491490364074707,0.1479586853044703,1.4431176649398545,1.443117660813737,1.869960836091341,2.522531030064149,6.412959870217717,1.8638666850574976,5.977946422142111e-05,-5.794450324891898e-05,0.033897640184873,0.0917946415674599,1.317975784331793e-05,0.2077039927244186,1.875553846359253,15,2.5375509251350914e-06,-1.8180847832661442e-07,1.416509180379493e-07,2149.190330672147,3.4808002021855238,3.010929609409123,0.3157145564877625,84.22222222222221,0.0786326355490656,207511248.6211192,3.9313809758887945e-06,0.8623167144280625,2.7485207836712635,0.0102909002511952,0.0002467700404616,0.0052420294923354,0.5091172969057787,0.0014389928739683,-0.0001030998566677,0.0455519690006547,365929.7882269095,0.0022294052100687,0.0102909002511952,0.1399382092776421,,1.1500201901881724e-09,4.975940704345703,2.715920925140381,0.531249463558197,0.0,1.0,0.1627751961872649,0.0275073485050466,0.0375461795915817,0.0987188587210197,0.1049705890629797,0.0726411007660092,0.0531194652257581,0.0776929294552698,0.1025039729958939,0.092481006961582,0.1471070420332407,0.0775779073130863,0.1081335993685319,0.1495952704968648,0.8504047280403039,2.661996302454508e-06,0.0002643838412702,0.2428650939819846,0.0,0.0626497800922359,0.4668322559257182,0.3341819702454235,543785.5727113491,2.439728747604856,2.5792176593764915,0.5128824972259842,0.1495952707155433,0.8504047292834265,0.0037795210942942,0.3753740394568112,0.2428650943370051,0.0,0.0626497800922359,0.466832255925718,0.3341819702454237,382.9996308450392,2.439728747604856,2.5792176593764915,0.5128824972284504,9,0.9337455630302428,-0.4380581080913543,2.159691572189331,0.998837547224644,0.3331394791603088,231.40927519748715
29,location_191,6.756979228701885,-0.0026012538000941,-1.4062768549328846,2.7936578431049424,4.270026238373248e-06,0.9053598046302797,0.0721293053321701,1.2159457119550845,1.2159457087690355,1.5459456074003457,2.478777056909769,6.431467054580047,1.2706417123215548,6.27447634471423e-05,-5.542543606651407e-05,0.0217832475800345,0.2348063270318361,0.00013818575826,0.1937035322189331,1.8093037605285645,15,3.4175402358216248e-06,-2.016240231427343e-07,8.538686180505258e-07,2282.0475570492204,3.210845342350244,2.88835714810518,0.2696324013246687,89.55555555555556,0.0522759410015541,125436551.34873852,6.694591299540789e-06,0.6818616843884571,2.492018502293871,0.0100790513833992,0.0007065658083702,0.0051470149698813,0.5905122752569945,0.0011865637043039,-7.000347066773776e-05,0.1029309290008289,361282.3012008327,0.002324349787941,0.0100790513833992,0.2453183521889022,,1.8023236236786035e-09,11.117186546325684,2.5672082901000977,0.4105336964130401,0.009905189552855,0.990094810447145,0.1928743780103366,0.0239656055147016,0.0398954528670693,0.0809547593282144,,0.0584967426021218,0.1253867259753096,0.1128117460830834,0.1268258185841715,0.0959204436226601,0.1318486502564461,0.0799874397643133,0.1239066154019084,0.4341470958722051,0.5658529034065428,3.604509959796319e-06,0.0006992817950863,0.189312989863367,0.0240786117872187,0.039154180873693,0.1725316219822742,0.3326607801407445,307226.40447419265,1.7194216959269548,2.607793027426193,0.5890153199484003,0.4341470961848826,0.5658529038140762,0.0024969183601345,0.4844069159286167,0.1893129899997123,0.0240786117872187,0.039154180873693,0.1725316219822744,0.3326607801407445,443.5069454092834,1.7194216959269548,2.607793027426193,0.5890153199497095,9,0.758868932723999,-1.3682870864868164,1.6622897386550903,0.7828947368421053,0.1254612505435943,231.40927519748715
#30,location_193,6.863384427761332,-0.0026859617792069,-2.686112812574102,3.5995578122608536,2.716716494433058e-06,1.041955590248108,0.1175065338149199,1.155719676584748,1.1557196733004245,1.519244044490334,2.1938943994661253,5.298247500354315,1.4076948251577948,4.933669910656136e-05,-4.31003523004847e-05,0.0266471866795757,0.106857533619461,1.7756849047145806e-05,0.2143340855836868,1.7997612953186035,15,3.191531533440232e-06,-7.094344022722813e-07,1.2850619439848929e-07,1991.255826303205,3.891068454056593,3.059231270402519,0.3089639820310892,37.5,0.0649418051429032,182934263.3225195,3.987262809953139e-06,0.8256389096540308,2.7307706510540948,0.0103568911708446,0.0002560283458503,0.0055103994057482,0.5001440098436891,0.0017238801903443,-0.0003831952723281,0.0374921137176455,338678.10817713843,0.0021536880172542,0.0103568911708446,0.1382916575728086,,4.808946019174698e-10,6.1479668617248535,2.682469367980957,0.5395714640617371,0.0,1.0,0.1553636633021561,0.0342445757840742,0.0383616652506975,0.0848834109730107,0.1048047147633991,0.0862706023994251,0.0551829672504404,0.0788268104210463,0.1200292842328048,0.0877497760349523,0.1545788172718336,0.064827095990785,0.0902402796275304,0.271827405894521,0.7281725925092889,3.9286230156518665e-06,0.0002561175627915,0.2605634424165336,0.013181607838046,0.0451325641592607,0.4038136790088309,0.3510675339402612,482906.0113759547,2.4599994219112253,2.576221118043992,0.4918185558179208,0.2718274063281251,0.7281725936708304,0.0060037726009977,0.3914021783194535,0.2605634428321702,0.013181607838046,0.0451325641592607,0.403813679008831,0.3510675339402611,315.9939252817371,2.4599994219112253,2.576221118043992,0.4918185558205711,9,0.7289113402366638,-1.4655131101608276,1.2457903623580933,0.0,0.0,231.40927519748715
#31,location_207,6.685441219009917,-0.0020589984487742,-0.9813814076820784,2.959907045425552,1.5493844784941755e-06,0.8591786623001099,0.0809301138123646,0.8796355793206727,0.8796355770230365,1.174562017717217,1.3930924170868435,4.135220462379158,1.7190789740793728,4.026035399817829e-05,-2.7912714969602348e-05,0.0178222923620108,0.0997897277522981,4.493502638069913e-05,0.2115137130022049,1.6797138452529907,14,2.7282587571191517e-06,-2.3731264038788727e-07,1.896275747720654e-07,1742.3809521958003,3.686941494395656,2.915783247988962,0.2803669439028127,4.0,0.1008434743811538,150740783.65244132,6.91048879202637e-06,0.7938513411221003,2.7201244901042174,0.0128036437246963,0.0002722865649094,0.0066093628593628,0.5247556910845923,0.0012077794240729,-0.0001050565804204,0.0371625623180879,340509.0718072318,0.0030592209776678,0.0128036437246963,0.1205391957409992,,5.129605629150547e-10,8.744699478149414,2.6618812084198,0.4916203618049621,0.2205588534745088,0.7794411465254912,0.1739862886808701,0.0457316335826898,0.1267314535318628,0.1240520405189006,0.1077380476181145,0.1464909855150493,0.0581957935401341,0.0317494695503547,0.091458201635549,0.2005635311120263,,0.0300984499092749,0.0371903934860434,0.4429624079044159,0.5570375907823194,2.9154877096876278e-06,0.0003285607317166,0.1839347990257759,0.0139846687630189,0.0627740835823483,0.4075702355294305,0.2965830811060468,503357.8148175937,2.5420994377206005,2.325086063532063,0.5335947871278275,0.4429624084856925,0.557037591513291,0.0037667360773342,0.4244921210403606,0.183934799267144,0.0139846687630189,0.0627740835823483,0.4075702355294305,0.2965830811060469,389.6034902754586,2.5420994377206005,2.3250860635320625,0.5335947871304797,9,0.848250687122345,-1.013831615447998,0.1569364666938781,0.0,0.0,231.40927519748715
#32,location_237,6.758847627033999,-0.0025183223187923,-2.442314787916989,3.317389126525198,2.7624640779322363e-06,1.030997633934021,0.0987216735146546,1.442896679542913,1.442896674506308,1.8304811028259345,2.997106124036269,7.257347768657231,1.8222068587892772,4.60414810987686e-05,-4.121671300794105e-05,0.0264845889520281,0.1285668958762059,3.6285036912886426e-05,0.1944639384746551,1.8470975160598757,15,2.356935349271917e-06,-5.148639935553462e-08,1.5492740856948777e-07,2062.242654432842,3.726075733308004,3.0407075569123068,0.3127477191227547,9.555555555555555,0.0567355541957958,254911945.67842188,4.689471148959425e-06,0.866947879261168,2.6760329425378573,0.0110013175230566,0.0002978656930191,0.0057186774578078,0.5300179538507727,0.0013558547000086,-2.961813138581252e-05,0.0512695149413101,443123.4273936873,0.0026976732422422,0.0110013175230566,0.1713507312459464,,1.564748886018208e-10,8.02148151397705,2.624496459960937,0.4986112117767334,0.0,1.0,0.1313483973594556,0.0189329373046951,0.0268577023785354,0.1113515676751806,0.0954806463228174,0.0780297910329722,0.0588571090179408,0.0695610451325665,0.1061545574639108,0.0943903813143927,0.1674832480668575,0.0620496560639281,0.1108513582262024,0.3387600427906383,0.6612399557425822,2.25154013793536e-06,0.0003026870431517,0.2611688956202347,0.0005886178652466,0.0394035931406947,0.3151927418505326,0.355997601578,642100.1714762249,2.0509201879340955,2.6324526590458697,0.5417125955326464,0.3387600432871658,0.661239956711775,0.0031180916554161,0.4191823754558513,0.2611688960030353,0.0005886178652466,0.0394035931406947,0.3151927418505326,0.355997601578,463.653563917114,2.050920187934095,2.6324526590458697,0.5417125955352243,9,0.1887732297182083,-3.2744011878967285,1.4867092370986938,0.2409638554216867,0.0772200748324394,231.40927519748715
#33,location_240,6.698281848495505,0.0004184693389106,0.9191489896271794,2.1713903529544774,0.0,1.3036452531814575,0.0581397971547489,1.6969181271717693,1.6969181160663398,2.252896294299283,2.3266712118152832,4.549595514475552,-1.1832492543200106,3.205021745955605e-05,8.148693911635974e-06,0.0174358039177298,0.0243052736591409,5.686980875907466e-05,0.1979372054338455,1.7211334705352783,14,1.908365117678733e-06,-1.1391536396791537e-07,2.458010590163483e-07,1986.5931266824523,4.30990808112535,2.8950869460537643,0.2489159709874823,33.55555555555555,0.0647932649831114,284730077.951486,4.411095129641586e-06,0.7152468536013568,2.4933477470611183,0.0108192213055434,0.0003606312289461,0.0055953471132042,0.5860465264649993,0.0010382040353325,-6.197318656339114e-05,0.0727488736022599,523373.93345671217,0.0023997592924184,0.0108192213055434,0.1961934904764438,0.8178786635398865,6.69485522575286e-10,2.197112560272217,2.5981428623199463,0.4206002056598663,0.869861752964768,0.130138247035232,0.2161618913796912,0.0769339161357296,,,0.2232720050874516,,,,0.2188120278520545,,,0.2005026144981886,0.2804794364265756,0.7254351019413908,0.2745648967543855,1.991881770032596e-06,0.0003800941935041,0.1726273028527669,0.0459630917113553,0.0150448891242416,0.2941118542793485,0.3101967208335504,632013.0957410844,2.480277962554772,1.818304519424926,0.5911275309051508,0.7254351028867386,0.2745648971121836,0.0024104475646371,0.4599656148516398,0.1726273030777255,0.0459630917113553,0.0150448891242416,0.2941118542793485,0.3101967208335505,522.2662306773933,2.480277962554772,1.818304519424926,0.5911275309076198,9,0.3318057656288147,-2.9071133136749268,1.313696265220642,0.0,0.0,231.40927519748715
#34,location_241,6.916869838443051,0.0069506750442087,0.4454432443252349,2.4529490973043258,0.0,0.9536428451538086,0.042554962318712,1.012753597896085,1.0127535971643462,1.4069779997901062,1.5421464811687866,4.878246744657339,12.532445163712664,0.0001841124351855,7.560342287860067e-05,0.0113621877391611,0.1530494665230616,0.0002720906632021,0.2124995440244674,1.638690948486328,15,1.5519038388441733e-05,-1.1125888996423218e-05,1.09699917998167e-05,2218.8692470666133,3.93642956941345,3.0129482323479344,0.1924193960823725,22.8,0.0846698853082123,24106621.331320144,3.527109503939029e-05,0.6200887879348067,2.5722652703259428,0.0087855297157622,0.0024873127372013,0.0046061884669479,0.4762377043448113,0.0009577746691401,-0.0006866466137146,0.0417833638607382,390605.0026885297,0.0021767947814577,0.0087855297157622,0.1535072687133259,1.999311089515686,1.0803685057680925e-08,-33.462547302246094,2.502542734146118,0.4967415928840637,0.8576343860913379,0.142365613908662,0.2232065760570901,,,,,0.0954224041973547,,0.0955275667370724,0.2739000373556722,,0.4068985207933773,0.1282514709165233,,0.4929694741576303,0.5070305256564732,2.525979155538453e-05,0.0024351490346531,0.2026993257548299,0.0399699980427823,0.0266393679845684,0.2063188927940675,0.3574270414409369,68551.42138834235,2.2284348960334985,2.605715077006963,0.4760945593394931,0.492969474248751,0.5070305257501927,0.004445451373092,0.4285600138879726,0.2026993257922968,0.0399699980427823,0.0266393679845684,0.2063188927940673,0.357427041440937,389.5205390336831,2.2284348960334985,2.605715077006963,0.4760945593397716,9,0.311744213104248,-2.9212379455566406,1.2678251266479492,0.2121212121212121,0.0799999982118606,231.40927519748715
35,location_245,6.836035449613509,-0.0030061171855777,-2.6143824615891478,3.6099707168352753,3.247260337957414e-06,1.0906991958618164,0.1286779252879019,1.3305534857187016,1.3305534817260332,1.7527378638427504,2.17605016982279,5.463079138243419,1.8410850145643416,6.23175405252141e-05,-5.683199199779665e-05,0.030239855997286,0.1232881629173187,1.8873470253311098e-05,0.2122975140810012,1.857141733169556,15,2.712965391894116e-06,-1.1973786637226277e-07,1.5370926980893006e-07,2062.242311879372,3.676564274875168,3.0716597727168664,0.3046174863087553,14.22222222222222,0.0724212069457268,216438292.42279604,4.412907149955115e-06,0.8301202774527242,2.725420704142993,0.0095959595959595,0.0002757111212022,0.0051352029612899,0.4900169530125769,0.0013165340118407,-5.8105767532044784e-05,0.036197262787767,446011.714224212,0.0021414731141598,0.0095959595959595,0.1337956890712461,,3.1079658291410794e-10,6.058101654052734,2.6955432891845703,0.5407378673553467,0.0,1.0,0.1502614531009381,0.0283708458983191,0.0394035961332423,0.100192675582058,0.1109591287045925,0.0632771172698267,0.0525445437890524,0.0712069085377362,0.1098552206644543,0.0881467294178341,0.1570648026960756,0.0736262746970825,0.1053521566097258,0.2668240897018785,0.7331759088389622,2.7513680362925907e-06,0.0002690095048084,0.2696094865705292,0.06258423806007,0.0314984911561499,0.2757709797108953,0.3489976892523105,513144.9141570581,2.1109670457954293,2.707568262119588,0.4868944531696504,0.2668240900909291,0.7331759099079903,0.0037150977496146,0.3632362492971188,0.269609486963641,0.06258423806007,0.0314984911561499,0.2757709797108953,0.3489976892523107,380.0305160057402,2.1109670457954297,2.707568262119588,0.4868944531719554,9,0.8100060820579529,-1.1315737962722778,1.9093059301376345,0.9326923076923076,0.2412935346364975,231.40927519748715
#36,location_263,6.856567917212715,-0.0025550222489982,-1.8118997529019407,3.199321893992794,3.2947482395684347e-06,1.0328702926635742,0.1109144127475062,1.3039869503388408,1.3039869462926237,1.6828639295491652,2.1011485522236697,5.288021526776728,1.996848130652796,5.058157884629821e-05,-4.655705151090928e-05,0.0234805598692233,0.1386230581992059,2.0383962691994384e-05,0.2143096029758453,1.790286660194397,15,2.8611335084384742e-06,-3.306814890712212e-08,1.7505072853225998e-07,1991.253057932045,3.95360966825101,3.0404116471163576,0.2838779149901108,20.222222222222225,0.0709727690294583,169603624.8576045,4.640321170315818e-06,0.7838114959293435,2.818504408561247,0.0115901540320144,0.0002830722037378,0.0058175247128735,0.5031007186138846,0.0013282357854241,-1.5351366670030312e-05,0.0377257628025822,365340.71802710847,0.0021541953925757,0.0115901540320144,0.1314117741391013,,7.647660837939441e-10,7.604102611541748,2.6435084342956543,0.523297131061554,0.0125299652766727,0.9874700347233272,0.1760260997720675,0.0331056804531002,0.0313999747286485,0.1081823812801082,0.103163972053049,0.0723644245102599,0.0418427346934072,0.0797238918921237,0.1143702800940492,0.0825746114305995,0.1772350653852769,0.0586614621349794,0.0973755213443977,0.3747850670262345,0.6252149315900842,2.874809324766177e-06,0.0002754176750912,0.3011691994637962,0.0475271373606245,0.0353897442457656,0.3354037131144441,0.3335554707036009,496953.857584671,2.721071052421394,2.5501827197467324,0.5012593871852012,0.3747850675444237,0.6252149324545253,0.003784819875351,0.3626001494179539,0.3011691998802019,0.0475271373606245,0.0353897442457656,0.335403713114444,0.3335554707036009,377.467787322493,2.721071052421394,2.550182719746733,0.5012593871875427,9,0.4840635955333709,-2.420050859451294,1.5087430477142334,0.8809523809523809,0.1561181396245956,231.40927519748715
#37,location_268,6.863745353343504,-0.0024249616544693,-1.7818101358506284,3.3548099661418607,2.058558720818837e-06,0.9494162797927856,0.1041895651725776,1.108667293166354,1.108667289955119,1.393585631361414,2.0495263797143304,4.723642356928491,1.3607363412295412,4.725544203765253e-05,-4.175143063278597e-05,0.0218475154399639,0.1833257908988263,2.1915391698712483e-05,0.2176754921674728,1.7504336833953855,15,2.130936302980577e-06,-5.532486392963226e-07,1.6508210614080248e-07,1828.2429424233528,3.901192460126369,3.048466293051825,0.2510367517821546,13.36,0.0772671584940025,230483680.1341963,5.774637888708565e-06,0.7686974059278951,2.749421199800687,0.0109354413702239,0.0002798366437073,0.0058037647842745,0.4801129843764875,0.0009852474381061,-0.0002557968800291,0.0352898431434578,498500.1815044384,0.0026699283970114,0.0109354413702239,0.129383664118599,,3.968100847906441e-10,13.05016040802002,2.663689613342285,0.5284672975540161,0.0,1.0,0.1726687233744916,0.0395614484562946,0.0290164966115679,,,0.0912694280302363,0.1028315103781911,0.1223175374667872,0.1423602562340121,0.1037464997897822,0.1852112372749579,0.0476967199090365,0.1359888658491337,0.4281954765618754,0.5718045220190475,2.6141226512866484e-06,0.0002754367512375,0.347752385797611,0.0602651302848461,0.0348008687808296,0.3432831515790669,0.3332990857490789,590009.04851732,2.7330996585145915,2.4198914628623096,0.4807403185345554,0.4281954771690673,0.5718045228298809,0.0035269208938961,0.3716136396309792,0.3477523862907327,0.0602651302848461,0.0348008687808296,0.3432831515790669,0.3332990857490789,437.3095015718929,2.7330996585145915,2.4198914628623096,0.4807403185369061,9,0.5535344481468201,-2.176625490188598,1.3429546356201172,0.975609756097561,0.4938271641731262,231.40927519748715
38,location_270,6.870663577936531,-0.0019322390435263,-1.1808782617951623,2.214766090759152,2.1253421209621592e-06,0.8569756746292114,0.0452773143012741,1.3764611566296288,1.3764611495056291,1.7184597802638204,1.8316001533585693,4.595756509330188,2.339041151454187,3.704802877280145e-05,-2.8617892823490365e-05,0.0179624583560652,0.1129795557391677,8.725786756258458e-05,0.1585127115249633,1.7973394393920898,15,3.2780559633975774e-06,-2.056881269744338e-07,5.540021475401466e-07,2327.243123800049,3.732648332907446,2.7249581377767726,0.2193865644614035,9.555555555555555,0.0334986942142102,177791709.6137871,3.292163935970912e-06,0.5113467548925148,2.1015558009327937,0.0113762206785462,0.0006339297578417,0.0054076374207188,0.6802226412809446,0.0015894076707923,-9.97305344727585e-05,0.1302414813583186,366684.5124145377,0.0015962481019151,0.0113762206785462,0.3073690095984284,,2.5090968192031937e-10,7.643157958984375,2.368947029113769,0.395683079957962,0.0,1.0,0.0966095703098428,0.0392786916772406,0.0482939305115256,0.0919773891590714,0.1416338132709422,0.0468400949879612,0.0218840186524459,0.0584543268206013,0.1251587858626902,0.0911088157484343,0.1629786947792628,0.051129317127818,0.121262121402006,0.421428404660966,0.5785715943726034,3.788595020710727e-06,0.0006617842833508,0.2656888171581175,0.0013292231506398,0.0205232541277841,0.144959203341985,0.2830206259004622,576681.2776924373,1.500057513268812,2.149704014356164,0.6853076834713232,0.4214284050678186,0.5785715949311643,0.0035998589024201,0.6288162315789898,0.2656888174146171,0.0013292231506398,0.0205232541277841,0.1449592033419849,0.2830206259004623,606.9159587710028,1.5000575132688116,2.149704014356164,0.6853076834733905,9,0.1909588277339935,-3.181694507598877,2.0699148178100586,0.3732651570489408,0.1009722203016281,231.40927519748715
#39,location_280,6.661961686493504,-0.0034547999966889,-3.395441630782455,3.86719660240998,4.148075731791323e-06,1.0582818984985352,0.1480937282403588,1.4186719712846707,1.418671967253776,1.8364618389727108,2.5136585912368696,6.320243302791463,1.796114624805641,5.94449759709903e-05,-5.796516709111188e-05,0.034135212240404,0.0895238245547331,1.3154553016647696e-05,0.2049417495727539,1.882822036743164,15,2.501326271923421e-06,-3.628739075989843e-07,1.440740715996163e-07,2142.8377697992905,3.439569022906234,3.0097053224999994,0.3136533997490147,25.0,0.0742799391975324,183000563.2939877,3.851138181827768e-06,0.9022602251287613,2.757242687727031,0.0102351916376306,0.0002463647482613,0.0052032520325203,0.5159758542630952,0.0014364366758419,-0.0002083876613453,0.0475136221950363,318666.4006409302,0.0022115932444097,0.0102351916376306,0.1414798922732357,,1.298109730818453e-09,4.913462162017822,2.702859878540039,0.5230540633201599,0.0,1.0,0.1597710634829245,0.0288288471380823,0.036297015400402,0.0976710094310256,0.1013932652405753,0.0762973483741666,0.0561341959539742,0.080587476685098,0.1032146147733501,0.0952982220709164,0.139050974740013,0.0781931506145789,0.1070338795778171,0.1433856567958732,0.8566143417601403,2.819636964033089e-06,0.0002634511890652,0.3061643616708483,0.0,0.0629196276407316,0.4799955614119084,0.3321190080859291,515649.4686167912,2.5244191694425533,2.575752161603273,0.5164652407101437,0.1433856570027722,0.8566143429961958,0.0039449010077118,0.3685896001802939,0.3061643621126295,0.0,0.0629196276407316,0.4799955614119085,0.3321190080859292,368.5629371570091,2.5244191694425533,2.575752161603273,0.5164652407126278,9,0.3154913187026977,-2.998677492141724,0.997586727142334,0.4666666666666667,0.3181818127632141,231.40927519748715
