,domain,middle_layer_entropy,weighted_shortcut_score,shortcut_drift,shortcut_reliance,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_0,inflow_from_1,inflow_from_10,inflow_from_11,inflow_from_2,inflow_from_3,inflow_from_4,inflow_from_5,inflow_from_6,inflow_from_7,inflow_from_8,inflow_from_9,mass_pos_frac,mass_neg_frac,signed_algebraic_connectivity,signed_spectral_radius,frustration_mass_frac,avg_clustering_pos,avg_clustering_neg,modularity_pos,modularity_neg,avg_path_length_abs,node_importance_entropy_pos,node_importance_entropy_neg,edge_score_gini_abs,normed_mass_pos_frac,normed_mass_neg_frac,normed_signed_algebraic_connectivity,normed_signed_spectral_radius,normed_frustration_mass_frac,normed_avg_clustering_pos,normed_avg_clustering_neg,normed_modularity_pos,normed_modularity_neg,normed_avg_path_length_abs,normed_node_importance_entropy_pos,normed_node_importance_entropy_neg,normed_edge_score_gini_abs,model_id,AC,ANE,EMD,acc,f1,l2
10,location_73,6.7325639576810365,-0.0028415648266673,-3.2188385972879323,3.7759779893880174,4.483709290070692e-06,1.010047435760498,0.1376522353022885,1.3654072959867665,1.36540729179807,1.7609367725486358,2.371092741092889,5.703406128448838,1.8218551970398995,5.181523510700004e-05,-4.857908281152845e-05,0.0322304975266316,0.095030848425412,1.2596552551258355e-05,0.2079333662986755,1.8613959550857544,15,1.0750131001458097e-06,-1.620008366631758e-06,1.1565693014728544e-07,2065.19255097661,3.630468884648298,3.0204292448322265,0.3178623893487511,12.25,0.0544735572144312,240614809.0383789,5.661860660269625e-06,0.8560272403831598,2.734033816020907,0.0087918321043675,0.0002334299421148,0.0046972433424751,0.5120892723618684,0.0006687262756912,-0.0010077479334173,0.044754936291427,386801.1112952712,0.0035220362021843,0.0087918321043675,0.1452082201846917,,7.720682981826599e-10,5.180628776550293,2.710317611694336,0.5231084823608398,0.0,1.0,0.1558889301304663,0.0325589612138108,0.0358437779763543,0.0919807196604857,0.1183457083311168,0.0742652672193054,0.0476795259369104,0.0769720291485394,0.1114231909339952,0.0941985144369028,0.1402185921424816,0.0746833994681277,0.1018303135319693,0.1738843470388227,0.8261156513184328,2.580424713487209e-06,0.0002395142928775,0.2433870547887079,0.0,0.0459371903233603,0.4255268091209774,0.3382888740755243,607510.4651157521,2.3716016624881053,2.582538524872503,0.5103220064012606,0.1738843473242877,0.8261156526746625,0.0040380928598339,0.3748146383971935,0.2433870551882751,0.0,0.0459371903233603,0.4255268091209774,0.3382888740755242,388.211730710737,2.3716016624881058,2.582538524872503,0.5103220064040719,9,0.3201377689838409,-3.01298451423645,1.9045239686965945,0.323785803237858,0.0430748835206031,231.40927519748715
#11,location_76,6.768730480178785,-0.0019669712055474,-2.824582484847492,3.5836021706860386,3.197594082848809e-06,1.006293773651123,0.1131278671615451,1.1000847656662351,1.1000847618987917,1.4911707252565027,1.676446030411882,3.0314641727159226,1.4551913916395818,4.08544755288176e-05,-3.432444121642675e-05,0.0287527042567035,0.0925597477046166,1.9702640202012844e-05,0.2006993591785431,1.907953143119812,15,2.048059147594093e-06,-3.831089324662501e-07,7.193560196327133e-08,1991.2598107311096,3.77575736155455,3.047077221200456,0.3463920394490832,13.555555555555555,0.0604859049671413,277459659.4569675,3.0740524991692326e-06,0.9301654295226458,2.82863834570613,0.0101681264471962,0.0001761762724686,0.0052925547111593,0.4964994351953738,0.0014414317163325,-0.0002696335002891,0.0356325605786725,394228.7328665216,0.002163529672082,0.0101681264471962,0.1239935214981895,,3.9743522362023503e-10,4.9080119132995605,2.6913180351257324,0.4944562911987304,0.0,1.0,0.1550099879056957,0.0568496759636657,0.0313779224503768,0.0885875493507412,0.1048182969028397,0.0720136562764819,0.0390537596069563,0.0811692783131765,0.095509247123293,0.1044532117768895,0.148045583183473,0.0885026598722427,0.0896191591798631,0.1790707253762527,0.8209292725827121,2.3761297907150714e-06,0.0001909388800346,0.3501634040724705,0.0111621694840714,0.0692785072693332,0.4077855522374977,0.3694100691332071,737333.4760953702,2.2325738125173373,2.667425470744152,0.4960496225235111,0.1790707257415426,0.8209292742573421,0.0043484044260153,0.349425134218479,0.3501634047867758,0.0111621694840714,0.0692785072693332,0.4077855522374978,0.369410069133207,402.9064149967171,2.2325738125173378,2.6674254707441523,0.4960496225269297,9,0.1466900259256363,-3.4374256134033203,1.1182273626327517,0.1428571428571428,0.1000000014901161,231.40927519748715
12,location_78,6.722975367424136,-0.0011355117894709,-1.3432261297352428,2.635889180171551,1.146752424574515e-06,0.8942299485206604,0.0570054951914662,0.9913052344188454,0.9913052300038404,1.374551443071858,1.2350179587957666,2.63775689690263,1.145174730155108,3.0409518432250596e-05,-2.27772643928148e-05,0.0197139965390011,0.0777033138285344,2.3906224669190124e-05,0.1768331527709961,1.8008041381835938,23,2.1539925995725417e-06,-4.559842833299145e-07,1.4509389238147176e-07,2317.695655758051,3.7659664156161208,2.989462702594938,0.2677244412783749,7.25,0.060957723454625,176976881.67909533,3.229215984200713e-06,0.6671034014618334,2.523092263953975,0.0095383275261324,0.0002990412618077,0.0046904315196998,0.5396017798864784,0.0013964703184595,-0.0002956224222358,0.0609851599369632,272978.86549823923,0.0020935561323514,0.0095383275261324,0.1938735823656576,,3.6841688033639736e-10,3.570464611053467,2.4565675258636475,0.4251096844673157,0.0190369151079147,0.9809630848920852,0.1654517079098959,0.0480142750089742,0.0732443939104029,,0.1429254853868822,0.0951470410106906,0.0572422731716623,0.067573458011744,0.0916794181184022,0.1095353563982511,0.0961014285853452,0.1267202788243924,0.0918165915732525,0.2894669178715354,0.7105330804943989,2.597832987035683e-06,0.0002870994533461,0.1995399448396525,0.0279476310990272,0.0498509119423823,0.2682408503490717,0.343246402326793,614210.6724027247,2.092345009072773,2.5009733892837405,0.5343430810695172,0.2894669183442191,0.7105330816546617,0.0037927548998759,0.4191562213061943,0.1995399451654906,0.0279476310990272,0.0498509119423823,0.2682408503490716,0.3432464023267928,420.70125486078257,2.092345009072773,2.50097338928374,0.5343430810723139,9,0.2126470059156417,-3.1547889709472656,1.7767055034637451,0.002770083102493,0.0025641026441007,231.40927519748715
#13,location_86,6.769553695145035,-0.0019797994755208,-2.0528702008384534,3.1916947912570475,3.386322532605845e-06,0.9571983814239502,0.0891773098400909,1.121738451696852,1.1217384478242565,1.4803683294586611,1.7726548467598413,3.5403560182054368,1.5255646807699643,4.024485665254929e-05,-3.4414553358175226e-05,0.0249163630717628,0.1067856189760287,4.1090348531724885e-05,0.191469669342041,1.8506159782409668,15,2.2870398331854043e-06,-5.015068122837682e-07,1.313252761810935e-07,2390.7374841562746,3.677379315317291,3.060380908809309,0.3114504733775082,6.0,0.0544103552043874,204526807.599114,3.7319794511280304e-06,0.7652510106797122,2.625942419523408,0.0099130843316889,0.0002660144326789,0.0048780487804878,0.5131903767968243,0.001416035823389,-0.0003105112156035,0.0503441854696554,330331.3085340218,0.0023106796875116,0.0099130843316889,0.1647045876343404,,3.008664151149532e-10,5.62547779083252,2.611906051635742,0.4735203683376312,0.0,1.0,0.1716923356417851,0.0501500512780848,0.0310195329387859,0.0853198937919076,0.1164495069771524,0.068867249669283,0.0503090613211909,0.0748144494054018,0.1070558471286882,0.105673828089347,0.1446631614349639,0.0711282710366763,0.0945491469285178,0.3059880257601307,0.6940119726798825,2.7126031478157844e-06,0.0002951559251168,0.3890020276171766,0.0007737359390875,0.0393394180040597,0.3354989640899309,0.3958313256852571,565989.1214605644,1.675179261011892,2.6443014319613707,0.5326142538732022,0.3059880262371425,0.6940119737617941,0.0039797034005043,0.4330279716044001,0.3890020282236011,0.0007737359390875,0.0393394180040597,0.335498964089931,0.3958313256852572,385.783491379992,1.6751792610118916,2.6443014319613707,0.5326142538757335,9,0.1547845005989074,-3.483281373977661,1.4796946048736572,0.025,0.0416666679084301,231.40927519748715
14,location_95,6.767672893356311,-0.0028389112558215,-1.687419533289673,2.5738562905591884,1.5530100654359558e-06,0.924647331237793,0.0805256218375883,1.8975843132357733,1.8975843049429184,2.3921826426766786,2.7843800349759538,9.2485918727768,2.673836379390756,5.7065986666771096e-05,-5.234666694775569e-05,0.0268058377413222,0.1234718226820702,4.541108864941634e-05,0.1703337281942367,1.8475682735443115,15,2.57401329223359e-06,-3.605223283408066e-07,4.230330916037589e-07,2170.755168220858,3.80297637044588,2.9088069132899914,0.2721804174853783,2.8888888888888893,0.0415239956387858,197198729.05347663,4.1834564974897366e-06,0.6352251072811719,2.424047303934306,0.0107707509881422,0.0005265127715044,0.0054546566379257,0.6197298147977842,0.0012091411065384,-0.0001693551500017,0.0933483723749177,419795.62672194745,0.0019651760412987,0.0107707509881422,0.2473290414918456,,3.176204022015128e-10,6.338045597076416,2.4967164993286133,0.4371782541275024,0.0,1.0,0.1062015762671753,0.0131492466430879,0.0463568893841559,0.1052134878102078,0.1282044636670627,0.0470978759239501,0.0360545803158268,0.0695602534901448,0.0980274355749275,0.0811240675630277,0.1625540071593808,0.0808111232005202,0.1318465692677072,0.3617787506030175,0.6382212483974103,2.9006434700584937e-06,0.0005329070173969,0.1817002859265767,0.0046537521548996,0.0256088156553031,0.1979834414200912,0.3483722602566687,522621.34208679246,1.816414526237259,2.4061530959516158,0.6197953421228406,0.3617787509642658,0.6382212490346959,0.0027923601575483,0.5130131773923499,0.1817002861080106,0.0046537521548996,0.0256088156553031,0.1979834414200912,0.3483722602566684,542.8877715288132,1.816414526237259,2.4061530959516158,0.619795342124799,9,0.2184681594371795,-3.127164363861084,1.955179572105408,0.0491379310344827,0.0189810190349817,231.40927519748715
15,location_101,6.852002142939448,-0.0019166213460266,-2.4572255945115438,3.234118958032927,1.021743287310528e-06,0.96737802028656,0.0910871478276836,1.2955819761509426,1.295581971142889,1.6015996746841088,1.9446603100322395,4.886631161948803,1.6917210006053005,3.198808229143424e-05,-2.723361147616288e-05,0.0226660096327306,0.0788779820728685,1.8100989109370857e-05,0.1991406828165054,1.8050987720489504,15,2.573463744978107e-06,-3.920511214129469e-07,9.343604136952661e-08,2093.008787771048,3.6748553921160334,3.0036704719567333,0.2798205247446736,1.1875,0.065048075947158,221037430.1065701,3.076383701878968e-06,0.7919696739799132,2.65633316575384,0.0109256408178699,0.0002222825101587,0.0056146179401993,0.5188343489698419,0.0018235937932695,-0.0002778131677263,0.0469174668355508,311929.00694146,0.0021799702155027,0.0109256408178699,0.1575126208257131,,4.3133274729711957e-10,5.07619047164917,2.610491991043091,0.5025258660316467,0.0,1.0,0.1617701508201713,0.0355850033507038,0.0429625627567326,0.0787690520416233,0.1256017716512607,0.0583518910125313,0.0599977290765753,0.0781372995024188,0.1249012986902114,0.0907218707404807,0.1579674135210521,0.0472442401837359,0.0997598674726737,0.2425463293613009,0.7574536687136261,2.905568339481485e-06,0.0002248450914282,0.2386540655581926,0.0337214913920802,0.0349431489072984,0.3586401354498901,0.3186487120935416,698895.3417302967,2.309699122709836,2.533197019419391,0.5242229414774778,0.2425463298279624,0.7574536701709739,0.0052584323777738,0.4069196007831502,0.2386540660173653,0.0337214913920802,0.0349431489072984,0.35864013544989,0.3186487120935415,386.1774824995151,2.309699122709836,2.5331970194193905,0.5242229414808398,9,0.3435933291912079,-2.899374008178711,2.084956169128418,0.562251655629139,0.1137109920382499,231.40927519748715
16,location_104,6.605939480559025,-0.0013625307474285,-1.8088541743321316,3.2779765043115106,1.2524362773547182e-06,1.0076053142547607,0.0757766202223879,1.0431732602544184,1.0431732555072817,1.5864691513632776,2.244545212087277,6.293830760082017,1.3684171375183034,3.2465396552439074e-05,-2.6652111111857835e-05,0.0223893549807148,0.0937790964148435,5.043557030148804e-05,0.2098015695810318,1.861154317855835,17,2.270034602083646e-06,-6.614026146583086e-07,9.693755530014365e-08,2186.985279673768,3.918950780083707,3.099056255821039,0.3129981049099397,10.666666666666666,0.0449990495607246,281778714.2318303,3.5462424274642896e-06,0.8010720251141986,2.7804392491914243,0.0093759636139377,0.0002340475831114,0.0048238989580597,0.4706524486582086,0.0015655482020766,-0.0004561416978995,0.0461062680632146,408577.2921358623,0.0024456954516795,0.0093759636139377,0.1614128527584135,,2.547659305740524e-10,4.423130989074707,2.632308959960937,0.4735189080238342,0.0609896318735218,0.939010368126478,0.2022820841007457,0.0268258061128966,0.0350108286915126,0.1131705817374104,0.0260849712755721,0.107320895658716,0.0587859978919024,0.111508823053525,0.0502393827373784,0.1296515806320541,0.1235160404738182,0.1366889784373962,0.0811961132978175,0.2908489575786099,0.7091510406533225,2.9005782026671707e-06,0.0002521539378917,0.2588213363521868,0.0062394428132334,0.0500350432967192,0.2576655199719913,0.3986583828870367,671159.4074573927,1.9678228401931184,2.710462254472147,0.4829928057901994,0.2908489580925531,0.7091510419064241,0.0050138009324284,0.435861252682228,0.2588213368095357,0.0062394428132334,0.0500350432967192,0.2576655199719913,0.3986583828870366,388.2783489058499,1.9678228401931184,2.710462254472147,0.4829928057928336,9,0.2320436388254165,-3.2073748111724854,1.5493801832199097,0.0761904761904762,0.0301318261772394,231.40927519748715
17,location_115,6.926015461367584,-0.0020045503042638,-1.481969859792328,3.209548028158732,2.139204298146069e-06,0.924527108669281,0.1095891427657859,1.133770667751364,1.1337706648041357,1.4449264682519831,1.7180303575983775,3.792298253608133,3.238045645651954,5.469861356033334e-05,-4.1513776231738575e-05,0.0212068475888997,0.1759881999846578,2.0589492123690437e-05,0.2234657257795334,1.78359854221344,15,3.338814123940593e-06,-8.88226440161627e-07,2.097756208130336e-07,2108.0670547413256,3.750587234818057,3.0717613586586543,0.2500213808627009,8.0,0.0920261475639914,151137971.98010823,5.78320044804408e-06,0.7400298781606381,2.7522657718494026,0.0074583039699318,0.0003119135593405,0.0041584677948314,0.4388913848553236,0.0012945451933503,-0.0003443884547299,0.0315358790754026,389806.09702158254,0.0022422973636297,0.0074583039699318,0.1209370079031978,,4.0869091444406536e-10,8.42992115020752,2.6403136253356934,0.5360777974128723,0.0489298816496594,0.9510701183503406,0.1970148513025596,0.050559177678133,0.0584053269404565,0.1527313290221905,0.1469894361351927,0.0560898315422585,0.0338059108421362,0.058257401682094,0.0743927618814919,0.0690328061860307,0.1688479221636145,0.049815921376275,0.0810721745501261,0.4088554218394192,0.5911445769020379,4.137806906884126e-06,0.0003175408121791,0.2980170432351119,0.0362445901259861,0.0454128781709285,0.3368148505822471,0.2977533027342004,428184.9069664367,2.516797867359197,2.57549568346434,0.4394084621682478,0.4088554223535575,0.5911445776454056,0.0050221911772559,0.3854096387851142,0.2980170436098701,0.0362445901259861,0.0454128781709285,0.3368148505822472,0.2977533027342005,352.78355660632366,2.516797867359197,2.57549568346434,0.4394084621700418,9,0.3147493004798889,-2.8542983531951904,1.5786759853363037,0.0714285714285714,0.0419999994337558,231.40927519748715
18,location_120,6.944135793105138,0.0001755676494212,-0.4055429783047524,2.314444614727863,0.0,0.9816173911094666,0.0406761989660203,0.960998258400252,0.9609982483439258,1.2311302908648718,1.1105211715211334,3.574092014982236,-0.6609160840698104,1.2582795200444252e-05,2.850927842246165e-06,0.0123410172326401,-1.2154034864530243,2.464995486661792e-05,0.1965366899967193,1.639641046524048,18,1.1641256268090613e-06,-4.6130903417032274e-08,5.8072957109539124e-08,1681.446125728662,3.761430690356808,2.749386372032675,0.1789307209178795,27.555555555555557,0.0604554645311908,484023905.4064316,2.149863030149727e-06,0.613086805408988,2.289556620291472,0.0117537501258431,0.0001874489904825,0.0063696990424076,0.5647433496654792,0.0011417715469289,-4.524506852832816e-05,0.0558640810399419,493500.3314814432,0.0021085803465052,0.0117537501258431,0.1838495047496171,,1.5055623414639283e-10,3.19128942489624,2.518376111984253,0.4608476459980011,0.1827563253369762,0.8172436746630238,0.1734422351178048,,0.1782984174791108,,0.1647557494704827,,0.0530274547989772,0.1166765311351592,0.1087299326738793,0.1670472327694947,0.1447211444614721,,0.0667435372114236,0.4282280330898332,0.5717719640279573,1.1874447772172076e-06,0.0001974146313638,0.2673103625771903,0.0196905358946396,0.0379340610433651,0.229071666891332,0.2751457116079501,1267044.2900522568,1.585826723122879,2.430778777020912,0.5768607914190735,0.4282280343235924,0.571771965675278,0.0030298752780155,0.5037217077913734,0.2673103633473328,0.0196905358946396,0.0379340610433651,0.2290716668913319,0.2751457116079503,496.5699861120601,1.5858267231228789,2.4307787770209117,0.5768607914251839,9,0.2997398972511291,-2.914907693862915,2.1032958030700684,0.1926264647042012,0.0450315773487091,231.40927519748715
19,location_125,6.766127766359006,-0.0008225943893194,-0.4335084566354271,2.8435232193957294,2.839477929228451e-06,0.7838279604911804,0.0441880255301379,0.7307895629808335,0.7307895609870425,1.110781819276268,1.2336078294085269,4.070892999301734,1.1167095351273135,4.373121686285231e-05,-2.7317063455711832e-05,0.0123105936959894,0.1534838295423221,0.0001255917886737,0.2088709026575088,1.7050615549087524,5,5.099440128845558e-06,-1.7488265064336524e-06,6.343642896673747e-07,2693.5247351779835,3.5572935685872493,3.060092393099437,0.1957764717982037,6.222222222222221,0.04393881234131,94007076.16742285,8.107857256794192e-06,0.6580887793370567,2.692423805225341,0.0095740008783487,0.0006078768430877,0.0043807641633728,0.4448892640123994,0.0014355854224314,-0.0004923266065852,0.0502749689909687,333928.8965750374,0.0022825097337878,0.0095740008783487,0.1711284208322381,,9.80434178288192e-10,4.986408710479736,2.507599353790283,0.4831006228923797,0.2663451296118494,0.7336548703881506,0.2566555660942263,,0.0825309489267858,0.0977098160034153,,0.1728896788260185,0.0644776446767663,0.1379542805116356,,0.153482204003379,0.0470003168822788,0.167805123478483,0.0761499866912373,0.455935753556055,0.544064245694185,6.632481486285594e-06,0.000624199898006,0.2933845046041894,0.0252271329841989,0.0413538609117401,0.17748276229253,0.3906055674083587,269820.267314205,2.027594546807637,2.8123904317754818,0.4563206867126722,0.4559357538974352,0.5440642461015511,0.00490559541688,0.4616782067476435,0.2933845048238599,0.0252271329841989,0.0413538609117401,0.17748276229253,0.3906055674083586,364.80340825258565,2.027594546807638,2.8123904317754818,0.4563206867136429,9,0.3312491774559021,-2.8271872997283936,1.731911301612854,0.2576923076923076,0.1147857531905174,231.40927519748715
20,location_127,6.83572696395165,-0.0008319062762893,0.1614429890543998,2.194008604237774,4.589076979755191e-06,0.8129155039787292,0.0276992600342418,0.541639539008686,0.5416395380502974,0.8968598789727443,0.7615440482958955,1.823501887686497,-1.0409503814391847,4.456635202743087e-05,-2.90935733815445e-06,0.0115689591630696,0.052978736437057,0.0001059259811881,0.1753573268651962,1.673516035079956,7,3.3922716712257804e-06,-3.272848469970469e-07,1.4403969050734557e-06,2324.0341041469237,4.019755852016359,2.805175712328473,0.2153416192057485,140.66666666666666,0.0404946965011675,150805202.38559124,8.81813576936017e-06,0.619890785151169,2.377201032666338,0.0095590502621029,0.0009118229809515,0.0048865035885675,0.6573580298393488,0.0008806240543585,-8.496223063892653e-05,0.09706932646294,580920.1048730244,0.0022891629115479,0.0095590502621029,0.2367066461988537,,5.448579365463502e-10,3.4984710216522217,2.4260125160217285,0.4146211743354797,0.7036252354285137,0.2963747645714862,0.1416492237220071,0.0534623332379471,0.0803707198396485,,0.0336676968995344,0.0650233453874116,0.1778268732499082,0.1007217507214709,0.0977230010048369,0.0657137577984475,0.1288920087279053,0.1261403335980711,0.0704581795348181,0.5241919229298769,0.4758080765060301,3.615946505639279e-06,0.0009240677006287,0.1038812639448242,0.0157124949400494,0.0234032507526166,0.2790538955964042,0.1956938357951869,389494.1459305672,2.1791106719046702,2.1186095301961627,0.656981971834383,0.5241919232250203,0.4758080767739312,0.0019454186801113,0.4971585070982609,0.103881264003314,0.0157124949400494,0.0234032507526166,0.2790538955964042,0.1956938357951871,723.9521293503541,2.1791106719046707,2.1186095301961627,0.6569819718354902,9,0.4251618087291717,-2.551246166229248,1.7509493827819824,0.1444866920152091,0.0838911235332489,231.40927519748715
#21,location_146,6.807722634168984,-0.0026448427233844,-2.289347797288532,3.5268692079632564,2.0852503439527936e-06,1.000679850578308,0.122512644390753,1.4027797343497015,1.4027797301218288,1.8480962545131223,2.508828418587313,6.458784046859852,1.941155546443509,5.762641920803446e-05,-5.411711847891354e-05,0.0286754577647804,0.1465467991955939,1.77790589077631e-05,0.2159582525491714,1.850273609161377,15,2.514487327723864e-06,-5.580830322442463e-07,1.4415354803893144e-07,2106.731849354299,4.376051962557939,3.134255795697546,0.3176706181677007,20.0,0.0548632072645842,228566177.8518746,4.380309120836932e-06,0.8576247138769016,2.774984971691514,0.0090965155720012,0.000276248377507,0.0048396449440206,0.4879130475119165,0.0012513040153689,-0.000277723227423,0.0356986763056947,459302.25663468346,0.0021798075137557,0.0090965155720012,0.1374716430699402,,1.3428176626195662e-10,6.856671333312988,2.6747584342956543,0.5333889722824097,0.0,1.0,0.1790964338767064,0.024211389456385,0.0322001401454585,0.1035543397168958,0.1074068860919908,0.0757565851610024,0.0503060816217506,0.0709604673189695,0.1061525794606345,0.0945338243391497,0.1481610634911343,0.0827594309087007,0.1039972122879279,0.3248518993658256,0.6751480991720364,2.7888508096337613e-06,0.0002755756844114,0.2223922909760014,0.0621923679224078,0.0269677835061626,0.2654892741660565,0.3681145558137166,540326.1804757973,2.1349847226438974,2.7764646432893496,0.4838411733796161,0.324851899840463,0.6751481001584878,0.0038866611513913,0.3840539992924797,0.2223922913009363,0.0621923679224078,0.0269677835061626,0.2654892741660565,0.3681145558137167,387.707867290372,2.1349847226438974,2.7764646432893496,0.4838411733818391,9,0.6273190379142761,-1.8005813360214231,1.5572439432144165,0.782051282051282,0.1755395680665969,231.40927519748715
22,location_156,6.770833947210193,-0.0022966966498643,-1.7971643501102086,2.760773608439651,1.2577066854646546e-06,0.9114605188369752,0.0547533925697047,0.8000880859356827,0.8000880835249607,1.149940713053854,1.4038560880896451,3.1266190291890874,1.0892271704300125,3.7111071348405744e-05,-3.07001708304e-05,0.0193288344494862,0.0656006737318395,4.312832243158482e-05,0.1790835708379745,1.872879981994629,15,2.577964126778522e-06,-4.0349574156428255e-08,3.00680119804997e-07,2408.308183296462,3.913022249912559,2.984920869454233,0.3080009659431343,0.6666666666666666,0.034289431761973,230988768.042798,3.858248117766289e-06,0.7080767699873647,2.5106494890762643,0.0095879586802343,0.0004263432889032,0.004682937004589,0.5982367841914821,0.0013427654748419,-2.1016591193637668e-05,0.0815739166283263,443473.3873744559,0.0020096177200259,0.0095879586802343,0.2220663402131871,,5.023808036241917e-10,4.555466175079346,2.485046625137329,0.4474988281726837,0.0244747218680973,0.9755252781319026,0.1722812955465721,0.040847649724259,0.0405053916695409,0.0632337926456017,0.0773918168520562,0.0836648166722025,0.0854810304784536,0.0756010027015884,0.1320458433911726,0.0802310012182405,0.1392283054548416,0.0882738275986194,0.093495521593423,0.2973301582422332,0.7026698406562035,2.569184244907375e-06,0.0004476124132204,0.2260922124635508,0.0177332279486226,0.0201395930779464,0.2569766080253824,0.3840667932280069,538640.147367965,1.7799172828066625,2.501749005778349,0.6059293864829468,0.2973301585694556,0.7026698414295169,0.0027544856035701,0.4798962747179325,0.2260922127123734,0.0177332279486226,0.0201395930779464,0.2569766080253827,0.3840667932280067,502.40443388003536,1.7799172828066625,2.5017490057783487,0.6059293864849081,9,0.2817606329917907,-2.998138427734375,1.8881289958953855,0.4390581717451524,0.1558505445718765,231.40927519748715
23,location_163,6.784866814910398,-0.0026290609966963,-2.8593954800778376,3.688872711837346,1.443968471903645e-06,1.0458917617797852,0.1276237683611918,1.4271664436246256,1.4271664381962383,1.8631376991980928,2.427086118202445,6.718589088000704,2.2589891788309986,4.990044655883708e-05,-4.474362471995619e-05,0.027413747450338,0.1000606961585941,1.4980294508859515e-05,0.2153088003396988,1.851619839668274,15,2.2190676670382645e-06,-2.184721004367096e-07,1.2139357558757373e-07,2206.025027901112,3.818574949860207,3.1105375056216467,0.3152564161107811,29.55555555555556,0.0686364100869684,276927754.70097435,3.931169936835066e-06,0.8282442063735824,2.79489425129493,0.0085723095898859,0.0002412361809088,0.004530541653978,0.4861010899090029,0.0012191311532683,-0.0001200261578268,0.0366400008001743,504065.0621893775,0.0021597411715926,0.0085723095898859,0.1325324807884988,,5.541648251394804e-10,5.409380912780762,2.6978650093078613,0.5424182415008545,0.0,1.0,0.18345087683411,0.0199640343951852,0.0390801000442886,0.0982740858201409,0.1195219083080554,0.0624404797983653,0.0433573811159496,0.0791456111363775,0.1009971595345768,0.0914511788448853,0.1710449957022654,0.0715842551856883,0.103138810114221,0.2269748942805267,0.7730251041546112,2.3004691835862607e-06,0.0002421344196261,0.225897961240682,0.0489629495597419,0.034285527868902,0.3820218594546705,0.3275966026625458,625193.8401816791,2.3252240500430523,2.676467713800122,0.4898581828310302,0.2269748946354766,0.7730251053634903,0.003484870049174,0.3667977788400361,0.2258979615939478,0.0489629495597419,0.034285527868902,0.3820218594546705,0.3275966026625461,412.7095538173073,2.3252240500430523,2.676467713800122,0.4898581828334091,9,0.3229630291461944,-2.9840049743652344,1.8069806098937988,0.2574712643678161,0.0441176481544971,231.40927519748715
24,location_169,6.641796976724079,-0.0019380523590371,-3.187966257249704,3.777860531095508,2.486976541149488e-06,1.0385128259658811,0.1400762852268693,1.4080699315328244,1.4080699251612845,1.8973326743155705,2.2209851383023542,4.630293157057935,1.908819877941644,3.8822280668426856e-05,-3.5540476599038584e-05,0.0337179596121266,0.1022989325962235,1.3991984815220349e-05,0.2073293626308441,1.9059191942214968,15,1.8530948378831584e-06,-1.297834544555427e-07,5.4455368210336874e-08,2108.1829455506027,3.7759435250350175,3.0147862666109844,0.3663351356603187,1.5555555555555556,0.0704438031038361,274568272.3664371,2.8116752012343438e-06,0.9238388584607894,2.757040922804514,0.0116166353971232,0.0001545215666411,0.0058030529284884,0.518447648795884,0.0016094852767683,-0.0001127219670553,0.041078956468065,316126.5708928767,0.0024420497342716,0.0116166353971232,0.1342080146213073,,2.5777560641593306e-10,5.281513690948486,2.754985809326172,0.5207300186157227,0.0,1.0,0.1659575903342851,0.0341163813505538,0.0269485396037703,0.0940387173080484,0.1060808117153955,0.0635415608719016,0.0421271908763103,0.077622339770018,0.0969081858254009,0.1084206444470491,0.1469921033759511,0.0989143598552483,0.1042891650003521,0.1801573684366264,0.8198426292547485,1.9291071887304902e-06,0.0001625764880183,0.2287850425630445,0.0332086672166813,0.0322728068774626,0.378063672554888,0.3636528030920946,842338.2019922775,1.9653641707399687,2.681225938186711,0.5182505032855289,0.1801573688523513,0.8198426311465888,0.0042024128376414,0.3541604760679202,0.2287850430909809,0.0332086672166813,0.0322728068774626,0.378063672554888,0.3636528030920946,386.6732621437561,1.9653641707399692,2.68122593818671,0.5182505032895965,9,0.1941723972558975,-3.286644458770752,1.6252714395523071,0.0566037735849056,0.0277056284248828,231.40927519748715
