model_id,linear_probe,weight_decay,model_type,use_adam,learning_rate,val_id_acc,val_id_f1,test_acc_location_43,test_f1_location_43,test_acc_location_46,test_f1_location_46,test_acc_location_100,test_f1_location_100,train_acc,train_f1,val_AC,val_ANE,val_l2,val_EMD,test_AC_location_46,test_ANE_location_46,test_l2_location_46,test_EMD_location_46,test_AC_location_100,test_ANE_location_100,test_l2_location_100,test_EMD_location_100,test_AC_location_43,test_ANE_location_43,test_l2_location_43,test_EMD_location_43,middle_layer_entropy,weighted_shortcut_score,weighted_shortcut_score_normalized,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_diff_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,path_redundancy,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_0,inflow_from_1,inflow_from_10,inflow_from_11,inflow_from_2,inflow_from_3,inflow_from_4,inflow_from_5,inflow_from_6,inflow_from_7,inflow_from_8,inflow_from_9,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0
23,True,0.01,ViT-B_16-clip-openai,False,0.03,0.7506400409626216,0.3932827413082123,0.1905472725629806,0.0669163018465042,0.2361973077058792,0.1010577380657196,0.2896085381507873,0.1856463253498077,tensor(0.7346),0.347019612789154,0.7351675033569336,-0.7810538411140442,322.4475546071356,2.06845498085022,0.6775487065315247,-0.980924904346466,322.4475546071356,2.190782308578491,0.6517099142074585,-0.9759573340415956,322.4475546071356,2.15755033493042,0.7088868021965027,-0.8696668744087219,322.4475546071356,2.1462690830230717,7.529082886218193,0.26745694875717163,35.566890716552734,0.00011974772496614605,1.333794116973877,0.14297529628427255,0.002358508264069137,9.090391205697646,9.090701544314372,9.623729817013238,13.26742789280742,22.512320659027495,39.762385032186145,0.002805398524088787,0.002688972380639143,0.022572495219021653,0.35758380434081366,0.0015353283379226923,0.24063809216022491,1.8635965585708618,22,4.2092781901315493e-05,-1.763218292427816e-05,5.312106789242457e-05,1102.5410017015429,5.299461083243583,2.97460712822069,0.3606663807222058,5.6875,0.029601013657394613,5638084.358014774,0.00016266663204750093,383,0.8121838065874943,2.4485708541699154,0.008258258258258258,0.005661422763262869,0.0051511907947551505,0.4409171851244318,0.0003386828184124433,-0.00014187033068546197,0.0034390450117051394,700722.4556435202,0.0013088323229220459,0.008258258258258258,0.045552384514065375,0.5765913724899292,8.269264981208835e-06,6.431796550750732,2.8044395446777344,0.7331942319869995,1.0,0.0,0.08513010013571762,,,0.3149679975919383,0.3707557788319206,,,0.02411828976363569,0.031170276516955395,0.059923610744063806,,0.04240981114336636,0.15665423540811982,25,54,0.18,1.0,0.42392869261664246,220.17902507534114,0.0006274593348151986,1.200709059457148,11,16,0.2909090909090909,1.0,0.14180693524462912,353.28095859801846,0.000675197473821896,0.4097324442572534,0.1947792481427992,0.10789774488378302,0.47538155904614104,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0016451848205178976,0.012477343901991844,0.0021398086100816727,0.0015353283379226923,103
24,False,0.0,ViT-B_16-clip-openai,False,0.003,0.8678955453149002,0.5257308483123779,0.2074626833200454,0.1122067868709564,0.2229663431644439,0.1001667603850364,0.4498872756958008,0.2567705512046814,tensor(0.8160),0.4297054708003998,0.8549274802207947,-0.47549769282341,322.443753898596,2.101124048233032,0.7054972052574158,-0.9175080060958862,322.443753898596,2.2044930458068848,0.626589298248291,-1.1253613233566284,322.443753898596,2.1627516746521,0.6670312285423279,-0.9739112854003906,322.443753898596,2.1463065147399902,7.519636272953472,0.40859314799308777,23.128854751586914,0.0006567750824615359,1.6684964895248413,0.24870571776311573,0.004224742491146571,30.49013836150655,30.492263117032405,31.688165835826844,54.918504370872945,131.24258030671206,-261.65537149159064,0.004539303213874746,0.0044232536603487915,0.031158544397877703,0.25038441965196895,0.0008311013807542622,0.22355985641479492,1.796085238456726,22,6.483024977720798e-05,-4.3428444476168875e-05,8.351384088528958e-05,1354.7932763509118,6.75339153272201,3.3062653648473024,0.4289783791605016,27.1875,0.07555666369989136,10468978.254287122,0.00021556465838822408,13860,1.1393883616712523,2.945786852044789,0.012905888044622784,0.006009586019010046,0.007278556419643438,0.4205557021068193,0.0004450042277757933,-0.00029809913183623216,0.003934878598088247,1525168.5965124439,0.001479667050907414,0.012905888044622784,0.04125066870907569,0.567652702331543,1.9930250346078537e-05,5.694700717926025,2.8954355716705322,0.71567302942276,1.0,0.0,0.16533729152557347,,,0.287953067682485,0.5295528189187925,,,,,,,0.04178340582442731,0.1407107075742952,31,63,0.13548387096774195,1.0,0.3328298179444014,355.31204035135653,0.00032584124041961716,1.025916034587739,22,42,0.18181818181818182,1.0,0.1445213290037904,375.7386670355992,0.00045411656685221237,0.6574552774406743,0.1583143439857932,0.08596165337380028,0.2407986511296637,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0014336624881252646,0.018948232755064964,0.0023641532752662897,0.0008311013807542622,138
25,False,0.01,ViT-B_16-clip-openai,False,0.003,0.855094726062468,0.5077109932899475,0.2049751281738281,0.0977793782949447,0.2192094027996063,0.0877061262726783,0.3594999015331268,0.2029733657836914,tensor(0.8117),0.4198778569698334,0.8387570381164551,-0.527138352394104,303.80500040151986,2.086981296539306,0.7059421539306641,-0.9482734799385072,303.80500040151986,2.1968038082122803,0.6795979738235474,-1.0053800344467163,303.80500040151986,2.160541534423828,0.6400324106216431,-1.0550882816314695,303.80500040151986,2.1420137882232666,7.501704771611211,0.3594605028629303,21.078779220581055,0.00043000958976335824,1.5054848194122314,0.20817551398025566,0.003607327309870456,27.75517266275708,27.757208653512794,28.787305608737565,45.17423211779036,172.38116349228204,-337.37807175462393,0.0038810156754607306,0.003795249169456838,0.028868257278117853,0.22255350329722315,0.0008275786531157792,0.2233584076166153,1.7785676717758179,22,5.51949489512505e-05,-4.237264254887491e-05,7.169878158975493e-05,1082.701138935212,6.089158699484555,3.1704673309219435,0.43201702487614163,16.5,0.0742665478906341,9284014.637144726,0.00021214117866957618,10808,1.041830250343012,2.7237852584073696,0.012671523280912736,0.00609940619454373,0.007722097797685703,0.4378497026888896,0.00041055850547129014,-0.000315181882906248,0.003967009244116202,1248130.8003195226,0.001577977084726878,0.012671523280912736,0.04536942492632741,0.5426294803619385,2.0420913642738014e-05,5.526891708374023,2.8753819465637207,0.7163821458816528,1.0,0.0,0.14823677020670933,,,0.2801792264824646,0.5283655730838348,,,,,,0.0245883949007629,0.035976658151411454,0.13089014738152618,25,50,0.16666666666666666,1.0,0.35342363653616216,273.6060985117058,0.000560157488495292,0.9973515127977224,23,39,0.1541501976284585,1.0,0.16199686880937367,405.1995210921473,0.0003551098089175742,0.6879624949943984,0.15734299610393973,0.08538919384956521,0.22870868288426224,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0013765706680715084,0.015920286998152733,0.0022118522319942713,0.0008275786531157792,116
26,False,0.0,ViT-B_16-clip-openai,False,0.01,0.8975934459805428,0.6236053705215454,0.2457711547613144,0.15414559841156,0.2925514578819275,0.1457536220550537,0.5968436002731323,0.3068331480026245,tensor(0.8533),0.571726381778717,0.9013651013374328,-0.322550892829895,322.4455406910328,2.1511247158050537,0.6878526210784912,-0.9148086309432985,322.4455406910328,2.234313488006592,0.7172071933746338,-0.857234001159668,322.4455406910328,2.180771827697754,0.6368796825408936,-0.981843650341034,322.4455406910328,2.1778271198272705,7.583382727038198,0.563015341758728,23.496112823486328,0.0010748738277470693,1.4326741695404053,0.15396916897094676,0.005851000581586163,36.9089078871156,36.91113432498993,38.4609086825354,68.74672835553828,185.548836839145,-576.2613858058663,0.006266428532356372,0.006146193612224238,0.032628151655381694,0.2564959394637842,0.001782773993909359,0.20675985515117645,1.8149553537368774,22,0.0001198897718785768,-1.6089476545642833e-05,0.0001953232557326129,1010.4967283524691,4.8791274055759795,2.8871240294361886,0.34917117729763403,8.75,0.06550554637541854,3646304.078382816,0.00024628674959287623,4381,0.6554678360345221,2.2838355115344573,0.0172475106685633,0.011657156009663928,0.009783145121490986,0.5118341205260669,0.0006242436782718825,-8.377490756184013e-05,0.0052953904357638144,700294.7388415505,0.0012823691626230407,0.0172475106685633,0.06069663651911124,0.6947618722915649,2.6895055270870216e-05,6.305401802062988,2.7636499404907227,0.7302907109260559,1.0,0.0,0.08506833184457803,,,0.22104319632761882,0.5965204322596637,,,,,,,0.05232291454094406,0.13011345687177348,23,52,0.20553359683794467,1.0,0.5412931646625766,256.63412861640126,0.0006393121436326695,1.1690221825800757,15,24,0.22857142857142856,1.0,0.09941754536285231,454.0871820350826,0.0004263930567010343,0.46974718032080426,0.1806153185495602,0.09927274885351405,0.38449473699067793,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.002444096375256777,0.0224154070019722,0.003657875582575798,0.001782773993909359,103
27,False,0.01,ViT-B_16-clip-openai,False,0.01,0.855094726062468,0.5561038851737976,0.2002487629652023,0.097867801785469,0.2064684629440307,0.0751734003424644,0.3285509347915649,0.1683075428009033,tensor(0.8176),0.4719605147838592,0.8326420783996582,-0.5364193320274353,264.0273233417065,2.100597858428955,0.6608855724334717,-1.082348108291626,264.0273233417065,2.2037692070007324,0.6200896501541138,-1.1372116804122925,264.0273233417065,2.1657583713531494,0.6119588613510132,-1.1367180347442627,264.0273233417065,2.150430202484131,7.367689667235126,0.3668891489505768,21.824766159057617,0.000508259025082225,1.3511216640472412,0.11945491399358815,0.003835364279956399,34.03126826952385,34.03417747797428,35.04661920974659,64.31914301206034,196.2995118639686,-423.6802969667614,0.004069011964730862,0.004035867036947138,0.034283183144587136,0.24007677048755635,0.002009788528084755,0.1976848542690277,1.7694926261901855,22,4.5236725416622976e-05,-1.6599502347942325e-05,0.00021714544579837952,1166.4339088292886,4.327319549120352,2.843887014944738,0.30515449863132504,29.555555555555557,0.05106468544739532,7475427.555921707,0.00017445885959298712,52150,0.6797582853361187,2.1106727509577143,0.015476865732112472,0.012762115160833969,0.00877531245056162,0.5747023054628534,0.00038113989311150355,-0.0001398583339518269,0.015414777175952092,887243.4020510634,0.0014698949278858806,0.015476865732112472,0.1075266022629135,0.9397525191307068,3.509250745992176e-05,6.989144802093506,2.6569838523864746,0.7416220307350159,1.0,0.0,0.13420301482682032,,,0.22889977283912513,0.6762951322052497,,,,,,,0.025270086337047668,0.06953500861857743,22,52,0.22510822510822512,1.0,0.65148595395517,366.4223381777382,0.0004306386505911162,1.1120031656278289,20,37,0.19473684210526315,1.0,0.16534206805695179,511.63733494008915,0.0003408928449404051,0.4682722003681861,0.20986231700199257,0.11723250060326569,0.44816309154586825,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.002458852482959628,0.02181965671479702,0.003641190007328987,0.002009788528084755,114
28,False,0.0,ViT-B_16-clip-openai,False,0.03,0.8991295442908346,0.7470184564590454,0.227363184094429,0.1389427185058593,0.2566154897212982,0.1334842592477798,0.4576757550239563,0.2434712350368499,tensor(0.8563),0.7155858278274536,0.902694284915924,-0.3028283715248108,322.45717751782854,2.1804633140563965,0.6876081228256226,-0.9092299342155457,322.45717751782854,2.249136686325073,0.6764611601829529,-0.9638095498085022,322.45717751782854,2.18285608291626,0.63630211353302,-1.035673975944519,322.45717751782854,2.181436538696289,7.640131346996165,0.6470440030097961,27.43549346923828,0.0024449598204228096,1.2469751834869385,0.10561902549555294,0.006725767877526323,42.340600258649104,42.343159770465235,43.6280489858567,87.08941210773465,315.3674630919423,519.2041761762243,0.007097469751727203,0.007030913519713522,0.032873138851832295,0.2981200134871016,0.003574727801606059,0.1812743842601776,1.7930198907852173,22,0.0001135398322230536,-1.667813558972355e-05,0.00040326624622525616,848.8513158343088,4.365383569115022,2.6462791374527863,0.2582411301521726,8.0,0.028328066250046396,4176343.8836056166,0.0002751915846857357,1364,0.5240746632138069,1.8059202328467192,0.007258270416165153,0.018110790179791718,0.005131171123073958,0.5845215368361859,0.0005258800081539163,-7.724776099622991e-05,0.00865104791224522,901691.2077820926,0.001274598984265519,0.007258270416165153,0.08388336070068847,0.8664680123329163,3.456421472947113e-05,6.969743251800537,2.6019604206085205,0.73061203956604,1.0,0.0,0.11082992272123154,,,0.31944759000503786,0.5116786322989069,,,,,,,0.036057384670113705,0.13281639302594156,21,38,0.18095238095238095,1.0,0.5362175864266987,296.00135165510727,0.00047208992011739636,1.1851401199705183,18,26,0.16993464052287582,0.8888888888888888,0.0,433.7747594230275,0.0004460760570968766,0.3399926673979942,0.23743360631574387,0.13470902836144588,0.6983491971543166,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.004283271264284849,0.02630290947854519,0.005629106890410185,0.003574727801606059,93
29,False,0.01,ViT-B_16-clip-openai,False,0.03,0.6134152585765489,0.2293759435415268,0.1895522475242614,0.0519561022520065,0.217249259352684,0.0494896583259105,0.2049600332975387,0.0438354462385177,tensor(0.6300),0.2027046233415603,0.6256695985794067,-1.055653095245361,175.71475954701373,2.0286755561828613,0.7096704840660095,-0.936878740787506,175.71475954701373,2.182259559631348,0.7546021938323975,-0.8628766536712646,175.71475954701373,2.1555116176605225,0.6548513770103455,-1.0512199401855469,175.71475954701373,2.1230480670928955,6.597639434000618,0.11037476360797882,57.67955780029297,6.51382551950519e-05,0.9913478493690491,0.5004979190668135,0.0007500509946254397,6.07671834619934,6.077127331549696,6.772201005381252,9.363961557393695,24.90139406404045,9.302111984294278,0.0010004661004074933,0.0010004661004074933,0.09416049531960714,0.522822730249007,0.0003493495169095695,0.1822654902935028,1.7462667226791382,21,9.854912266523605e-06,-1.1866677786446215e-06,3.148343411093094e-06,1645.978132598587,3.7671721247278516,2.818285690901478,0.33886260472514607,2.25,0.033990580468324476,87903085.97087085,1.5968965430824843e-05,4770,1.0260446618424386,2.7446256104432405,0.008349616442321609,0.0011370478495694863,0.004718788924020313,0.5817302565575617,0.000927514472472449,-0.00011168558220232014,0.02788803844250022,933977.0114272106,0.0015029506347531002,0.008349616442321609,0.10701549814891857,1.5895318984985352,0.0003019411233253777,6.524900913238525,2.9525320529937744,0.6960679888725281,1.0,0.0,0.18259249455976917,,,0.3699731257322642,0.2845394755861531,,,,0.013936487485501232,0.04341134527028932,0.04344762471069259,0.08379250302477367,0.16089943819032587,13,19,0.24358974358974358,1.0,0.5099099128646036,429.80184967153474,0.0004617299111853932,0.2630828046119911,35,83,0.13949579831932774,1.0,0.3280614003396155,470.7348924464095,0.0002125422029061081,1.181758708645816,0.2775792433710967,0.16115646673602022,1.0551021902799225,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.00042568607022985816,0.002703923499211669,0.0005408662836998701,0.0003493495169095695,142
30,False,0.0,ViT-B_16-clip-openai,False,0.003,0.8637992831541219,0.5253352522850037,0.2121890634298324,0.1152108609676361,0.2263965904712677,0.0954909324645996,0.4386144876480102,0.2463886588811874,tensor(0.8206),0.4457189440727234,0.8514918088912964,-0.4872665703296661,322.4437501714391,2.1012279987335205,0.685865581035614,-0.981018841266632,322.4437501714391,2.2016968727111816,0.6234556436538696,-1.1241683959960938,322.4437501714391,2.1620519161224365,0.6345997452735901,-1.047622561454773,322.4437501714391,2.1455724239349365,7.53265061432818,0.4042757749557495,23.137401580810547,0.000725097008398734,1.4251958131790161,0.23079633422370305,0.0041313972471463956,25.218030624965248,25.21950668738835,26.34669234876666,43.39123393492436,113.18744931212716,-147.3633337404907,0.004494255145999659,0.004355805332380669,0.02984311936893311,0.24929039416464704,0.0008684418280608952,0.2225981503725052,1.7989400625228882,22,7.028382330473323e-05,-2.36920638816426e-05,8.408966821914782e-05,1334.6499186656747,6.655826920543131,3.2860025384045692,0.42134501404405544,2.8888888888888893,0.06456815741110139,10893306.238494314,0.00022446500136318374,17509,1.0545656628033986,2.9265557323008498,0.010920914084066138,0.00613820583201663,0.006479369686916857,0.4217049671261913,0.00046670632283499344,-0.0001573226323014795,0.003707825150197291,1640481.7690253945,0.0014905170269725447,0.010920914084066138,0.04075958484835093,0.5490855574607849,1.6309031707351096e-05,6.0540947914123535,2.8839571475982666,0.7280372381210327,1.0,0.0,0.14464721124360544,,,0.2851618557713778,0.4871020602364727,,,,,,0.028517351942444008,0.04544705544451097,0.15377167660519456,28,57,0.15079365079365079,1.0,0.36907499595290777,341.9681551603027,0.0003913883540107216,0.9207776852101124,25,44,0.14666666666666667,1.0,0.18858141432532416,445.9584400609634,0.0002836239204622514,0.6431784133790102,0.21802195070543884,0.12234828077245286,0.3389758520657371,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0014648415381088853,0.01873861253261566,0.002388198859989643,0.0008684418280608952,137
31,False,0.01,ViT-B_16-clip-openai,False,0.003,0.8458781362007168,0.480067491531372,0.2004975229501724,0.0905090346932411,0.2198627889156341,0.0893117785453796,0.3418733477592468,0.1984752267599105,tensor(0.8065),0.4118362367153168,0.8361688256263733,-0.5353994965553284,303.7618654223297,2.086289167404175,0.6936091184616089,-0.9826746582984924,303.7618654223297,2.1970934867858887,0.6741442084312439,-1.0218249559402466,303.7618654223297,2.1593799591064453,0.6364124417304993,-1.0665149688720703,303.7618654223297,2.1400511264801025,7.474000473699684,0.35753029584884644,20.315275192260742,0.00048275030712829903,1.4734681844711304,0.1845680031222835,0.0035125610056530032,25.385649081532826,25.387397772143956,26.218631498299597,40.75938534432911,87.12783712528137,-172.1120885270084,0.003776314798273006,0.003684698496869032,0.026420345325749117,0.20936901333322497,0.0009922999888658524,0.2274177372455597,1.7806369066238403,22,5.903524708767158e-05,-1.8490833308076074e-05,7.012001276881597e-05,979.7212363105004,6.190026632452948,3.0934888418221576,0.4051220952201268,9.2,0.062356223630935355,8142454.096942185,0.0002137664243307863,9460,0.9611538630061903,2.683117605523557,0.016196852243363872,0.006180590524149402,0.009908609908609908,0.42632432684230515,0.0004130311727683929,-0.00012936831014437344,0.0034322970790999488,1163814.7982470947,0.0014955844295639169,0.016196852243363872,0.04324156609837555,0.5686816573143005,1.8467777408659458e-05,5.502049446105957,2.836514949798584,0.7268936038017273,1.0,0.0,0.1610827031488832,,,0.48678114046979015,0.22233993451220652,,,,,,0.04205844813119244,0.046778158363259964,0.20204231852355092,26,54,0.16615384615384615,1.0,0.29342848571702834,264.30124535576044,0.0005493388021251851,1.1479116811403434,19,34,0.19883040935672514,1.0,0.2593079136167853,333.0460377390804,0.0006472973575374295,0.5774034683688898,0.13734242524538348,0.07373466122106569,0.2378621410663896,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0014339466579258442,0.015165610238909721,0.002210704144090414,0.0009922999888658524,107
32,False,0.0,ViT-B_16-clip-openai,False,0.01,0.8929851510496671,0.6329585313796997,0.2534825801849365,0.151484727859497,0.2768702805042267,0.1288274526596069,0.5843410491943359,0.2959990501403808,tensor(0.8512),0.533469557762146,0.8942844271659851,-0.3392857313156128,322.44533026122764,2.1529877185821533,0.7195890545845032,-0.8454968929290771,322.44533026122764,2.2343897819519043,0.7061528563499451,-0.8977128267288208,322.44533026122764,2.1738386154174805,0.6710115671157837,-0.928791046142578,322.44533026122764,2.1763083934783936,7.601122272751976,0.5546585321426392,23.879674911499023,0.0010295535103068687,1.4558532238006592,0.15351955862071542,0.005878836375757146,30.550354157407735,30.551874259388104,31.98150161261525,54.53266860509485,146.4235928582493,-5572.2792832867335,0.006362165560290123,0.006212985002207461,0.033050381378876094,0.2674873384877586,0.0017238147556781769,0.19872939586639404,1.8244937658309937,22,9.24376803999957e-05,-4.452603215897867e-05,0.00021497607538585356,1184.5340787173507,5.708198537787832,3.081722180538668,0.37460554739452145,24.6875,0.05727330057665325,5959218.038956622,0.0002657679667497449,5867,0.6787394326304079,2.4280839676759682,0.011347517730496451,0.012306181276580199,0.00682826635726493,0.47271297642170484,0.0004802007311272915,-0.00023130646842058132,0.005801465179723521,1147137.5473810302,0.0013806271709451774,0.011347517730496451,0.06392887885543919,0.5772897601127625,1.808330307540018e-05,6.560142517089844,2.7739028930664062,0.7422156929969788,1.0,0.0,0.09462159517970448,,,0.215616365119675,0.6040614745085482,,,,,,,0.057012444498111395,0.12330971587366538,30,68,0.15632183908045977,1.0,0.4633172600826816,296.4778334145117,0.000419129792966873,1.1419782894831125,17,29,0.21323529411764705,1.0,0.2325044305277023,411.85329138909714,0.0004902122577066788,0.4830595437471718,0.18748108338485797,0.10343675956495764,0.3881117469091627,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.002357758115977049,0.024755878373980522,0.003602878423407674,0.0017238147556781769,121
33,False,0.01,ViT-B_16-clip-openai,False,0.01,0.8689196108550947,0.5602859258651733,0.1967661678791046,0.0897902771830558,0.1992812752723693,0.0768630132079124,0.3349047005176544,0.1635566353797912,tensor(0.8157),0.4743804037570953,0.8438453674316406,-0.5051952600479126,263.8709545273592,2.097442865371704,0.6631345152854919,-1.0862586498260498,263.8709545273592,2.201190233230591,0.6173610091209412,-1.1691288948059082,263.8709545273592,2.1624767780303955,0.6368915438652039,-1.1173187494277954,263.8709545273592,2.14749813079834,7.387674578114288,0.3715594708919525,22.86760711669922,0.0006107069093559403,1.6075762510299683,0.12360981673289796,0.003888498439948762,25.541736101666736,25.543340926236187,26.32165370435415,47.45516590419406,107.00572080217455,-212.91701635359547,0.004170242340677532,0.004129028810183399,0.0327464121964272,0.2541210544706814,0.0014327920507639647,0.20144122838974,1.7734861373901367,22,3.789030737147047e-05,-1.7265549555399083e-05,0.00013630883210159582,1048.2407136968636,5.500702691228054,2.9962541887822387,0.3700080579025136,23.1875,0.06528214244043229,9981106.630953912,0.00019605801382944655,15394,0.7925870493940776,2.354289081417129,0.01587007914482475,0.00964449788828712,0.00932153244826695,0.5130431677615108,0.00029752873690925196,-0.00013557549611960344,0.008404765056186553,1271094.6958429907,0.0015395201765425989,0.01587007914482475,0.07573217244260044,0.8422913551330566,2.5094183001783676e-05,6.4160542488098145,2.6765339374542236,0.739526629447937,1.0,0.0,0.14083586389000674,,,0.2214060329289294,0.6759897709749397,,,,,,,0.025590262428749413,0.07701393366738149,26,52,0.16,1.0,0.2472641912400197,366.8590158739758,0.0003188326520253516,1.0166339586902755,20,33,0.1736842105263158,1.0,0.12716286862301107,511.99580323589294,0.0003115251420017687,0.5317963912338666,0.22578482503792885,0.12725898652217066,0.4245700586911958,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0019526726100593805,0.019100457429885864,0.0029584765434265137,0.0014327920507639647,115
34,False,0.0,ViT-B_16-clip-openai,False,0.03,0.8899129544290835,0.7199145555496216,0.2111940383911132,0.1193474903702735,0.2531852126121521,0.1200843453407287,0.4691535234451294,0.234309121966362,tensor(0.8505),0.6825447082519531,0.905116319656372,-0.2997590601444244,322.4573856513679,2.1694328784942627,0.6844004392623901,-0.9179468750953674,322.4573856513679,2.2467942237854004,0.674288809299469,-0.9668458104133606,322.4573856513679,2.190368413925171,0.6182476878166199,-1.0619261264801023,322.4573856513679,2.1773271560668945,7.580717920970271,0.7168094515800476,24.30166244506836,0.001621492876438424,1.4527418613433838,0.12169002260652126,0.00710007289852399,33.26175925359516,33.26326182969052,34.3787859233258,61.04251744945248,122.2565114391173,1399.2692039447454,0.007565627479266368,0.007492600754517298,0.038263373566561565,0.254018427553207,0.0032507528085261583,0.18740825355052948,1.805533766746521,22,0.00014800152485580477,-1.1368454726915644e-05,0.0004942715962319665,1173.5963461509677,4.082653593600537,2.736352575387899,0.23073292079995716,2.0,0.04093630368176721,3327744.5646222,0.000263751516090838,13139,0.45739860316318703,1.855428434083491,0.015355436408067987,0.019894605038125783,0.00836202656173143,0.5703859372484927,0.0007485239320491952,-5.7496427834228636e-05,0.012642839896446325,657976.6498862493,0.001333934380864541,0.015355436408067987,0.10061779900548005,0.7814725637435913,6.428179040085524e-05,6.637001037597656,2.6070497035980225,0.7096610069274902,1.0,0.0,0.12629270783106447,,,0.29853103873556,0.5226137301156188,,,,,0.03184540015721196,,0.043749241913443655,0.10326058907816554,24,68,0.2463768115942029,1.0,0.628249643043165,261.3242107021257,0.000656874875042301,1.3544791050811058,15,22,0.20952380952380953,1.0,0.18601540402401767,529.1694998506815,0.0003432902064920281,0.28805898115469813,0.1787309568820978,0.09813539496400889,0.620466531422302,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.004035600461065769,0.031555384397506714,0.005667548626661301,0.0032507528085261583,114
