model_id,linear_probe,weight_decay,model_type,use_adam,learning_rate,val_id_acc,val_id_f1,test_id_acc,train_acc,train_f1,val_AC,val_ANE,val_l2,val_EMD,test_AC_ood,test_ANE_ood,test_l2_ood,test_EMD_ood,middle_layer_entropy,weighted_shortcut_score,weighted_shortcut_score_normalized,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_diff_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,path_redundancy,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_0,inflow_from_1,inflow_from_10,inflow_from_11,inflow_from_2,inflow_from_3,inflow_from_4,inflow_from_5,inflow_from_6,inflow_from_7,inflow_from_8,inflow_from_9,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0
45,False,0.01,ViT-B_16-clip-openai,False,0.009,0.9583333333333334,0.9583333134651184,0.9137499928474426,tensor(0.9372),0.937206506729126,0.9124775528907776,-0.2386508733034134,321.9071730343501,1.9566633701324463,0.8548374772071838,-0.3404848873615265,321.9071730343501,1.9244197607040403,7.358908994622791,0.3793591260910034,50.77456283569336,2.5248837118851952e-05,1.0505197048187256,1.3319057843014066,0.004593506425777605,30.568674301326315,30.57062665988711,31.540222461600575,50.44536888282994,98.85586028333522,111.20505795382095,0.00489946125335905,0.004730386627642247,0.11297711166196749,0.6331299508900234,0.0013611158356070518,0.18111611902713776,1.875944972038269,22,1.811412801776356e-05,-1.1218848852950397e-05,3.681554848628892e-05,1339.3525154116176,5.139326684156057,2.6953120346335893,0.36345542635311523,56.25,0.02629397594130938,20333628.08565528,6.223913525219708e-05,9225,1.8929384773188715,2.8853661863252142,0.01199254517462118,0.005255172746128507,0.0068844592100406055,0.6021630054715394,0.0004176969518908111,-0.0002586974691747448,0.019575777584343965,881801.8309952939,0.0014351835021989448,0.01199254517462118,0.12117997765826533,0.5222670435905457,0.00016324444732163101,3.560539722442627,3.060354471206665,0.6417843103408813,1.0,0.0,0.16412266245347876,,,0.1528080073660593,0.7281654442635784,,,0.007734428984612388,0.00572913898895906,0.00729784155628447,0.013390605704427348,0.026160904545003465,0.058713628591075574,15,24,0.22857142857142856,1.0,0.29334929621617994,560.8924685802934,0.0003969106616922141,0.2232499096412343,27,61,0.1737891737891738,1.0,0.25615273943965305,378.5406900581283,0.00034696587451139616,1.5246898343331476,0.12603012801280902,0.06725301718920615,0.5645248780406728,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0015955251874402165,0.00819428265094757,0.0019594908226281404,0.0013611158356070518,121
46,False,0.0,ViT-B_16-clip-openai,False,0.009,0.948170731707317,0.9481372833251952,0.8687499761581421,tensor(0.9207),0.920689344406128,0.8690084218978882,-0.3340356349945068,322.43917728057994,1.94644033908844,0.815677285194397,-0.4100244641304016,322.43917728057994,1.914987325668335,7.473049724017601,0.2567133903503418,53.334861755371094,1.6023439457057975e-05,1.0351613759994507,0.9148437364977675,0.0029893480694607177,16.08457868671945,16.085384489286675,16.690615604612237,28.889197016844896,58.87902392303134,84.24045647014701,0.0033074424025016924,0.0031303628516070603,0.07767816604880695,0.6503647718229985,0.0008102337014861405,0.22232790291309357,1.829460859298706,22,1.7252389700293004e-05,-1.2062537380767805e-05,1.5886182312985997e-05,1102.3755342142767,5.237640059990832,2.805903144551639,0.41526780077171715,8.0,0.033799422743865534,19656052.21715709,5.580069848106061e-05,1707,1.6958327457606384,2.8810696835903937,0.009143049932523618,0.003325233989495066,0.005891330891330891,0.5629727439561241,0.00040518741332684193,-0.0002832991940745562,0.008762598489456952,836930.9256370142,0.001310528036675607,0.009143049932523618,0.07809601927566318,0.7427083849906921,7.309085776796564e-05,4.164226055145264,2.9985032081604004,0.6924723386764526,1.0,0.0,0.1757676577195932,,,0.13540267086264468,0.7241759397744993,,,0.010188311569195902,0.008273200899547212,0.012818385802339112,0.014585607775262622,0.030111247477578006,0.06444463583893313,17,29,0.21323529411764705,1.0,0.3030880310661425,440.63280537903563,0.000369111407709996,0.4346079040947213,22,45,0.19480519480519481,1.0,0.36824023203427547,309.15946681750586,0.00045335291500553935,1.2796034512330894,0.14289432233609464,0.07694463705255837,0.3287890555827335,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0009805792942643166,0.005996092688292265,0.0012533051194623113,0.0008102337014861405,108
47,False,0.01,ViT-B_16-clip-openai,False,0.009,0.9735772357723578,0.9735745191574096,0.928749978542328,tensor(0.9446),0.9445660710334778,0.952441155910492,-0.1342871189117431,319.8797674121056,1.9768903255462649,0.9122390151023864,-0.217875674366951,319.8797674121056,1.950165867805481,7.422637107390667,0.6095492839813232,44.221588134765625,0.0,1.4356861114501953,0.7278260968554483,0.0070919588750761875,35.860390212981564,35.86215012246732,37.64599588905304,68.30595599260603,97.63015687060148,295.2968640301828,0.007658272163240554,0.007576238566031179,0.07661480345230476,0.5496411475001846,0.0013926037354394794,0.2206275910139084,1.7792874574661255,22,5.0452053620720735e-05,-1.856014023463067e-05,6.059920435768756e-05,1231.7936261502032,6.158145847938529,3.0485641966786856,0.4745143466145868,9.5,0.03682698287329607,6699977.710467264,0.00013935652991793363,11326,2.0016567984835136,3.0034888516631026,0.01584008097165992,0.005952636521347921,0.008824208824208823,0.5038180176534228,0.0005047346555020509,-0.00018568016950529622,0.006065065355141835,669713.5424920891,0.001394156732548697,0.01584008097165992,0.05955162927673432,0.2816002070903778,8.361311483895406e-05,4.358953952789307,2.9633758068084717,0.6623750925064087,1.0,0.0,0.1644800842933894,,,0.2015811896599753,0.7036192338120647,,,,,,0.015514840950186118,0.04760128276208831,0.03168345281568562,20,46,0.24210526315789474,1.0,0.42710395384274025,333.80348462732985,0.0007108581497700922,0.7041976073924449,20,43,0.22631578947368422,1.0,0.1606577570958873,313.73183521378706,0.0007513189565535138,1.0910239764894754,0.1023892080590398,0.0539569064920376,0.14539840377784605,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0018136975122615695,0.014023277908563614,0.0024698430206626654,0.0013926037354394794,115
48,True,0.0,ViT-B_16-clip-openai,False,0.01,0.9817073170731708,0.9817070364952089,0.9574999809265136,tensor(0.9573),0.9572935104370116,0.9763422012329102,-0.0656965747475624,322.4400968150907,2.021903276443481,0.9579514861106871,-0.1143823787569999,322.4400968150907,1.9904260635375977,7.544571949058007,0.7961106300354004,62.78562927246094,8.893122867448255e-05,1.119443655014038,1.2160769710248263,0.00960377735839978,33.959607195392216,33.96077222490856,35.584235175265896,88.96530558112822,193.4612726382887,106.83883312461066,0.010368175414612324,0.00937688879292864,0.11776716534533153,0.7395128442996313,0.0025187821593135595,0.20715607702732086,1.8774522542953491,22,6.17662498954353e-05,-4.0679997802222745e-06,9.963724065775358e-05,1307.7817159378246,5.1520910209046065,2.6963330026205403,0.39273569706371336,3.555555555555556,0.018375241713355,6715563.586368499,0.00010682198984244126,5141,1.4920165920471482,2.7676311125668676,0.011861861861861861,0.008679690646439368,0.006797706797706796,0.5914632081539054,0.0007015751144364682,-4.620657592475507e-05,0.012854866341095818,591234.1758085353,0.001213343029566649,0.011861861861861861,0.09858870980383655,0.7106707692146301,0.0001129213924286887,4.474338531494141,3.034994602203369,0.6468372344970703,1.0,0.0,0.19480724802649196,,,0.38306566660348285,0.40339948368940654,,0.004615158483182725,,0.023927342852193625,0.0439880895466434,0.007703749695898555,0.03499287306819244,0.09830763606099988,17,36,0.2647058823529412,1.0,0.4386392375643641,429.25175207064603,0.0005200788276874766,0.5338128760371692,20,46,0.24210526315789474,1.0,0.23651928362178237,346.2985543724426,0.0006085018406330644,1.2328396714457541,0.11667372625853836,0.06195088333088005,0.21856671409779635,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0029583682771772146,0.013827425427734852,0.003539017401635647,0.0025187821593135595,112
49,True,0.01,ViT-B_16-clip-openai,False,0.01,0.9827235772357724,0.9827221035957336,0.9574999809265136,tensor(0.9652),0.965172290802002,0.9785649180412292,-0.0626464337110519,322.44009037484307,2.026946544647217,0.9577405452728271,-0.1119233891367912,322.44009037484307,1.992545247077942,7.501675963471647,0.8109011650085449,67.0293197631836,8.700852049514651e-05,1.0855132341384888,1.3349858120481775,0.009668918664509363,34.710972794847294,34.712171033014954,36.06719593969428,109.40268642552446,247.7897059506849,90.17918086923838,0.010344354879975981,0.0095820151271937,0.12226296875838007,0.7920525742058527,0.002433211775496602,0.20558984577655792,1.8835089206695557,22,1.2079289298764461e-05,-4.744993215022647e-05,9.985362541466497e-05,1263.3839986766975,6.1187144878524675,2.721998160213946,0.40806351595087,56.1875,0.02125589615732883,10048562.438402917,0.00011308877305234119,837,1.4251189663100503,2.758479754353729,0.009574351679614837,0.008845919893581036,0.005483216009531796,0.5904643984540039,0.0001427684717782187,-0.0005608239050149204,0.01394908388318989,850184.1629528907,0.0013366275687790607,0.009574351679614837,0.10455238073149806,0.8205620646476746,0.0001221629063365981,4.530320167541504,3.0314316749572754,0.6447542309761047,1.0,0.0,0.18042247378016915,,,0.3614513078738385,0.43217038464259555,,0.004079945453405839,,0.027162981093180088,0.036522756319548315,0.011072995910624526,0.025129524805924036,0.10241010390088316,18,38,0.24836601307189543,0.8888888888888888,1.079423387790972e-15,316.2033338643099,0.0007069109794997988,0.516146652215945,21,43,0.20476190476190476,1.0,0.1628463510079733,390.4336225217877,0.0005239403184984935,1.2357666046977114,0.12404337154317183,0.0661227288848413,0.24032582796114826,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0029398666229099035,0.01360628753900528,0.003497952362522483,0.002433211775496602,113
50,True,0.0,ViT-B_16-clip-openai,False,0.01,0.9817073170731708,0.981704592704773,0.9574999809265136,tensor(0.9644),0.96440452337265,0.9804056286811828,-0.0556923970580101,322.4404147030494,2.0448338985443115,0.9599195122718812,-0.1013680100440979,322.4404147030494,2.013237476348877,7.506484390988269,0.8792504072189331,68.67806243896484,0.0001259298405784648,0.9932146072387695,1.410159123537373,0.010553766922985375,33.700235468535496,33.70127568347502,35.1190606322283,96.5556459459323,194.84818802503776,81.98982218228893,0.011334063534974348,0.010386030370369781,0.13042798373504072,0.8112504746957142,0.0025384719483554363,0.20132756233215332,1.8875724077224731,22,3.369887699763435e-05,-4.9703034194807076e-05,0.00011224149677443287,1308.1174273975337,4.817154348790519,2.6553372599466423,0.3757647517038256,42.25,0.02019610940660565,5261104.181870444,0.00010662116828749246,1617,1.4238367013256645,2.7508662470397214,0.013801884390119683,0.00949424553959064,0.007421660252886202,0.5988244225406726,0.0003877912250271799,-0.000571959731477314,0.014863413257073896,457187.5018390589,0.001226947526300733,0.013801884390119683,0.10925542490836879,0.975109338760376,0.00013841583859175444,4.589723587036133,3.0319430828094482,0.646136462688446,1.0,0.0,0.16069696467786132,,,0.35100202915648454,0.43209168941329995,,0.004977576783418549,,0.024349802544951126,0.0375168039921397,0.017214922406130748,0.029931664459665348,0.10291551124391,14,34,0.37362637362637363,1.0,0.4305729934666295,297.39466096566474,0.0013178397419556587,0.4569545103140775,20,43,0.22631578947368422,1.0,0.24528319702405713,339.79059835371385,0.0007052239825327126,1.2980388246948542,0.122503332495534,0.06524822899332396,0.2680864937985491,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.00312562077306211,0.013925549574196339,0.0037010288797318935,0.0025384719483554363,108
51,True,0.01,ViT-B_16-clip-openai,False,0.01,0.9847560975609756,0.984754204750061,0.959999978542328,tensor(0.9654),0.9654248356819152,0.977916419506073,-0.0629708394408226,322.4401962534218,2.0403430461883545,0.955922544002533,-0.1115530505776405,322.4401962534218,2.016131401062012,7.545947367899978,0.8381356596946716,67.92426300048828,9.450318611925468e-05,1.043424367904663,1.3140990261821226,0.010323620774279618,34.67401583829444,34.67514641336362,36.146216141449734,82.58112984254987,153.40459072922835,94.66348104831849,0.011081164109853603,0.009895638219788339,0.12789564758660263,0.8019633822676369,0.0025878408923745155,0.19834665954113007,1.894905686378479,22,5.5585317287650896e-05,-1.1239229144474654e-05,0.00010704551232744256,1367.6757185812542,4.768422615679699,2.6729511028956887,0.3751334679703787,14.888888888888888,0.01667751901918755,7058513.625964093,0.00010258710317637083,4595,1.421928324497318,2.7745737978700875,0.012683736367946893,0.00929500223268194,0.006794190312195853,0.5920374508961899,0.000641552777249787,-0.00012972055058300632,0.014259787547081126,611562.6631249008,0.0011840364211013709,0.012683736367946893,0.1072807482543019,0.8877310752868652,0.00013501480862032622,4.718574523925781,3.0354342460632324,0.6491562128067017,1.0,0.0,0.14987805561791775,,,0.36502955004541926,0.4181619124451492,,0.005413567519367635,0.02142211875626062,0.022358700394781026,0.04131764910335146,0.00735850759043703,0.036910789634105295,0.08202720451112841,18,35,0.22875816993464052,1.0,0.48215028579904673,429.3535483866361,0.0004173626331616936,0.45675516285545514,20,47,0.24736842105263157,1.0,0.2713448572585455,375.6807811436445,0.0005469441606500969,1.2718773321769212,0.13568375248381176,0.07277936490902873,0.29706013969403183,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.003123329021036625,0.01351618580520153,0.0036571586970239878,0.0025878408923745155,114
52,True,0.0,ViT-B_16-clip-openai,False,0.03,0.9827235772357724,0.9827231168746948,0.9612500071525574,tensor(0.9680),0.9679715037345886,0.9831345677375792,-0.0449891872704029,322.44070717551784,2.0728917121887207,0.9706883430480956,-0.0774214565753936,322.44070717551784,2.0373942852020264,7.540372408848098,0.996181070804596,64.7594985961914,0.00011119828195660375,1.0817663669586182,1.2899848642841174,0.012046397446047408,35.69523697196028,35.696264573774506,37.2567537975664,95.14796165181382,194.50262758034233,119.18002409935139,0.012935388409763604,0.01179552955303187,0.12410406961240517,0.766801476788764,0.0031678061932325363,0.20414669811725616,1.8875960111618042,22,7.046026398042712e-05,-6.482319982658761e-06,0.00015616642056975584,1343.7073141224819,5.040301740784271,2.685333018859571,0.3831463890977671,6.222222222222221,0.018474532748088624,6009420.623039024,0.00012691744375126245,5695,1.4897621185211871,2.774404869992805,0.012110795005531846,0.011064536337430694,0.006810256926698475,0.5980187669460142,0.0006760058600305743,-6.219231916808712e-05,0.014374741874901628,626363.4467099232,0.0012176641369298774,0.012110795005531846,0.10615474672825106,0.751079797744751,0.00012637546751648188,4.402703762054443,3.0349373817443848,0.6446475386619568,1.0,0.0,0.1803269874544023,,,0.37610873336580736,0.4230621677948423,,0.004284476448267731,,0.02261722482597505,0.04113979943926958,0.006908922672589836,0.030812881113953926,0.09506579433929424,17,36,0.2647058823529412,1.0,0.4434888039628362,435.85731867217834,0.0005123350124734808,0.5008457650679087,21,48,0.22857142857142856,1.0,0.24368127884156526,354.92919242778646,0.0005473473200583871,1.2745394316564858,0.11230740163780276,0.05949453938381868,0.2242355021661713,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.003738600295037031,0.01678786613047123,0.0044265687465667725,0.0031678061932325363,114
53,True,0.01,ViT-B_16-clip-openai,False,0.03,0.983739837398374,0.9837395548820496,0.96875,tensor(0.9685),0.9684796333312988,0.9835426807403564,-0.0435715354979038,322.4409032065603,2.0846736431121826,0.9724652767181396,-0.070058025419712,322.4409032065603,2.046137809753418,7.546101554278977,1.0383126735687256,69.65552520751953,0.0001659241934248712,1.0330400466918945,1.4478237368206925,0.012895264059831879,37.469629369273676,37.47068135505662,38.73120723960939,117.60984859264667,226.25122045669622,88.43988507527712,0.0136945354894209,0.012347160308635807,0.13420272549886308,0.8283133646281998,0.003246370702981949,0.19649764895439148,1.9059832096099854,22,2.7472989645968467e-05,-5.1704551436317105e-05,0.00016951476019993347,1320.0305964148463,5.253297276399286,2.6497903772672187,0.3780467452812078,54.22222222222223,0.01671321710056505,6353149.97477814,0.0001336956026132257,1102,1.4093991778874488,2.7275959177992877,0.017721669037458507,0.011791908164866822,0.008611054663686243,0.5984642836509257,0.0002692273869385987,-0.0005066897052843013,0.016279241043983966,648299.6604298819,0.0013101784012543374,0.017721669037458507,0.11555730519857993,1.0740693807601929,0.00014965191076043993,4.637707233428955,3.0340538024902344,0.639070987701416,1.0,0.0,0.1362661245266459,,,0.36302991179653155,0.4361062655326709,,0.004531589130854707,0.015094710885445093,0.024937210216155685,0.03472241821772547,0.012771119584957264,0.022412029015317483,0.08639474562034186,18,39,0.2549019607843137,1.0,0.19261605104570367,499.3226389293669,0.00037272920489055426,0.46414193812092003,20,41,0.21578947368421053,1.0,0.27522651109055646,400.64288117172487,0.00048381495277529795,1.2656362568194905,0.13511090252979477,0.07244983238578528,0.29109824265566614,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.003981851972639561,0.016566716134548187,0.004646641667932272,0.003246370702981949,112
54,True,0.0,ViT-B_16-clip-openai,False,0.03,0.983739837398374,0.9837387800216676,0.9574999809265136,tensor(0.9672),0.9672074317932128,0.9810755848884584,-0.048426404595375,322.4424355921214,2.0906639099121094,0.9675323367118835,-0.080683909356594,322.4424355921214,2.0538768768310547,7.5467701907782105,1.0289113521575928,66.77600860595703,0.00017282405678997748,1.207497477531433,1.130125561761778,0.013030686404547964,29.414862493439873,29.41550188630656,30.684417955409426,72.66406254732385,119.35275251419287,85.8205469081315,0.014071157411649438,0.012246603068547302,0.11596493744153823,0.7948002452140744,0.0030394657514989376,0.20453816652297974,1.9021692276000977,22,7.87916686307207e-05,-1.3767696052123754e-05,0.0001684197001996732,1368.4625006320734,5.432102098474823,2.809104178582094,0.3971702599293998,31.5,0.018415338948797728,5646470.709078547,0.00014979216220336428,4524,1.4607519333222825,2.8998089790532564,0.01298920377867746,0.011282441403387345,0.007067718606180144,0.5736864601024942,0.0006493499995200615,-0.00011346445211137869,0.011439050905474046,685138.7533663375,0.0012344901661167685,0.01298920377867746,0.09298259000243357,0.9230365753173828,0.00010523210221435875,4.7472429275512695,3.0255796909332275,0.6593865156173706,1.0,0.0,0.1716368221991453,,,0.3554391779643856,0.4117455290414599,0.007655217485813257,0.006373868354091153,,0.023402865958685005,0.04536583852511148,0.008893927185730642,0.042438318340605616,0.09868525714411733,19,41,0.23976608187134502,1.0,0.35105741784768696,431.9529971576082,0.0004908815749081411,0.573360541090261,21,42,0.2,1.0,0.18040888053939474,384.2349348006895,0.000504410892880782,1.1479264940975473,0.1393564824060957,0.07489692737397913,0.2430520979715581,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.003765985369682312,0.018762007355690002,0.004541297443211079,0.0030394657514989376,118
55,True,0.01,ViT-B_16-clip-openai,False,0.03,0.9847560975609756,0.9847556948661804,0.9649999737739564,tensor(0.9662),0.966191828250885,0.9829854369163512,-0.0443998947739601,322.441219072209,2.0751941204071045,0.9701459407806396,-0.0787526220083236,322.441219072209,2.03749418258667,7.542296815234664,1.0138477087020874,63.55966567993164,0.0002237112494185567,1.2300854921340942,1.1446346966840986,0.012612702355752958,33.26151112820398,33.26235850853918,35.01859574348917,78.99135525107798,136.10187146657944,94.04907981478034,0.013690229099609041,0.011916269807500157,0.11109797570866572,0.7470482454437815,0.0031640958040952682,0.21209269762039185,1.891204833984375,22,8.31908153641309e-05,-9.927432760043121e-06,0.00017159854361671888,1368.4677437457012,5.625955321521671,2.7701747979328823,0.4100505796653914,90.8888888888889,0.017407038629942247,5885257.816991173,0.00014130421737391794,2091,1.497545355211211,2.837450686418731,0.011251686909581646,0.011377617209753207,0.006328073635765943,0.5861224618980879,0.0006751041342139374,-8.056239675232886e-05,0.011300674841730396,725220.5608465079,0.0011467018341929174,0.011251686909581646,0.09233082386126817,0.8307233452796936,9.757336374605075e-05,4.684053421020508,3.031444549560547,0.6518170833587646,1.0,0.0,0.18897296753391565,,,0.3625754767533183,0.4057767020111022,0.006858605343298058,0.0054702651504393894,0.01752399452535558,0.01764638501858366,0.03900565987646691,0.009301549264417995,0.04266566786175106,0.09317569419526683,18,37,0.24183006535947713,1.0,0.2531171017509364,451.5528680890638,0.0005077044172251461,0.5282693856545699,22,46,0.19913419913419914,1.0,0.18356837599154313,440.2910232443644,0.0004260724771582185,1.1758158761749309,0.14795736908524956,0.07988874911166127,0.28007939339872595,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.003844444639980793,0.018521619960665703,0.004627453628927469,0.0031640958040952682,118
56,True,0.0,ViT-B_16-clip-openai,False,0.009,0.9827235772357724,0.9827234148979188,0.9649999737739564,tensor(0.9631),0.963140606880188,0.9807194471359252,-0.053587082773447,322.44062855164645,2.04714584350586,0.9662575721740724,-0.0891357138752937,322.44062855164645,2.0202126502990723,7.5531651439201495,0.894207775592804,64.58662414550781,0.00011015413110726513,1.1564842462539673,1.263006734552713,0.011270649436475821,33.016903529315876,33.01784109906753,34.47374558691153,84.94499868615831,157.5993780462875,84.9794465336513,0.012135156038965533,0.010607233918307202,0.12178534902814878,0.7661365865410572,0.002796496031805873,0.20755942165851593,1.897284984588623,22,5.998619967430403e-05,-1.1963315767160582e-05,0.00013218031108082676,1379.7233110821164,5.345164934979838,2.740561342754983,0.3973497072387282,12.666666666666666,0.015533285756789281,6597995.756901465,0.00011984999217366355,4587,1.4425003608591132,2.8013668378429877,0.011781011781011782,0.010054756268219644,0.006509144213318441,0.5938928588209046,0.0006020073423922797,-0.00012006102393822182,0.013312746743666157,657448.2676799867,0.0012027862562760886,0.011781011781011782,0.1009071633660959,0.872228741645813,0.00012017283734166995,4.704002380371094,3.0334768295288086,0.6455004215240479,1.0,0.0,0.18115776912357204,,,0.3656815942807025,0.4056580511426016,0.007785233831159479,0.0058679468181480005,0.01635207847990132,0.02228624748245978,0.042812472029075115,0.007772846394787506,0.034518188038514384,0.09126534150265028,20,44,0.23157894736842105,1.0,0.3818550993786058,471.96433098260695,0.00038765920460230303,0.5878473196128899,19,42,0.24561403508771928,1.0,0.24188200831998358,404.85226240267906,0.0005559262747996091,1.1566706487161196,0.12774101583549516,0.06822828300781239,0.2173030505941838,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0034276070073246956,0.015977216884493828,0.0040992326103150845,0.002796496031805873,117
57,True,0.01,ViT-B_16-clip-openai,False,0.009,0.9817073170731708,0.9817060828208924,0.9574999809265136,tensor(0.9639),0.9639036655426024,0.9774850010871888,-0.0659150183200836,322.44002750707267,2.021990299224853,0.955873727798462,-0.1177590638399124,322.44002750707267,1.9869521856307983,7.4983970308524155,0.7874026298522949,66.4769058227539,8.47170886117965e-05,1.0903236865997314,1.3127271365074422,0.009337749178486732,34.00749741041773,34.00868829878109,35.36280637345082,105.94876666578458,238.63781183801214,89.66480671355615,0.01000369665166545,0.009292854893146796,0.12018696122928171,0.7845543502246779,0.002351687988266349,0.20676878094673157,1.8813438415527344,22,1.184481812965738e-05,-4.7149085656474195e-05,9.469423280488026e-05,1218.2661177017455,6.300594320019869,2.737198250832004,0.41029974588841356,56.1875,0.0218276936557311,9941059.851675654,0.00011415496432871194,796,1.4653584906923667,2.7859134829702854,0.009738483422693948,0.008582874226745977,0.005670492391883023,0.5857758314210499,0.00014230688140831212,-0.0005664619803306881,0.0136684267264755,827437.4814665744,0.0013714889122953063,0.009738483422693948,0.10311699484047504,0.798841118812561,0.00011775625898735598,4.4771599769592285,3.030942440032959,0.6452515125274658,1.0,0.0,0.18593509196835062,,,0.3590962643587796,0.4286646997762761,,,,0.027311064921335424,0.03676331384466186,0.018907947053817094,0.025411555102272183,0.10384515494285775,17,34,0.25,0.8823529411764706,-1.7108415764765376e-16,288.61531803979585,0.0008204558988539504,0.5100651444511162,22,45,0.19480519480519481,1.0,0.17641721097905333,388.193505630793,0.0005194384102570914,1.2421235987967494,0.12390562837606717,0.06604445397318442,0.24292118315475697,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0028393089305609465,0.01339312270283699,0.0033946943003684282,0.002351687988266349,111
