model_id,linear_probe,weight_decay,model_type,use_adam,learning_rate,val_id_acc,test_acc_0,test_acc_1,test_acc_2,test_acc_3,test_id_acc,num_edges,total_nodes,middle_layer_entropy,longest_path_to_logits,circuit_instability,normed_circuit_instability,weighted_shortcut_score,early_to_deep_edge_importance,path_depth_entropy,logit_contribution_ratio_deep_vs_shallow,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,object_edge_score,bg_edge_score,object_vs_bg_diff_mean,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,path_redundancy,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy
109,True,0.0,ViT-B_16-clip-laion2b,False,0.01,0.9837397933006288,0.96999997,0.92499995,0.87,0.995,0.9441758404556437,66,27,7.554574112494968,3,5.911848347750492e-06,12469680128.0,14.950135231018066,0.0015537338331341743,1.1157355308532715,37.99500402134576,0.12964841723442078,1.8671008348464966,22,0.15720874071121216,0.1539190411567688,-0.013914573795790964,0.0014973317520276287,-0.00028277647277042566,0.08169097222587329,1339.6458161797118,4.623853398937327,2.6913779805178875,0.357387249971833,32.666666666666664,0.018305537726659032,391595.4057747987,0.0025529176483939982,8362,1.4842928978304955,2.8126284894248625,0.012354819976771196,0.23344224428724497,0.006993041118886579,0.6254279292910622,0.0007445644066035099,-0.0001406136514569556,0.020199589193509192,787505.0547139401,0.0012694659137732754,0.012354819976771196,0.11608168009970644,0.21397356688976288,0.0007938126800581813,3.6571152210235596,3.0866754055023193
110,True,0.01,ViT-B_16-clip-laion2b,False,0.01,0.979674756526947,0.98499995,0.945,0.79999995,0.98499995,0.9489333488177424,64,28,7.530368425795527,2,5.567365860770224e-06,11108158464.0,15.056428909301758,0.003184251138009131,1.0009387731552124,37.04532797545404,0.1310303509235382,1.8811986446380615,22,0.15750710666179657,0.15429818630218506,-0.0141000933637385,0.0005837449892279931,-0.00013343691144339907,0.07716241609025487,1258.713107673405,5.027508055679476,2.722929997725178,0.36111364310528316,37.55555555555556,0.017556284658907503,685265.8029137845,0.0027995800382348258,6975,1.4129319632240893,2.849505628779341,0.011141946757117894,0.22879462357056685,0.0065437284845543744,0.6207647647891954,0.000307182413535537,-7.021812046542381e-05,0.021367425899810985,1302224.5116480787,0.0014732148387427567,0.011141946757117894,0.1203979268149164,0.2912701964378357,0.0007158134249038994,3.7262516021728516,3.0814878940582275
111,True,0.0,ViT-B_16-clip-laion2b,False,0.03,0.979674756526947,0.97999996,0.905,0.865,0.995,0.9397298774249223,55,24,7.537961061158913,4,7.488010851375293e-06,14830704640.0,15.049474716186523,0.0013654357753694057,1.2134273052215576,42.811282854981265,0.13194000720977783,1.879346251487732,22,0.17717108130455017,0.1731492578983307,-0.012195712113915548,0.0006626259382578135,-0.0004908870029333523,0.10792297574086626,1216.345148291096,5.294376625415871,2.6975362108189636,0.3475829132138584,53.6875,0.015383010706556854,593035.8443915133,0.003217630744928961,3676,1.4357901208366395,2.843739952146741,0.009065679925994451,0.27176014537028065,0.005600524205982116,0.6350566644638705,0.0002956174647804343,-0.0002189995029966573,0.021480144846556668,1329288.654586683,0.001435482323343739,0.009065679925994451,0.12124041459810589,0.25821882486343384,0.0010143723338842392,3.7318174839019775,3.0795626640319824
112,True,0.01,ViT-B_16-clip-laion2b,False,0.03,0.9806910157203674,0.96999997,0.90999997,0.895,1.0,0.9416620408526062,65,28,7.5607275054097745,3,6.7005712480749935e-06,13657743360.0,14.969823837280273,0.002892587217502296,1.1372110843658447,30.78299204572694,0.1342799812555313,1.858791708946228,22,0.16010430455207825,0.15678679943084717,-0.01653595743274504,0.0010488827073103424,-0.0003263242022609699,0.084561153420824,1306.9637501381137,4.829894576626932,2.7331005962541433,0.3474540295893013,26.25,0.017545370895886238,518398.52458495315,0.0027362166320149236,3004,1.4597029067840506,2.8652745835622175,0.009475186649099692,0.24189596978892652,0.005757825694198972,0.6127533140263938,0.0004884559466738353,-0.0001519665026998401,0.01833867229814474,1113179.6549346591,0.0012742333768772473,0.009475186649099692,0.11264894430983274,0.03964753448963165,0.0007841134211048484,3.859670639038086,3.087498188018799
113,True,0.0,ViT-B_16-clip-laion2b,False,0.03,0.9806910157203674,0.96,0.905,0.885,1.0,0.9347160856057991,64,28,7.590747241126515,5,8.750565939408261e-06,17362288640.0,14.794074058532715,0.0033686321694403887,1.1626662015914917,33.300343501131344,0.13216713070869446,1.8620328903198242,22,0.18916618824005127,0.18524856865406036,-0.012623934166170922,0.0013712230892406329,-0.00039919017582510145,0.11599410442524777,1396.2806407923536,4.981582712601131,2.752286620741496,0.3606313639214646,43.555555555555564,0.01500283046314833,329436.31033133774,0.003047031071578521,4232,1.526166595183524,2.847081211962603,0.012289657780298733,0.27961590239073353,0.006761562632237617,0.6278375856714303,0.0005521244633402046,-0.00016073436403171736,0.01880588056445641,818168.1937301155,0.0012268903648484898,0.012289657780298733,0.11258764829164389,0.13447268307209015,0.0011296423617750406,3.910937786102295,3.082667827606201
114,True,0.01,ViT-B_16-clip-laion2b,False,0.03,0.9806910157203674,0.97999996,0.93,0.875,0.98999995,0.9500137862789092,62,26,7.539645084470047,3,8.35959508549422e-06,17772443648.0,14.874677658081055,0.005083505995571613,1.1506543159484863,33.58914894310664,0.1313619166612625,1.875122308731079,22,0.1840411126613617,0.17992138862609863,-0.01224320840769383,0.0015390866766076938,-0.0006247882786443362,0.10874008326071267,1244.210429812169,4.860605065231967,2.6856600265397623,0.3483403277338406,33.55555555555556,0.015880599135046435,270459.3007750729,0.0031961904731967177,3678,1.48667165377032,2.832171318824289,0.011420377867746289,0.2712152916762248,0.006667811355311355,0.618346464029964,0.000636931302400636,-0.0002585606130490306,0.01862295931293019,653540.3560480737,0.0013227024631655346,0.011420377867746289,0.1122389743433963,-0.02742873504757881,0.0010345951886847615,3.7209978103637695,3.086855411529541
115,True,0.0,ViT-B_16-clip-laion2b,False,0.009,0.9806910157203674,0.97999996,0.93,0.87,1.0,0.950567813220573,63,27,7.553158706768768,4,5.736666480515851e-06,11435617280.0,15.142847061157227,0.0032491321908310056,1.149024248123169,37.01324776829189,0.13121098279953003,1.8807053565979004,22,0.15994258224964142,0.15666045248508453,-0.012802758594924215,0.0013038350252590656,-0.0002134878822404741,0.07916345253435186,1279.041049813395,4.836612707859593,2.6914323872564947,0.3398194703677442,37.55555555555556,0.01654339910238764,479270.37434106815,0.0027184006227027767,4985,1.3916098981840432,2.8435592122649735,0.01130071478908688,0.23405645870594455,0.006569012382965869,0.6297368440898079,0.0006701423077427227,-0.00010972803484569481,0.020912863453132643,932472.8500420627,0.001397197653308617,0.01130071478908688,0.1202998316305281,0.12000741064548492,0.000713684712536633,3.757573366165161,3.082946300506592
116,True,0.01,ViT-B_16-clip-laion2b,False,0.009,0.9806910157203674,0.97999996,0.935,0.865,0.995,0.9514057490162237,65,27,7.525911668332135,3,5.2441573643591255e-06,12050960384.0,14.876221656799316,0.0013902016216889024,1.1440191268920898,34.38070862324222,0.13217197358608246,1.8677715063095093,22,0.15379510819911957,0.15060187876224518,-0.012896727036376033,0.0012499969294138607,-0.00025032575829609435,0.07350092934635183,1350.4216470922024,5.068906462694975,2.740054685811811,0.3678228296615531,27.555555555555554,0.0191052713584566,545438.8113611245,0.002463346229110291,6455,1.4846596057952477,2.8716798503103718,0.010990338164251207,0.22293738530404855,0.0063652173913043494,0.6214465313271267,0.0006639705033787592,-0.00013296746505872168,0.020738269766178707,1026848.0841764972,0.0013084746046601412,0.010990338164251207,0.11841937080731674,0.23313860595226288,0.0006862906739115715,3.734193801879883,3.0859036445617676
117,True,0.0,ViT-B_16-clip-laion2b,False,0.009,0.9827235341072084,0.97499996,0.92499995,0.85999995,0.995,0.9450137668191232,66,27,7.552935138043617,3,5.767378297605319e-06,12096408576.0,14.96426773071289,0.0015087539795786142,1.1169638633728027,37.77326789152891,0.1295817643404007,1.8685742616653442,22,0.1559649556875229,0.1526980996131897,-0.013914573795790964,0.0013947573082167552,-0.00011141761890592992,0.08061514641379999,1398.266266816624,4.60278884717653,2.703944908012466,0.3576945081575372,32.888888888888886,0.017658348065628823,430621.60909697117,0.0024542574156957535,9708,1.481344188476913,2.8276199890850724,0.01199254517462118,0.2319039072524069,0.006757060926090988,0.6268312637537029,0.0007024946220697139,-5.611747836853701e-05,0.020450567478632546,854971.1607419559,0.0012361309027950592,0.01199254517462118,0.1168025774193325,0.21697741746902466,0.000781500362791121,3.666975975036621,3.086430072784424
118,True,0.01,ViT-B_16-clip-laion2b,False,0.009,0.9786584973335266,0.98499995,0.945,0.79499996,0.98499995,0.9483793285243355,61,27,7.528831647432805,4,5.392693765315926e-06,10782643200.0,15.057332038879395,0.003125565475784242,1.143467664718628,37.193624068316325,0.1309950351715088,1.8811837434768677,22,0.1529068797826767,0.14967013895511627,-0.013442725890673518,0.0005779046724745387,-1.5025603873836026e-05,0.07498845579394214,1252.9499546136562,5.104434647876456,2.726832812569458,0.3609214868281946,42.666666666666664,0.01715272026735106,790910.9366350141,0.0027529259881806387,6975,1.4150182860691047,2.8586329979091927,0.011120104841196424,0.22565318760002587,0.0065696534624920715,0.622064590440328,0.0003085986510342492,-8.02361244293026e-06,0.021383070260193395,1481118.3315121992,0.0014700508586268093,0.011120104841196424,0.1204978500911373,0.28899016976356506,0.0006960273021832108,3.7177627086639404,3.0817978382110596
119,False,0.0,ViT-B_16-mae,False,0.01,0.9593495726585388,0.96999997,0.88,0.745,0.97999996,0.9111494488557127,71,34,7.2379670448505085,4,3.6802648537559435e-06,4993481728.0,10.045214653015137,0.010459542274475098,1.4314864873886108,28.830324838711554,0.1584537774324417,1.82500159740448,20,0.12718543410301208,0.12565244734287262,-0.008472621565646538,0.001664122478856143,-0.0007433077863146979,0.11477538266254894,1367.4429222110389,7.031610232170459,3.0494007108091417,0.4828338616947646,7.76,0.01554594262368268,334495.4160438589,0.005678471429158655,14509,1.830981361693305,3.069991084398957,0.012718917354175713,0.22833724441560826,0.007083987441130298,0.5375706710077515,0.0005028787669070001,-0.00022461911607836145,0.010481049276298816,1106909.6132124197,0.0017159690750162132,0.012718917354175713,0.0690009011048561,0.3231811225414276,0.0008090274641290307,3.822068929672241,2.9805102348327637
