,domain,middle_layer_entropy,weighted_shortcut_score,shortcut_drift,shortcut_reliance,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_10,inflow_from_11,inflow_from_9,mass_pos_frac,mass_neg_frac,signed_algebraic_connectivity,signed_spectral_radius,frustration_mass_frac,avg_clustering_pos,avg_clustering_neg,modularity_pos,modularity_neg,avg_path_length_abs,node_importance_entropy_pos,node_importance_entropy_neg,edge_score_gini_abs,normed_mass_pos_frac,normed_mass_neg_frac,normed_signed_algebraic_connectivity,normed_signed_spectral_radius,normed_frustration_mass_frac,normed_avg_clustering_pos,normed_avg_clustering_neg,normed_modularity_pos,normed_modularity_neg,normed_avg_path_length_abs,normed_node_importance_entropy_pos,normed_node_importance_entropy_neg,normed_edge_score_gini_abs,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0,inflow_from_8,inflow_from_6,inflow_from_7,model_id,AC,ANE,EMD,acc,f1,l2
22,location_156,7.500392776071951,0.0026215610560029,7.671347804588478,7.671347804588478,8.412486567976885e-05,1.4977977275848389,0.0170118078261906,7.128028431748797,7.128027464166425,7.678988092720988,11.999325281482871,20.851546573629413,24.49536413374217,0.0002570527513299,0.0002102511035886,0.004933092265047,0.1385347726804156,0.000525415467564,0.1814259439706802,1.7109415531158447,22,1.6257639144636495e-05,-2.8102131704628475e-06,9.731262453082667e-06,856.2386616477843,5.636810338555822,2.8413146320194738,0.2699646371017575,3.6875,0.0274505600341871,16492652.708265228,6.611214993571739e-05,0.5607625764485833,2.1131423213435614,0.0153153153153153,0.0028181780193814,0.0095657455208017,0.4777185929916253,0.0003119999787018,-5.393073258408302e-05,0.0035839615260901,859396.2089192003,0.0012687567333752,0.0153153153153153,0.0540835884818385,0.2871302366256714,6.383626516281993e-09,7.6713480949401855,2.5428719520568848,0.7896998524665833,1.0,0.0,0.1326501923085553,0.2528660767134672,0.57582098714452,0.1713129361420128,0.9999999997826208,0.0,1.6389285279217846e-05,0.0029600732559367,0.1756249134284918,0.0285912979682088,0.0,0.2587703682365567,0.0,54389.11003361934,2.0626405482572063,0.0,0.4809163028897609,0.999999999999,0.0,0.003562688720377,0.6434581753109083,0.1756249134664934,0.0285912979682088,0.0,0.2587703682365567,0.0,250.20390788713968,2.0626405482572063,0.0,0.4809163028903455,24,43,0.1557971014492753,1.0,0.3750781959319616,242.89128102277436,0.0005530967492983,1.1932207768537706,13,21,0.2692307692307692,1.0,0.1922277549088439,334.8433454470967,0.0009988592360558,0.2791871225670555,0.2637960502895868,0.151938400055815,0.9448718403057004,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0006082572508603,0.0046002571471035,0.0008313545840792,0.000525415467564,93,,,,0,0.6526687741279602,-1.7175627946853638,1.9481269121170044,0.5554016620498615,0.1798206269741058,322.5422227635375
23,location_163,7.643599591896018,0.0036917002871632,4.719546733889632,4.719546733889632,4.68840921712399e-05,1.5415971279144287,0.2532019417258722,23.422152488179595,23.42214774829295,24.18681403499584,41.242440919677776,63.15861561869473,-216.06052033073945,0.0002765296001214,0.0002683597592536,0.0386870094075654,0.2617535225392264,7.747577910777181e-05,0.2011897265911102,1.7743271589279177,22,2.997204280895933e-06,-4.26516088152009e-07,2.758073153126052e-07,1340.2873538755375,5.960319097601987,3.201981220855657,0.4575092556275676,38.22222222222222,0.0476730675487941,208972772.54387027,1.1054657019496578e-05,1.159667987002833,3.031662044261928,0.0148717948717948,0.0003354884024518,0.0082156405685817,0.4439803351151186,0.0004193148891127,-5.967046433853106e-05,0.0053982585040912,1493708.1747613647,0.0015465687139684,0.0148717948717948,0.0469355007980383,0.551136314868927,2.4796107389590816e-09,4.719545841217041,2.92518949508667,0.6910637021064758,1.0,0.0,0.2090698424686415,0.0888259174494512,0.8742543306092644,0.023090103339711,0.9999999990163808,0.0,3.0000404512822326e-06,0.00034895659289,0.0916578172552829,0.0478352985202336,0.0,0.4569596710384886,0.0,377852.11598992255,3.004752500915946,0.0,0.4466195169229177,0.999999999999,0.0,0.0029508971308163,0.3432403747417706,0.0916578173453477,0.0478352985202336,0.0,0.4569596710384885,0.0,384.1447472819058,3.004752500915946,0.0,0.44661951692458,21,39,0.1857142857142857,1.0,0.4313839158506559,399.6582420065819,0.0003738260355135,0.6943729194391727,31,63,0.1354838709677419,1.0,0.1532745016241111,383.9397958329168,0.0003174247736422,1.012167797099592,0.1467296417306177,0.0791733602579369,0.2113124484306323,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,9.868604684015736e-05,0.0010166538413614,0.0001441390777472,7.747577910777181e-05,135,0.0138296486015734,,,0,0.6588547229766846,-1.6016517877578735,1.8540157079696653,0.5908045977011495,0.4519256949424743,322.5422227635375
24,location_169,7.64492543286783,0.0040273214690387,4.71110233584942,4.71110233584942,1.1164791430928744e-05,1.3015549182891846,0.1929179233954387,26.18244191760204,26.182438641023627,26.59804740825819,45.31592982044095,64.36767512872858,1036.4048200203506,0.0002952723548901,0.0002812842694339,0.0283122423888153,0.2215794760438468,9.56951334956102e-05,0.2106213122606277,1.777957558631897,22,3.332971839321631e-06,-4.559077189877931e-06,5.086184222177893e-07,1508.042857675768,5.964016747480408,3.307203557818701,0.4378526042949625,12.6875,0.0530433050611437,159583119.21134663,1.564662077401497e-05,1.1254117551812512,3.0135545346512123,0.0135696588526777,0.0005081904410898,0.0074915824915824,0.4232286089029605,0.0003195839504027,-0.0004371497822488,0.004676260839853,1664307.7310526664,0.0015002853715688,0.0135696588526777,0.0487281378604546,0.5450395941734314,2.815861765981253e-09,4.7111029624938965,2.9129974842071533,0.680935263633728,1.0,0.0,0.2366144730214232,0.0926682150895661,0.8707494844877038,0.0365823004227299,0.9999999993069526,0.0,3.338348855341739e-06,0.0005238467445433,0.066944210646325,0.0535836809545089,0.0,0.4347266524529228,0.0,270075.79620257136,2.991513981608278,0.0,0.4244150051922312,0.999999999999,0.0,0.0023136340713003,0.3630506363575047,0.0669442106926536,0.0535836809545089,0.0,0.4347266524529228,0.0,389.6930963683608,2.991513981608278,0.0,0.424415005193251,29,59,0.1453201970443349,1.0,0.4504862806824772,354.7239935146703,0.0003267277698357,0.9162121263226792,26,52,0.16,1.0,0.1219602729698925,359.07155547551616,0.0004306837380138,0.766562695225449,0.1586125892259357,0.0861375440593784,0.2069140465794349,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001181542102131,0.0014429026050493,0.0001820045144995,9.56951334956102e-05,147,,,,0,0.704574465751648,-1.553802728652954,1.683698654174805,0.9056603773584906,0.8943428993225098,322.5422227635375
25,location_176,7.653580715652119,0.0087189255282282,5.479617149457779,5.479617149457779,0.0,0.9365978240966796,0.026757981368945,10.409234984824897,10.409234256788212,11.712505348308268,30.80817088864537,50.91539507772118,16.15902739245511,0.0001182323037978,6.450419540038332e-05,0.0050532875782465,0.0387789632804487,0.0004430518893059,0.2327555567026138,1.7586580514907837,22,6.366573087400801e-06,-2.939656529597166e-06,3.4140856625206745e-06,1267.8435700545374,4.682551689897615,2.763969232415856,0.2419065798931067,17.555555555555557,0.022026218507719,45612590.95350681,2.639643785187218e-05,0.7057425641414419,2.285638626608001,0.0139149468417761,0.0015332873863618,0.0080017115960633,0.5081289426024707,0.0002721095069699,-0.0001256419259446,0.0062366358330538,1067202.321403599,0.0011281927506632,0.0139149468417761,0.0655332262164125,0.7030183672904968,1.0621771018293202e-08,5.479617118835449,2.853774309158325,0.6707354187965393,1.0,0.0,0.1949445996068611,,0.6930569514351758,0.3069430485648242,0.9999999996308148,0.0,6.65387170547003e-06,0.001540165759135,0.0369388071524605,0.0227342020840481,0.0,0.2493956893761205,0.0,123459.30545361237,2.308883666602492,0.0,0.508914118680126,0.999999999999,0.0,0.0024565106716573,0.5686063379199504,0.0369388071660608,0.0227342020840481,0.0,0.2493956893761207,0.0,334.4102628223161,2.308883666602492,0.0,0.5089141186809479,26,63,0.1938461538461538,1.0,0.6347612846565792,290.180442977579,0.0004852756859458,1.43176609792726,15,25,0.238095238095238,1.0,0.2343636882797111,448.1223037518203,0.0005682212328547,0.2907017974716318,0.1387660523005539,0.074555943100046,0.4773484495364892,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0004674454394262,0.002708668122068,0.0005646720528602,0.0004430518893059,119,,,,0,0.1659409701824188,-3.98116683959961,0.8357440233230591,0.0,0.0,322.5422227635375
26,location_184,7.568025925099464,0.0042970920912921,5.084797491812673,5.084797491812673,3.00080384931789e-05,1.4771065711975098,0.1709736839595725,23.16044953176467,23.160444595576735,23.869649906455564,39.77158534724237,66.68549373942909,402.5546585533946,0.0002229595217819,0.000215421414321,0.0330818347869898,0.1944923465929124,0.0001732270175125,0.1871592402458191,1.76491117477417,22,2.6104438416051683e-06,-5.913924254796539e-07,5.280726976639096e-07,1457.975861159754,5.586658604475631,2.9638830436160437,0.4000512628715392,10.888888888888893,0.0188448084003411,199713998.3814661,9.410008147935922e-06,0.798697882255048,2.5189591423920152,0.0119727891156462,0.0006006930901656,0.0065789871504157,0.5353280158048853,0.000387327400991,-8.774848474362758e-05,0.0116257625930096,1345998.7115115027,0.0013962200210116,0.0119727891156462,0.0891284813218527,0.6303071975708008,3.142036852921137e-09,5.084797859191895,2.885688781738281,0.6794336438179016,1.0,0.0,0.1436187438548415,0.0788605728359784,0.880116432322582,0.0410229948414396,0.9999999991179144,0.0,2.615372402471839e-06,0.0006133600631148,0.0414329654913205,0.0190258710534488,0.0,0.3914124109249371,0.0,405220.029613607,2.494919102474768,0.0,0.5364495485526708,0.999999999999,0.0,0.002306982149323,0.5410360357768933,0.0414329655278265,0.0190258710534488,0.0,0.391412410924937,0.0,459.38859244803183,2.4949191024747672,0.0,0.5364495485544214,23,57,0.225296442687747,1.0,0.5441036698388823,289.0527281876779,0.0006164586439224,1.2030758557088714,27,47,0.1339031339031339,1.0,0.0580526657442552,720.7773175618613,0.0001781659732323,0.5424492053581889,0.12723746946647,0.0679410589393954,0.2345610763360835,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001870341657195,0.0011336768511682,0.0002279522886965,0.0001732270175125,138,,,,0,0.6166024208068848,-2.0175037384033203,1.6584999561309814,0.62,0.4998840987682342,322.5422227635375
27,location_187,7.570138544051908,3.485094930510968e-05,6.778369505228781,6.778369505228781,1.6326514895581568e-06,1.480857491493225,0.0414864767867354,7.212369599225839,7.212369498589677,7.555641164626221,13.569554681053424,21.58866675416895,61.634934119825736,3.3024865216876864e-06,2.7704946009635134e-06,0.009447640547958,0.222938482849256,3.3969645301112905e-06,0.206358715891838,1.7451645135879517,22,1.5440896065287873e-07,-8.34237343390508e-09,2.586469092402458e-10,639.9996552093294,7.044216787499165,2.829763680467837,0.3195629145746027,3.5,0.0181506950709405,3421180056.506174,4.3929516000236374e-07,0.5638122509975135,2.0614727231117618,0.0071018893387314,1.4815309178282544e-05,0.0056490384615384,0.4331807554422556,0.0004417278225883,-2.386556797121138e-05,0.0021167608778662,1195896.7316585977,0.0012567204193776,0.0071018893387314,0.0423831247758315,0.746139645576477,3.317517972573764e-13,6.778368949890137,2.7032103538513184,0.7753999829292297,1.0,0.0,0.1037548137326899,0.3351662780888939,0.3656884100992477,0.2991453118118584,0.9999999547326508,0.0,1.547024574005088e-07,1.5301001155200703e-05,0.1430418864643335,0.0187061135880594,0.0,0.3102272389526949,0.0,10423585.297527565,2.023540548505157,0.0,0.4426799118057559,0.999999999999,0.0,0.0070029704619025,0.6926357921387103,0.1430418929393177,0.0187061135880594,0.0,0.310227238952695,0.0,230.2671800807865,2.023540548505157,0.0,0.4426799119309965,24,37,0.1340579710144927,1.0,0.3421838519962851,196.3085881973253,0.0006843395504682,1.2751002483708918,14,17,0.1868131868131868,1.0,0.2357599500558513,306.3800689431052,0.0006266259627177,0.2600804514058731,0.2324096501116175,0.1314838871610118,0.893606762274211,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4.087730758328689e-06,2.209097692684736e-05,4.949376943841344e-06,3.3969645301112905e-06,83,,,,0,0.9954653382301332,-0.0371427983045578,2.2918002605438232,0.9997368421052631,0.749967098236084,322.5422227635375
28,location_188,7.587128336543902,2.525320633139927e-05,6.396951339598957,6.396951339598957,2.7904545696344485e-07,1.7946689128875732,0.0757968444368027,8.566088219025307,8.56608784336351,9.009345129136925,18.067739353071104,35.835890015882896,-72.50940977378944,1.0839531913581224e-06,9.630379500941144e-07,0.0135854089586536,0.1809872567616203,8.495126166963018e-07,0.2275515496730804,1.7536126375198364,22,3.443667520644074e-08,-1.1659086333217692e-08,1.756904777180683e-11,1049.9998628710532,5.971814347810702,3.0519156933324445,0.3250245197824117,14.75,0.0215061652329023,12487610053.759254,1.0420389516652333e-07,0.8397743225131108,2.434597781840741,0.014198606271777,3.5479223119963688e-06,0.0083125933300149,0.3985442583966554,0.0004316007438236,-0.0001461253175336,0.0027597525552197,996364.7695656308,0.0013060052362654,0.014198606271777,0.0444667163493615,0.4171918630599975,6.27810452821613e-14,6.396951675415039,2.832892894744873,0.7431927919387817,1.0,0.0,0.1829726823475371,0.2277873200516918,0.7722126799483081,,0.9999998607933426,0.0,3.4489479017386115e-08,3.851663790528191e-06,0.0780384922836557,0.021826848530711,0.0,0.3147145671187579,0.0,40061568.17350858,2.359039465786026,0.0,0.4206220805136638,0.999999999999,0.0,0.004801165758515,0.536177316423774,0.0780385031470569,0.021826848530711,0.0,0.3147145671187579,0.0,287.7848181919803,2.359039465786026,0.0,0.4206220807924876,21,50,0.238095238095238,1.0,0.4028274738500049,219.20466311002812,0.0009500977590723,1.1575075639071188,20,29,0.1526315789473684,1.0,0.1134166251423272,382.0794859154729,0.0004277991484696,0.407455857011408,0.2175182895407365,0.1220311480697842,0.5338450430831492,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,8.919245715333091e-07,7.183563411672367e-06,1.1489123608043883e-06,8.495126166963018e-07,110,,,,0,0.9966540932655334,-0.0316039733588695,2.1473708152771,0.999128160418483,0.4999515116214752,322.5422227635375
29,location_191,7.642862103126522,0.0030999041628092,5.123446093402217,5.123446093402217,1.9325161701999605e-06,1.2307740449905396,0.1677766086642899,26.22002479489378,26.220018126105288,26.91609804009212,53.57456257350917,95.11211099414908,-112.5649242777848,0.0001265086504425,0.000120049417454,0.026502758177048,0.1759786027419887,0.0001064474927261,0.2254641056060791,1.741653561592102,22,1.717769330613193e-06,-1.8537387139107443e-06,1.750909641902297e-07,1353.0765618304804,4.9684284201696265,2.935757723557679,0.3257106508597595,10.5,0.0198565522519946,213588217.24825987,6.390517422247635e-06,0.9347732047153732,2.411809128945991,0.0107344206181415,0.0003527196998308,0.0061865317298027,0.4850976764653926,0.0003598625504159,-0.0003883473386339,0.0076843537398873,1019542.8471951262,0.001338775731995,0.0107344206181415,0.0738926979228203,0.6634675860404968,1.380382252946788e-09,5.123446464538574,2.919304132461548,0.6823108196258545,1.0,0.0,0.1772074584402684,0.1970726552830193,0.6817351477211662,0.1211921969958145,0.999999998507296,0.0,1.7595548913786775e-06,0.0003629557815418,0.0173175739989557,0.02089143361582,0.0,0.3258009719896367,0.0,534218.0605431544,2.392106508961138,0.0,0.4820002227248398,0.999999999999,0.0,0.0026264946755875,0.5417855574523023,0.0173175740247884,0.02089143361582,0.0,0.3258009719896365,0.0,357.8861248904905,2.392106508961138,0.0,0.4820002227277866,29,66,0.1625615763546798,1.0,0.4503438024590987,315.8050065285811,0.0003816643202618,1.3273951430033275,15,28,0.2666666666666666,1.0,0.1189141363535832,413.42949860910215,0.0007167302544329,0.4015082989518224,0.1355482790224251,0.0727014153798275,0.3375977019062556,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001085416297428,0.0006699251825921,0.00012689155119,0.0001064474927261,132,,,,0,0.8507288694381714,-0.8601431846618652,1.7863483428955078,0.9078947368421052,0.5316545963287354,322.5422227635375
30,location_193,7.67725845369756,0.003508691675961,5.433366026379644,5.433366026379644,6.513976131827803e-06,1.2457163333892822,0.081877771060458,15.5619865697124,15.561981724358937,15.99298132573644,31.947381191805302,65.62658338377814,36.75634406045557,9.093526135295348e-05,7.889017759588057e-05,0.0143863872068037,0.1092782731005671,0.0001400111796101,0.2217755168676376,1.761030912399292,22,1.996458506322412e-06,-2.38140841591174e-06,3.148465383890004e-07,1416.079811426674,5.20267239076354,2.838286897270247,0.3008783581918446,5.5555555555555545,0.0183205696327812,133168654.14611652,8.193933189933233e-06,0.835292984445702,2.459750880106008,0.0153340080971659,0.0004595578813429,0.0079023917259211,0.5216677165394064,0.0003158484543406,-0.000376749216181,0.0078801751589691,841750.8063198603,0.0012963160225458,0.0153340080971659,0.0727040650166231,0.6370147466659546,3.440473905769181e-09,5.433366298675537,2.849306344985962,0.6911885738372803,1.0,0.0,0.1964933196169039,0.1828787731837879,0.817121226816212,,0.9999999988852388,0.0,2.604009420789745e-06,0.000484560007364,0.0564217283002473,0.0196459353498674,0.0,0.2958464935192578,0.0,414335.70651796286,2.420880290278097,0.0,0.5210733896260262,0.999999999999,0.0,0.0029028486088369,0.5401686845081068,0.0564217283630876,0.0196459353498674,0.0,0.2958464935192579,0.0,371.6811410205204,2.4208802902780966,0.0,0.5210733896284647,27,71,0.2022792022792023,1.0,0.419894924129696,335.09575719193515,0.0004135614140811,1.4007088144380344,13,21,0.2692307692307692,1.0,0.16400855712779,371.9101011649201,0.0007809062406141,0.2894196929843615,0.1549357462888019,0.0839730898136263,0.535332425693554,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.000146298247273,0.0008970531052909,0.0001757942663971,0.0001400111796101,130,,,,0,0.638389527797699,-2.083514928817749,1.1755151748657229,0.0,0.0,322.5422227635375
#31,location_207,7.683215854776645,0.0337362252175807,6.0257667392074366,6.0257667392074366,0.0001364168929285,1.2550747394561768,0.0414093770422883,27.684918639605534,27.684915129825526,29.683882109392822,54.76225180683635,91.24686436692048,972.44870702588,0.0007718341592664,0.0007042544810218,0.0107383326252959,0.1087174095193129,0.0022783374879509,0.1945623159408569,1.7591785192489624,22,1.9584437974907688e-05,-3.223472479686817e-05,6.085332166915982e-05,1005.0462243078492,5.302098610610177,2.478388844952158,0.2730299947343326,44.66666666666666,0.0095175860656772,13077385.472378677,9.212833848960512e-05,0.5785628156208595,1.9504275381406029,0.0172338330233067,0.0069313157663829,0.0099169836011941,0.5898004516788737,0.0002724730971158,-0.0004484731843676,0.0117790244785105,939957.915729208,0.0012817571681827,0.0172338330233067,0.0964335607922364,0.47735595703125,3.053804391583981e-07,6.025766849517822,2.7782766819000244,0.6772423982620239,1.0,0.0,0.1657662254280192,0.1899713057932462,0.7032652979358724,0.1067633962708813,0.9999999998942636,0.0,1.9633845372019277e-05,0.0071915649948117,0.0334337498336392,0.0098916255679227,0.0,0.263253376668922,0.0,40116.70166137193,1.9014686233296851,0.0,0.5965447336365471,0.999999999999,0.0,0.0020760090136188,0.7604090522446378,0.0334337498371409,0.0098916255679227,0.0,0.2632533766689218,0.0,379.4035151522792,1.9014686233296851,0.0,0.5965447336368628,21,48,0.2285714285714285,1.0,0.4029278173260278,270.21925301355947,0.0007556194006379,1.3998815383877468,18,27,0.1764705882352941,1.0,0.1071360676862118,615.7095486422226,0.0003218573299793,0.233050579791071,0.1835339409105914,0.1010390147353464,0.7875283600458274,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0024336816277354,0.0094574959948658,0.0027704737149178,0.0022783374879509,104,,,,0,0.6060004830360413,-1.8990100622177124,0.4172583818435669,0.0,0.0,322.5422227635375
32,location_237,7.507781630518823,0.0042061060667037,4.887082537576359,4.887082537576359,0.0,1.3904274702072144,0.1285538232355612,31.61050919620404,31.610502145498167,32.88178521225993,51.83398356129474,134.06501962165052,299.89153842235675,0.0001991266617511,0.0001945051519345,0.0164245824896673,0.1600284119259313,8.874332706909627e-05,0.2109532058238983,1.7629454135894775,22,3.8302275787742415e-06,-4.096440330822536e-06,4.766637697262318e-07,1308.5668256402264,6.403648427594376,3.2412852241837675,0.3792561141931113,9.04,0.0680964724427166,99479679.21915884,1.7723925800840415e-05,1.0342983240525527,2.9109867502115514,0.0143180182958166,0.0005001297641414,0.0080048342335352,0.3969040057818924,0.0003159291455442,-0.0003378872136628,0.0032429658084996,1206060.9672137883,0.0014619248105897,0.0143180182958166,0.041252266538814,0.5149909853935242,1.8003200041860623e-09,4.887081623077393,2.9072012901306152,0.6647692918777466,1.0,0.0,0.2205991923390637,0.2900514161892809,0.4698566103914997,0.2400919734192193,0.9999999992797892,0.0,3.832532706641661e-06,0.0005116608843179,0.0874650530494151,0.0689582687419584,0.0,0.380786235338492,0.0,230776.31392791204,2.893948339901854,0.0,0.3999775550920052,0.999999999999,0.0,0.0027602309948358,0.3685036345004885,0.0874650531123209,0.0689582687419584,0.0,0.3807862353384921,0.0,320.4288962415398,2.893948339901854,0.0,0.3999775550931651,29,61,0.1502463054187192,1.0,0.3128544037464178,289.2245711438699,0.0004203287840491,1.0836643846561458,18,30,0.196078431372549,1.0,0.1421551581125479,319.65934339600403,0.0006482159755114,0.5134141390867151,0.2014607381285694,0.1120135336489368,0.3923942151007706,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001106065756175,0.0013884827494621,0.0001762338069966,8.874332706909627e-05,127,,,,0,0.5015152096748352,-2.305940628051758,1.528428077697754,0.5060240963855421,0.384929358959198,322.5422227635375
33,location_240,7.632454589880092,0.006253205705434,4.911177245504351,4.911177245504351,3.108493046966032e-05,1.5789358615875244,0.15496943775194,28.88526399568393,28.885257719931776,29.708858066043646,72.14238326854911,136.8677938341088,138.12696105626983,0.0003295986795102,0.0003179025775459,0.0238241648166935,0.1719791481472897,0.0001994106423808,0.2196795642375946,1.7971136569976809,22,6.234813773975973e-06,-3.874262487017392e-06,1.2351294507477297e-06,1252.1346257866428,5.505845943554679,3.0039376891225325,0.3524911222036313,4.25,0.0362807457660725,85333195.83587241,1.923194574422396e-05,0.84578117071355,2.64475093944987,0.0151185770750988,0.0008409559672738,0.0084541062801932,0.4944177257488854,0.0004506670348353,-0.0002800408186231,0.0064532290294244,1180553.5945330749,0.0013901303608616,0.0151185770750988,0.0607862785135668,0.7313886880874634,6.773325011977249e-09,4.911177635192871,2.8931682109832764,0.6645184755325317,1.0,0.0,0.2255507167814444,0.2219939245613932,0.6012641754343948,0.1767419000042119,0.9999999994791744,0.0,6.266110815084689e-06,0.0008600817446906,0.0646684366930012,0.0370908316383964,0.0,0.3437375886741197,0.0,191346.8683788864,2.6323487336312694,0.0,0.4938905611492575,0.999999999999,0.0,0.0032635519403592,0.4479527301042313,0.0646684367266176,0.0370908316383964,0.0,0.3437375886741199,0.0,367.3913280048913,2.6323487336312694,0.0,0.4938905611503272,24,56,0.2028985507246377,1.0,0.4191223757859546,297.1230370462064,0.0004779477583798,1.2135488682925462,22,34,0.1471861471861472,1.0,0.1050239976090782,546.5478130521278,0.0002905531317955,0.4543120992962559,0.1660695162055991,0.0905538774087016,0.3655405974501805,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0002247823722427,0.0019200278911739,0.0003084120398852,0.0001994106423808,125,,,,0,0.4109286963939667,-2.9591622352600098,1.3561246395111084,0.0789473684210526,0.1272727251052856,322.5422227635375
