,domain,middle_layer_entropy,weighted_shortcut_score,shortcut_drift,shortcut_reliance,early_to_deep_edge_importance,path_depth_entropy,deep_shallow_ratio,logit_contribution_ratio_deep_vs_shallow,logit_contribution_ratio_deep_vs_shallow_v2,logit_contribution_ratio_deep_vs_shallow_v3,logit_contribution_ratio_deep_vs_shallow_v4,logit_contribution_ratio_deep_vs_shallow_v5,logit_contribution_ratio_deep_vs_shallow_signed,deep_logit_contribution,deep_logit_contribution_signed,deep_logit_contribution_normed,deep_logit_contribution_signed_normed,largest_edge_score,middle_layer_score_ratio,std_entropy_across_layers,logit_contribution_peak_layer,algebraic_connectivity,spectral_gap,graph_energy,laplacian_energy,normed_laplacian_energy,laplacian_spectral_entropy,modularity,community_size_variance,avg_clustering,kirchhoff_index,avg_path_length,effective_path_depth,node_importance_entropy,avg_betweenness,spectral_radius,avg_edge_flow_centrality,edge_score_gini,normed_algebraic_connectivity,normed_spectral_gap,normed_graph_energy,normed_kirchhoff_index,normed_avg_path_length,normed_avg_betweenness,normed_spectral_radius,attention_mlp_ratio,layerwise_score_variance,weighted_path_depth,layerwise_score_entropy,tail_shortcut_mass,tail_pos,tail_neg,backbone_chain_mass,inflow_from_10,inflow_from_11,inflow_from_9,mass_pos_frac,mass_neg_frac,signed_algebraic_connectivity,signed_spectral_radius,frustration_mass_frac,avg_clustering_pos,avg_clustering_neg,modularity_pos,modularity_neg,avg_path_length_abs,node_importance_entropy_pos,node_importance_entropy_neg,edge_score_gini_abs,normed_mass_pos_frac,normed_mass_neg_frac,normed_signed_algebraic_connectivity,normed_signed_spectral_radius,normed_frustration_mass_frac,normed_avg_clustering_pos,normed_avg_clustering_neg,normed_modularity_pos,normed_modularity_neg,normed_avg_path_length_abs,normed_node_importance_entropy_pos,normed_node_importance_entropy_neg,normed_edge_score_gini_abs,pos_low_layer_nodes,pos_low_layer_edges,pos_low_layer_density,pos_low_layer_gcc_frac,pos_low_layer_lambda2_norm,pos_low_layer_aspl_abs,pos_low_layer_res_connectivity,pos_low_layer_volume,pos_high_layer_nodes,pos_high_layer_edges,pos_high_layer_density,pos_high_layer_gcc_frac,pos_high_layer_lambda2_norm,pos_high_layer_aspl_abs,pos_high_layer_res_connectivity,pos_high_layer_volume,pos_between_cut_weight,pos_between_cut_weight_frac_of_sign,pos_between_conductance_sym,neg_low_layer_nodes,neg_low_layer_edges,neg_low_layer_density,neg_low_layer_gcc_frac,neg_low_layer_lambda2_norm,neg_low_layer_aspl_abs,neg_low_layer_res_connectivity,neg_low_layer_volume,neg_high_layer_nodes,neg_high_layer_edges,neg_high_layer_density,neg_high_layer_gcc_frac,neg_high_layer_lambda2_norm,neg_high_layer_aspl_abs,neg_high_layer_res_connectivity,neg_high_layer_volume,neg_between_cut_weight,neg_between_cut_weight_frac_of_sign,neg_between_conductance_sym,between_net_cut_sign,L_p,L1,L2,Linf,L0,inflow_from_8,inflow_from_6,inflow_from_7,model_id,AC,ANE,EMD,acc,f1,l2
10,location_73,7.679107506971009,0.0024161341134458,5.566268984572608,5.566268984572608,1.1715015716617929e-05,1.6820098161697388,0.2167754496784916,29.04790331379227,29.047903174074666,29.636757983690565,61.5253897191248,78.07955237081009,386.71336577357897,0.0002258837293229,0.0002170532147562,0.0343939946900278,0.3100573295108503,7.158550579333678e-05,0.213699996471405,1.769018530845642,22,2.0524489959258134e-06,-1.9137490699380623e-06,1.857773404853925e-07,1225.5158526814694,5.394153894945978,3.1164082841227865,0.4493368493714857,14.888888888888888,0.0423250072800164,208354247.29800805,8.299732001825766e-06,1.2155177998925202,2.846724437228518,0.0146572104018912,0.0003023790842226,0.0083179155103299,0.4692279462187483,0.00031251325137,-0.0002913943068208,0.004307099133208,1368378.6571990522,0.0012637469951458,0.0146572104018912,0.0460413244680681,0.6329513192176819,1.5439596268151943e-09,5.566268444061279,2.887824773788452,0.7196575403213501,1.0,0.0,0.1527773055362196,0.0738921041786496,0.9067578645398752,0.0193500312814751,0.999999998747112,0.0,2.0565605714707256e-06,0.000313141179123,0.05418518097633,0.0427448870719077,0.0,0.4484066094790385,0.0,454270.0113499993,2.820796009825664,0.0,0.4716763087929178,0.999999999999,0.0,0.0025766401328348,0.3923308365260641,0.0541851810441638,0.0427448870719077,0.0,0.4484066094790384,0.0,362.5782980862463,2.820796009825664,0.0,0.4716763087953782,21,39,0.1857142857142857,1.0,0.5051385133933091,352.3165849068536,0.0003959687334001,0.8012594059147171,25,52,0.1733333333333333,1.0,0.1487339307927198,391.37573691349576,0.0003465567739468,0.8641138503304249,0.1673133718774288,0.0912940430240531,0.2088129894543003,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,8.249592065112665e-05,0.0007981559610925,0.0001186985828098,7.158550579333678e-05,123,,,,0,0.557235598564148,-1.8658822774887085,1.93721342086792,0.6749688667496887,0.4190458357334137,322.5422227635375
11,location_76,7.6866896046996,0.0048866663128137,6.771680606499209,6.771680606499209,4.955342274115537e-05,1.2919316291809082,0.0630660978250441,8.959652371749073,8.959651747218425,9.344897807704273,14.681984278534502,28.9460490217249,193.9369806947651,0.0002528922725346,0.0002385961092485,0.0116674572575284,0.1718916381693141,0.0002170866646338,0.2255995571613311,1.7798405885696411,22,6.61475751414483e-06,-6.905909301981707e-06,1.7385810740110236e-06,1114.9810514031558,5.510754508633097,2.950773068558859,0.3026407126643934,6.4,0.0242100051525165,66027230.84440176,2.4217954621299854e-05,0.6784684553478019,2.4013497821513097,0.0080455719990603,0.0010734491538771,0.0051497113997114,0.4791650676013887,0.0003051798065184,-0.0003186124466499,0.0037006556223959,1431137.0331260737,0.0011173245113994,0.0080455719990603,0.0495248694708166,0.6523199677467346,3.671786430459178e-09,6.77168083190918,2.789145946502685,0.7588829398155212,1.0,0.0,0.1287625091567084,0.2149626452015563,0.7850373547984437,,0.9999999995289134,0.0,6.6493887734889575e-06,0.0011232075803436,0.0592123887395294,0.024429278015441,0.0,0.2984621242880594,0.0,150418.17418494174,2.3591447347467223,0.0,0.4820397794652111,0.999999999999,0.0,0.0031324381349695,0.5291280714677142,0.0592123887673643,0.024429278015441,0.0,0.2984621242880595,0.0,319.30045404193413,2.3591447347467223,0.0,0.4820397794662227,27,46,0.131054131054131,1.0,0.4410918491589386,259.9273935873013,0.0004172559572627,1.1103833626380857,18,31,0.2026143790849673,1.0,0.1432931116106826,419.9187062955164,0.0004989299348175,0.3874063943658182,0.251105121498048,0.1435793109035442,0.6481697905609056,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0002632774994708,0.0021227519027888,0.0003591605927795,0.0002170866646338,118,,,,0,0.6335834264755249,-1.731073260307312,1.238222360610962,0.7142857142857143,0.5521978139877319,322.5422227635375
12,location_78,7.599380189852971,0.0028330548666417,4.604728879304281,4.604728879304281,3.268090790697897e-05,1.8257219791412356,0.2047356540615371,31.873867649266487,31.87385599221708,32.4994146025107,49.86994093088786,72.4916802135402,-610.3801983397988,0.0001776434387288,0.0001719655057605,0.0386502844633293,0.2164547213880833,9.84185971901752e-05,0.200416162610054,1.8004777431488037,22,2.094220668514232e-06,-1.6304029143453837e-06,1.8823739014569872e-07,1387.3568518302557,5.683887194194992,3.102353856713582,0.4675768884049606,2.6666666666666665,0.0250389574433487,269268675.167949,7.545620460137691e-06,1.091767402826268,2.8247405450075687,0.0176630652260904,0.0003285670668575,0.0093557422969187,0.4937792133545892,0.0004556449150436,-0.0003547309076499,0.008910746196569,1237604.115992167,0.0016417198315007,0.0176630652260904,0.0714871730042352,0.5565396547317505,1.3845007362789372e-09,4.604729175567627,2.884012222290039,0.690673291683197,1.0,0.0,0.2136139827721372,0.09129190619943,0.8601779517966318,0.0485301420039382,0.9999999986777718,0.0,2.098104673683476e-06,0.0003315349522584,0.0645547870476099,0.0250899542827824,0.0,0.4670293403103038,0.0,516053.2165545514,2.815568868241876,0.0,0.4949428326761372,0.999999999999,0.0,0.0027741732364941,0.4383648742858147,0.0645547871329015,0.0250899542827824,0.0,0.4670293403103038,0.0,390.2905742435887,2.815568868241876,0.0,0.4949428326785956,17,44,0.3235294117647059,1.0,0.4815065951030338,265.9086145067293,0.0009033204162977,0.9086154748952784,34,67,0.1194295900178253,1.0,0.0960735469953713,473.42840244078855,0.0002044928497544,0.8747058578931448,0.1083393336057885,0.0572720760813299,0.1238580176732089,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001028420447255,0.0007562990649603,0.0001290932268602,9.84185971901752e-05,135,,,,0,0.523032546043396,-2.2645304203033447,1.8343015909194944,0.3739612188365651,0.148776575922966,322.5422227635375
13,location_86,7.60844537945697,0.003892911830917,4.923732480173051,4.923732480173051,1.4351726804306963e-05,1.6242053508758545,0.1383078822203819,41.888393782179456,41.888386185044645,43.044353320994176,62.58220063845112,82.64926980440987,8606.219737144496,0.0002720450338884,0.0002656088402019,0.0278487049531241,0.2107097650807626,0.0001153634730144,0.1913690418004989,1.8101330995559688,22,3.302633860330429e-06,-9.346933755125896e-07,6.482083824479776e-07,1305.1468818432943,5.812021094325912,3.1598815538609166,0.4044515251442057,0.6666666666666666,0.0427802859948147,146577586.56204158,1.4715374385310031e-05,1.1396990641364055,2.7451681635219813,0.0128771508603441,0.0006190388708639,0.0074236206110351,0.4772824511658637,0.0003380842440816,-9.568274419338772e-05,0.0067927187576842,1431868.2739354456,0.0015063844297044,0.0128771508603441,0.063369810959214,0.5724456310272217,3.7376244321762905e-09,4.923732757568359,2.8385262489318848,0.6837402582168579,1.0,0.0,0.2238380490534676,0.1457355428832049,0.8063089743879467,0.0303876464350565,0.9999999993203909,0.0,3.30648373031339e-06,0.0006238968869808,0.072221753577124,0.0430001140502441,0.0,0.4051316948828952,0.0,259826.1772954596,2.73915695360614,0.0,0.4784221251954532,0.999999999999,0.0,0.0022471164617364,0.4240060074415777,0.0722217536261343,0.0430001140502441,0.0,0.4051316948828951,0.0,382.3170906207057,2.7391569536061398,0.0,0.4784221251967115,26,51,0.1569230769230769,1.0,0.4854825072462083,363.71877902776686,0.0003293315843256,0.93974864429368,25,49,0.1633333333333333,1.0,0.155341006874376,432.6642122627405,0.0003291256911071,0.7064987882249611,0.1768762837406793,0.0970182561738561,0.2503561034903841,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001543669495731,0.0014714341377839,0.0002212151157436,0.0001153634730144,131,0.0175678362937918,,,0,0.7093271613121033,-1.5250747203826904,1.5618516206741333,0.7375,0.4939182698726654,322.5422227635375
14,location_95,7.619559703750082,0.0026143768336623,4.181240830594014,4.181240830594014,3.633900405475288e-06,1.5871680974960327,0.2576107256099823,114.4586159243526,114.45806679972726,116.59990169552024,320.0187238043925,506.6312253446992,196.61098778679704,0.0001600915041573,0.0001556314943167,0.0418369706979144,0.227680524208845,9.408371261088178e-05,0.1932551562786102,1.7787460088729858,22,1.4467176311494704e-06,-1.834580708364686e-06,1.7220422633140338e-07,1394.3660737017683,5.139982990599513,2.827893365267665,0.4589291236185842,7.25,0.0282883180417135,215053471.11024612,5.31461548026706e-06,1.179738530969032,2.5191373624772995,0.0182636469221835,0.0003069439278644,0.0093251168639195,0.583287781517992,0.000378073100581,-0.0004794339817153,0.011760555170072,822914.0056855108,0.0013888772081437,0.0182636469221835,0.0802141632513154,0.7248451709747314,1.2328735810029912e-09,4.181240558624268,2.965477466583252,0.6308769583702087,1.0,0.0,0.2169590047483767,0.1894405703027076,0.7565352170465843,0.054024212650708,0.9999999984603214,0.0,1.4572601260651176e-06,0.0003069439305331,0.0397954029983774,0.028669793913384,0.0,0.46054773181849,0.0,688815.1930840964,2.5212397685796564,0.0,0.5838408349632079,0.999999999999,0.0,0.0022437122534867,0.47259500603389,0.0397954030596098,0.028669793913384,0.0,0.46054773181849,0.0,447.3759563194538,2.5212397685796564,0.0,0.5838408349669201,21,54,0.2571428571428571,1.0,0.4504760416608929,363.0796106076983,0.0005944024808626,1.063399388299227,21,43,0.2047619047619047,1.0,0.1512484711108628,454.7714695220246,0.0004310003243497,0.7571918297977243,0.0897043909515244,0.0469583820046608,0.118469834751767,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001061061557265,0.0006494862027466,0.0001366227079415,9.408371261088178e-05,123,,,,0,0.7061963081359863,-1.3066813945770264,2.0168721675872803,0.7086206896551724,0.3940032422542572,322.5422227635375
15,location_101,7.618834175483538,0.0048938910476863,4.361081991518914,4.361081991518914,1.4890232023390126e-05,1.6983461380004885,0.2054969788829967,41.62678676027068,41.62656819094713,43.04575753331004,84.97411049709214,154.389540141043,-245.1975432743506,0.0002850929393671,0.0002772410334843,0.0375702020470073,0.2188959304208026,0.0001657638931646,0.2060328274965286,1.7976489067077637,22,2.1923316751118456e-06,-3.140314200300624e-06,7.300969991725682e-07,1345.932664297576,5.401737367690034,2.9596008246115826,0.4176530315467766,16.666666666666668,0.0281820055274561,184627211.2685634,1.190895286116774e-05,1.142991700610488,2.598359856479728,0.0172068827531012,0.0006302685334357,0.0092590929501571,0.5607289727232545,0.0002889087764223,-0.0004138353365838,0.0126791318021461,1401010.0056126418,0.0015693797704115,0.0172068827531012,0.0830577385631279,0.6277878880500793,4.976271839041145e-09,4.361082077026367,2.908677101135254,0.6627458930015564,1.0,0.0,0.1898854173237342,0.0913711289531564,0.7842173359810122,0.1012004843375107,0.9999999992817884,0.0,2.197085188536133e-06,0.0006463916331879,0.0362288578398697,0.0285317895725218,0.0,0.4115792791818342,0.0,366269.5456309845,2.5725329406999906,0.0,0.5616388545984387,0.999999999999,0.0,0.0015779718590162,0.4642459074396455,0.0362288578658535,0.0285317895725218,0.0,0.4115792791818343,0.0,509.9744897981787,2.5725329406999906,0.0,0.561638854599976,22,55,0.238095238095238,1.0,0.6268607841098698,295.9254234487122,0.0005390066563288,1.194006269023271,29,54,0.1330049261083744,1.0,0.1232766036393999,597.0273946432918,0.0002062403483865,0.6404598361571318,0.0827669474097986,0.0431699981898286,0.1292305039866581,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001922764204209,0.0013923475053161,0.0002553228696342,0.0001657638931646,137,0.0232110507283206,,,0,0.7054429054260254,-1.19564688205719,2.186253070831299,0.7056291390728476,0.3438879549503326,322.5422227635375
16,location_104,7.601190314718098,0.0060819434002041,4.88459730995229,4.88459730995229,1.6671519915689714e-05,1.4626500606536863,0.1761611341344119,25.429722075665644,25.42971900906732,26.10122041691256,46.26733613025572,91.1238975196261,-431.8016001958477,0.0002988994522006,0.0002919730445825,0.0239149345210658,0.1739201793152385,0.0001329368533333,0.2247659116983413,1.766553282737732,22,3.641266707024677e-06,-3.270742061237651e-06,8.101653773591084e-07,1337.0097149918536,5.941246127187146,3.1167895892232558,0.3697269398013215,13.76,0.0425868714528641,85374999.8723249,1.7133620748727875e-05,0.9845387184199448,2.640285700158313,0.0104413702239789,0.0007333698474734,0.005999688327879,0.4649946195417831,0.0002913362793698,-0.0002616907482091,0.0051863025460017,1067059.5007286365,0.0013708540749655,0.0104413702239789,0.058676626442254,0.6517993211746216,6.784403261406169e-09,4.884596824645996,2.882082223892212,0.6825653314590454,1.0,0.0,0.1868192320579972,0.1490176350753982,0.714734678851854,0.1362476860727476,0.9999999993634204,0.0,3.6420027456143815e-06,0.000738181881541,0.0539390777161037,0.0427970254663099,0.0,0.3695251736905995,0.0,235654.77685782072,2.634390045659554,0.0,0.465674012157549,0.999999999999,0.0,0.002318424319627,0.4699114597136302,0.0539390777503863,0.0427970254663099,0.0,0.3695251736905996,0.0,370.1890706837472,2.6343900456595537,0.0,0.4656740121587425,27,58,0.1652421652421652,1.0,0.3870191155667917,271.0568302545911,0.0004685918328014,1.1942658612709682,19,35,0.2046783625730994,1.0,0.1730478324815,391.5100914129655,0.0004231906599357,0.5245465922104051,0.1405937732593133,0.0756121880401342,0.2680291424006024,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001720046420814,0.0015708957798779,0.0002423921105219,0.0001329368533333,125,,,,0,0.5066084265708923,-2.2390522956848145,1.589386820793152,0.3714285714285714,0.2895622849464416,322.5422227635375
17,location_115,7.638215601201362,0.0037656934000551,4.31179189640495,4.31179189640495,1.4747064824405244e-05,1.38020920753479,0.2486118005847403,39.52656069906905,39.52655337258576,40.52786340946463,72.11343387195812,107.98926117487802,-581.539607761226,0.0002648105390924,0.0002563988648426,0.0412328881647232,0.2486449382363974,0.0001072424129233,0.1918729245662689,1.776400089263916,22,2.1567686114297244e-06,-2.4009124311939867e-06,2.75642371858517e-07,1281.3138395347764,5.410162004018558,3.106865557114709,0.4640729463276387,10.666666666666666,0.0351948220451149,189074608.94335893,9.915908400008698e-06,1.3680219872171266,2.8495323837907915,0.0168536077705827,0.0003697805269451,0.0092191432166552,0.484728339416325,0.0003358235461258,-0.0003738384082922,0.0066828415650482,1214298.9452146194,0.0015439744078166,0.0168536077705827,0.0575773443304791,0.5402472019195557,2.6970574662499303e-09,4.311792373657227,2.924238920211792,0.6814711093902588,1.0,0.0,0.1934728377315681,0.0634688593443413,0.8831452496741803,0.0409548783491812,0.9999999989398488,0.0,2.156768611429742e-06,0.0003697805269451,0.0492513204156912,0.0351948220451149,0.0,0.4640729463276387,0.0,414723.1547337069,2.8495323837907915,0.0,0.4847283394142529,0.999999999999,0.0,0.0022865008880931,0.3920232790754142,0.0492513204678558,0.0351948220451149,0.0,0.4640729463276386,0.0,391.1924492225834,2.8495323837907915,0.0,0.484728339416323,24,53,0.1920289855072463,1.0,0.5097458975269775,338.7303658130164,0.0003981731638329,0.9315320686701818,24,47,0.1702898550724637,1.0,0.1402027312257716,377.0485808063765,0.0003785929437273,0.8426511596771101,0.1129083858263541,0.0598319578012626,0.1339918476699406,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001148327864939,0.0009432616061531,0.0001521713129477,0.0001072424129233,124,0.0124310126322971,,,0,0.5183350443840027,-2.043739080429077,1.635242581367493,0.3888888888888889,0.2865927815437317,322.5422227635375
18,location_120,7.57711962868445,0.0050980448722839,5.742424008511094,5.742424008511094,6.001615929562831e-05,1.7145869731903076,0.1445363379120734,22.9211087931702,22.921067395667265,24.064782141728987,52.54464876400484,88.51981118942857,4445.544247283291,0.0003254596545878,0.0003143630113471,0.0287261978515308,0.2473185995621385,4.98639237775933e-05,0.2266695350408554,1.7826956510543823,22,4.794880979802862e-06,-3.5589947720422418e-06,5.225204263160104e-07,1010.3564486162336,4.788015247690986,3.065422158416497,0.3417881129866266,34.666666666666664,0.1268668421409158,75967340.30948138,1.8632938211864925e-05,1.0110531623360528,2.4684499144227745,0.0175377468060394,0.0005715144359717,0.0098102229288589,0.4240387861460567,0.0004232123912987,-0.0003141289043707,0.0040706556947378,860689.2452591066,0.0016446060755705,0.0175377468060394,0.0504437953249199,0.4095114171504974,3.83423826022522e-09,5.742424011230469,2.7980284690856934,0.7202316522598267,1.0,0.0,0.1273264044275097,0.1650430418922274,0.6744929517568315,0.1146498268197727,0.9999999992132668,0.0,4.82582095767472e-06,0.0005937126572512,0.0785834027143776,0.1284722821099729,0.0,0.3440028520729922,0.0,200601.27973103852,2.439891470447713,0.0,0.426427666564986,0.999999999999,0.0,0.0037966334442301,0.4670934439036905,0.0785834027761232,0.1284722821099729,0.0,0.3440028520729923,0.0,254.98006960182192,2.439891470447712,0.0,0.4264276665666126,24,57,0.2065217391304347,1.0,0.5681561324646036,177.46653402130235,0.0008680832963824,1.2049187202818534,17,25,0.1838235294117647,1.0,0.2715487912399268,308.9015164137717,0.0005164357232465,0.5013548367968589,0.1468632214606439,0.0792511503529715,0.2929326909439005,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,9.658068302087486e-05,0.0012710789451375,0.0001667108153924,4.98639237775933e-05,107,0.0458141795311682,,,0,0.5894461274147034,-1.602979302406311,2.1554532051086426,0.5055730208631037,0.323500782251358,322.5422227635375
19,location_125,7.58069564934609,0.0071870535612106,4.659290298351244,4.659290298351244,5.198029339226196e-05,1.191270351409912,0.0835220087751689,15.586362938111112,15.58636106920697,16.444793926839115,24.61359536134628,36.24210881450471,81.424154986131,0.0003760320624692,0.0003420936700209,0.0163766691967962,0.1787256201278327,0.0003740059910342,0.2355732023715973,1.7699466943740845,22,7.205852125566549e-06,-3.5723252481489344e-06,2.7698125645172373e-06,1025.5326208419845,5.828739139443342,2.8815585855281167,0.3677349586776918,24.6875,0.0179117613293628,54154675.9013569,3.1831312777811105e-05,0.8370155901137324,2.411138056339352,0.0116549172136239,0.0014260972397315,0.0073406106628697,0.5061296152944048,0.0003138240062918,-0.0001555792995539,0.0052535396094971,1243469.5235714382,0.0013862940781439,0.0116549172136239,0.062108344595919,0.7307447195053101,1.6427492255388643e-08,4.659290313720703,2.777561902999878,0.6969423890113831,1.0,0.0,0.1755932104755766,0.1169869619533179,0.8274748411220811,0.0555381969246009,0.9999999996060662,0.0,7.214752742980819e-06,0.0014613637110473,0.048522329118503,0.0180810258471456,0.0,0.3655743508356185,0.0,142603.7837575922,2.383779824368564,0.0,0.507277110619787,0.999999999999,0.0,0.0028421347690292,0.5756805203623885,0.0485223291375691,0.0180810258471456,0.0,0.3655743508356186,0.0,361.9993855449526,2.383779824368564,0.0,0.5072771106207362,24,49,0.1775362318840579,1.0,0.3518110631651625,282.0090141619217,0.0005639727689892,1.2538244078611418,19,24,0.1403508771929824,1.0,0.0773149821322096,454.1743402843037,0.0003125874242398,0.3787297390213469,0.1837229265587555,0.1011535790685621,0.4851029840791038,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0004327839124016,0.0025384975597262,0.0005318633047863,0.0003740059910342,109,,,,0,0.7618952393531799,-1.1482096910476685,1.7672370672225952,0.8461538461538461,0.5460560321807861,322.5422227635375
20,location_127,7.577802100357825,0.0033703427761793,5.163693412255098,5.163693412255098,8.955602879723301e-06,1.3119890689849854,0.197454131080743,35.860034483927,35.86002933985424,37.54692938140381,73.961128731073,131.77092600030883,155.77508887011314,0.0002149560154252,0.000207655330398,0.0310374117048067,0.2229444072708326,0.0001035637105815,0.2021539658308029,1.8053303956985476,22,3.6522282706035015e-06,-1.4577372134175684e-06,3.747919675737791e-07,1586.975508426011,5.465986364263345,3.0533052504353786,0.3977027901913436,2.5,0.0345097501599629,161624151.17324483,8.752720081640859e-06,0.9367479374075808,2.718212583597976,0.01197772124576,0.0004582096600892,0.0065204543118511,0.5011207811772702,0.0005273436187393,-0.0002104820390735,0.0078137918736722,1119361.7797057217,0.0012638013708417,0.01197772124576,0.066160689243864,0.7001241445541382,1.453035025633653e-09,5.163693904876709,2.937586069107056,0.6861234903335571,1.0,0.0,0.1860482514481223,0.2704227452716244,0.5518107175122473,0.1376650803700841,0.999999999060916,0.0,3.652228270603498e-06,0.0004582096600892,0.0843689849950301,0.0345097501599629,0.0,0.3977027901913436,0.0,364661.1448110768,2.718212583597976,0.0,0.5011207811755652,0.999999999999,0.0,0.0034297495464864,0.4302974122773078,0.0843689850741753,0.0345097501599629,0.0,0.3977027901913435,0.0,388.31574265649147,2.718212583597976,0.0,0.5011207811772684,22,46,0.1991341991341991,1.0,0.4297707081597929,397.179822226137,0.000390809894816,0.9277068461302028,26,51,0.1569230769230769,1.0,0.1236391078946566,499.7171217229746,0.0002928308115561,0.6769971487175452,0.197648002576126,0.1096611554561079,0.2919480576107834,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001284289755858,0.001064867246896,0.0001760125887813,0.0001035637105815,138,0.0239329218205351,0.0161685350255088,,0,0.434387743473053,-2.5710017681121826,1.7368078231811523,0.4068441064638783,0.3370299935340881,322.5422227635375
21,location_146,7.649467238175035,0.0027553518302738,5.132178115927993,5.132178115927993,3.45462467521429e-06,1.4754869937896729,0.1011439634758288,32.80414415385899,32.80413188395316,33.625431997280295,69.48045848602284,108.53883582664368,-377.202368757514,0.0001383625560538,0.0001342526305063,0.0214490784448897,0.1885693542505026,0.0001223275321535,0.2340750098228454,1.7489187717437744,22,1.7206736932140927e-06,-2.8958835934524657e-06,2.369031221252723e-07,1137.9351260933388,5.168070523199805,2.9393283752574773,0.3580535897565944,0.2222222222222222,0.0204034085291569,144764335.9312564,8.646884104353642e-06,0.9996366852421984,2.4799669817407923,0.0151188242651657,0.0004122240745454,0.0085196476964769,0.4978854588958655,0.000266740677759,-0.000448922983963,0.0056931449268459,933836.5077499092,0.0013404492356618,0.0151188242651657,0.0639034164732936,0.5599080324172974,1.450790154677861e-09,5.132177829742432,2.790358304977417,0.7015047669410706,1.0,0.0,0.1217975802395616,0.1510567107369398,0.7756780170949038,0.0732652721681563,0.9999999987518942,0.0,1.830922589441581e-06,0.000437701950466,0.0584829548568035,0.0216764637114818,0.0,0.3543126426525766,0.0,421196.4122666514,2.422128604428581,0.0,0.5013734996214511,0.999999999999,0.0,0.0022851850971353,0.5462983415902936,0.0584829549297379,0.0216764637114818,0.0,0.354312642652577,0.0,337.4685170043707,2.422128604428581,0.0,0.5013734996243459,25,55,0.1833333333333333,1.0,0.4870990944310256,249.5734769245209,0.000575894149742,1.3184661146644083,16,29,0.2416666666666666,1.0,0.1407835365916276,378.3013811579366,0.0006293327459859,0.43625874170632,0.1226375718146358,0.0653243987274081,0.2811120101226367,0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0001258213887922,0.0008012141333892,0.0001512007438577,0.0001223275321535,117,,,,0,0.8496752977371216,-0.9032580852508544,1.5982273817062378,0.935897435897436,0.8471260070800781,322.5422227635375
